season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612746,LAC,LA Clippers,21900068,2019-10-31,LAC vs. SAS,W,48.0,0.456,0.297,0.119,0.263,0.494,0.338,0.188,0.25,0,0,0,0,139,1844,698,592,1062,611,1699,277,860,1,2019,2020,True,LAC,SAS
2019-20,1610612740,NOP,New Orleans Pelicans,21900067,2019-10-31,NOP vs. DEN,W,48.0,0.63,0.416,0.155,0.175,0.522,0.18,0.146,0.191,0,0,0,0,139,140,121,1348,1930,1003,392,973,283,1,2019,2020,True,NOP,DEN
2019-20,1610612759,SAS,San Antonio Spurs,21900068,2019-10-31,SAS @ LAC,L,48.0,0.494,0.338,0.188,0.25,0.456,0.297,0.119,0.263,0,0,0,0,139,1507,418,1834,1192,273,1420,1511,1049,1,2019,2020,False,LAC,SAS
2019-20,1610612737,ATL,Atlanta Hawks,21900066,2019-10-31,ATL vs. MIA,L,48.0,0.449,0.295,0.165,0.386,0.56,0.226,0.144,0.255,0,0,0,0,139,1896,703,1522,82,1425,796,995,966,1,2019,2020,True,ATL,MIA
2019-20,1610612743,DEN,Denver Nuggets,21900067,2019-10-31,DEN @ NOP,L,48.0,0.522,0.18,0.146,0.191,0.63,0.416,0.155,0.175,0,0,0,0,139,1115,1723,1135,1827,1979,1996,755,186,1,2019,2020,False,NOP,DEN
2019-20,1610612748,MIA,Miami Heat,21900066,2019-10-31,MIA @ ATL,W,48.0,0.56,0.226,0.144,0.255,0.449,0.295,0.165,0.386,0,0,0,0,139,689,1316,1107,1139,221,1415,590,2037,1,2019,2020,False,ATL,MIA
2019-20,1610612744,GSW,Golden State Warriors,21900065,2019-10-30,GSW vs. PHX,L,48.0,0.488,0.439,0.168,0.224,0.536,0.219,0.159,0.309,0,0,0,0,139,1561,84,1575,1520,1155,723,681,1549,2,2019,2020,True,GSW,PHX
2019-20,1610612752,NYK,New York Knicks,21900056,2019-10-30,NYK @ ORL,L,48.0,0.421,0.244,0.124,0.25,0.489,0.136,0.101,0.302,0,0,0,0,139,2034,1172,685,1192,574,133,1813,1461,1,2019,2020,False,ORL,NYK
2019-20,1610612756,PHX,Phoenix Suns,21900065,2019-10-30,PHX @ GSW,W,48.0,0.536,0.219,0.159,0.309,0.488,0.439,0.168,0.224,0,0,0,0,139,962,1389,1429,560,557,2035,540,585,2,2019,2020,False,GSW,PHX
2019-20,1610612751,BKN,Brooklyn Nets,21900059,2019-10-30,BKN vs. IND,L,48.0,0.495,0.28,0.198,0.414,0.526,0.208,0.088,0.269,0,0,0,0,139,1456,834,1939,33,1043,617,1969,1102,1,2019,2020,True,BKN,IND
