season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11,LAL @ MIA,W,48.0,0.545,0.157,0.149,0.32,0.506,0.278,0.161,0.229,0,0,0,0,13,69,150,96,28,51,80,50,66,1,2019,2020,False,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900406,2020-10-11,MIA vs. LAL,L,48.0,0.506,0.278,0.161,0.229,0.545,0.157,0.149,0.32,0,0,0,0,13,116,87,117,100,98,16,70,139,1,2019,2020,True,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900405,2020-10-09,LAL vs. MIA,L,48.0,0.549,0.256,0.16,0.333,0.542,0.265,0.14,0.267,0,0,0,0,13,66,97,114,21,94,72,83,105,1,2019,2020,True,LAL,MIA
2019-20,1610612748,MIA,Miami Heat,41900405,2020-10-09,MIA @ LAL,W,48.0,0.542,0.265,0.14,0.267,0.549,0.256,0.16,0.333,0,0,0,0,13,73,94,84,62,101,69,51,143,1,2019,2020,False,LAL,MIA
2019-20,1610612747,LAL,Los Angeles Lakers,41900404,2020-10-06,LAL @ MIA,W,48.0,0.532,0.266,0.163,0.289,0.5,0.347,0.163,0.217,0,0,0,0,13,92,93,120,44,48,126,45,53,1,2019,2020,False,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900404,2020-10-06,MIA vs. LAL,L,48.0,0.5,0.347,0.163,0.217,0.532,0.266,0.163,0.289,0,0,0,0,13,117,39,120,112,75,74,45,122,1,2019,2020,True,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900403,2020-10-04,MIA vs. LAL,W,48.0,0.588,0.288,0.131,0.154,0.519,0.367,0.2,0.271,0,0,0,0,13,34,82,71,151,63,138,12,111,1,2019,2020,True,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900403,2020-10-04,LAL @ MIA,L,48.0,0.519,0.367,0.2,0.271,0.588,0.288,0.131,0.154,0,0,0,0,13,104,29,154,55,133,84,94,16,1,2019,2020,False,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900402,2020-10-02,LAL vs. MIA,W,48.0,0.588,0.175,0.098,0.407,0.585,0.479,0.11,0.194,0,0,0,0,13,33,146,17,2,132,162,134,33,1,2019,2020,True,LAL,MIA
2019-20,1610612748,MIA,Miami Heat,41900402,2020-10-02,MIA @ LAL,L,48.0,0.585,0.479,0.11,0.194,0.588,0.175,0.098,0.407,0,0,0,0,13,35,5,33,133,134,21,150,164,1,2019,2020,False,LAL,MIA
