season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612748,MIA,Miami Heat,41900406,2020-10-11,MIA vs. LAL,L,48.0,14.0,5.0,8.0,44.0,20.0,18.0,16.0,52.0,0,0,0,0,13,95,145,105,60,129,148,133,144,1,2019,2020,True,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900406,2020-10-11,LAL @ MIA,W,48.0,20.0,18.0,16.0,52.0,14.0,5.0,8.0,44.0,0,0,0,0,13,31,15,28,16,59,16,49,97,1,2019,2020,False,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900405,2020-10-09,MIA @ LAL,W,48.0,20.0,15.0,4.0,32.0,14.0,16.0,25.0,42.0,0,0,0,0,13,31,37,155,134,59,131,164,83,1,2019,2020,False,LAL,MIA
2019-20,1610612747,LAL,Los Angeles Lakers,41900405,2020-10-09,LAL vs. MIA,L,48.0,14.0,16.0,25.0,42.0,20.0,15.0,4.0,32.0,0,0,0,0,13,95,25,2,71,129,122,9,24,1,2019,2020,True,LAL,MIA
2019-20,1610612748,MIA,Miami Heat,41900404,2020-10-06,MIA vs. LAL,L,48.0,13.0,7.0,4.0,32.0,19.0,12.0,7.0,34.0,0,0,0,0,13,109,126,155,134,122,94,36,34,1,2019,2020,True,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900404,2020-10-06,LAL @ MIA,W,48.0,19.0,12.0,7.0,34.0,13.0,7.0,4.0,32.0,0,0,0,0,13,39,65,119,124,48,34,9,24,1,2019,2020,False,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900403,2020-10-04,LAL @ MIA,L,48.0,17.0,6.0,15.0,34.0,21.0,5.0,9.0,52.0,0,0,0,0,13,57,134,35,124,137,16,63,144,1,2019,2020,False,MIA,LAL
2019-20,1610612748,MIA,Miami Heat,41900403,2020-10-04,MIA vs. LAL,W,48.0,21.0,5.0,9.0,52.0,17.0,6.0,15.0,34.0,0,0,0,0,13,27,145,90,16,93,23,127,34,1,2019,2020,True,MIA,LAL
2019-20,1610612747,LAL,Los Angeles Lakers,41900402,2020-10-02,LAL vs. MIA,W,48.0,8.0,21.0,9.0,56.0,8.0,14.0,2.0,46.0,0,0,0,0,13,151,9,90,10,10,109,2,108,1,2019,2020,True,LAL,MIA
2019-20,1610612748,MIA,Miami Heat,41900402,2020-10-02,MIA @ LAL,L,48.0,8.0,14.0,2.0,46.0,8.0,21.0,9.0,56.0,0,0,0,0,13,151,46,161,40,10,157,63,155,1,2019,2020,False,LAL,MIA
