team_id,team_name,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,stl,blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,stl_rank,blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,19,11,8,0.579,48.5,106.2,32.8,0.747,6.8,4.1,12.5,10.7,11.1,44.7,3,3,15,3,2,5,9,6,12,12,1,6,5,8,BOSTON CELTICS
1610612739,Cleveland Cavaliers,22,12,10,0.545,48.5,111.1,31.6,0.744,6.0,4.4,14.4,12.4,13.0,46.4,1,2,16,5,5,11,12,8,14,9,6,10,10,13,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,21,16,5,0.762,48.2,102.0,35.9,0.732,7.9,5.8,14.5,12.9,12.2,46.0,2,1,10,1,6,1,4,11,7,4,7,11,7,12,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,17,11,6,0.647,48.0,107.0,34.2,0.755,8.1,5.5,13.7,9.9,12.4,45.9,4,3,12,2,7,7,7,4,5,5,3,3,8,11,HOUSTON ROCKETS
1610612754,Indiana Pacers,7,3,4,0.429,48.0,103.4,31.9,0.735,8.1,2.7,14.3,8.7,9.0,33.7,9,9,1,8,7,2,11,10,4,16,5,1,2,1,INDIANA PACERS
1610612748,Miami Heat,5,1,4,0.2,48.0,112.2,31.4,0.655,8.8,6.4,20.6,16.2,10.2,45.6,13,13,1,13,7,13,14,16,2,2,16,16,4,10,MIAMI HEAT
1610612749,Milwaukee Bucks,7,3,4,0.429,48.7,108.8,33.0,0.698,6.6,6.7,15.7,14.7,9.1,44.0,9,9,1,8,1,9,8,15,13,1,9,14,3,5,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,5,1,4,0.2,48.0,116.0,36.6,0.745,5.0,3.2,13.6,14.6,8.0,44.4,13,13,1,13,7,15,2,7,16,14,2,13,1,7,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,9,5,4,0.556,48.0,107.0,37.7,0.762,8.1,5.0,19.9,13.0,18.6,45.3,8,5,1,4,7,8,1,3,6,7,15,12,16,9,NEW ORLEANS PELICANS
1610612760,Oklahoma City Thunder,6,2,4,0.333,48.0,106.9,34.7,0.713,8.8,4.2,15.3,15.2,11.7,44.3,11,11,1,11,7,6,6,13,1,10,8,15,6,6,OKLAHOMA CITY THUNDER
1610612755,Philadelphia 76ers,10,5,5,0.5,48.5,105.0,36.1,0.769,7.8,4.1,16.6,9.7,13.3,38.8,6,5,10,6,3,3,3,2,9,11,12,2,11,3,PHILADELPHIA 76ERS
1610612757,Portland Trail Blazers,4,0,4,0.0,48.0,113.9,32.3,0.781,8.3,3.8,18.5,10.5,16.8,54.0,16,16,1,16,7,14,10,1,3,13,13,5,15,16,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,5,1,4,0.2,48.0,111.9,29.2,0.709,7.6,3.0,13.8,10.4,14.8,35.2,13,13,1,13,7,12,16,14,10,15,4,4,13,2,SAN ANTONIO SPURS
1610612761,Toronto Raptors,10,4,6,0.4,48.5,116.4,30.7,0.719,5.7,6.1,16.4,10.9,14.3,47.4,6,8,12,10,3,16,15,12,15,3,11,7,12,14,TORONTO RAPTORS
1610612762,Utah Jazz,11,5,6,0.455,48.0,106.1,35.6,0.754,7.5,5.0,18.9,12.2,12.5,40.4,5,5,12,7,7,4,5,5,11,7,14,9,9,4,UTAH JAZZ
1610612764,Washington Wizards,6,2,4,0.333,48.0,110.8,31.5,0.736,7.8,5.2,16.0,11.8,15.8,48.7,11,11,1,11,7,10,13,9,8,6,10,8,14,15,WASHINGTON WIZARDS
