player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
203940,Adreian Payne,Adreian,1610612750,MIN,25.0,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,362,31,188,422,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
203952,Andrew Wiggins,Andrew,1610612750,MIN,21.0,49,20,29,0.408,204.0,0.306,0.31,0.303,0.0,0.094,0.361,0.374,0.271,0.138,0.176,0.189,0.317,0.19,0.091,0.393,0.211,0.341,0.316,3,45,436,287,3,34,59,46,209,233,47,41,114,264,208,141,378,147,177,389,257,42,46
204014,Damjan Rudez,Damjan,1610612750,MIN,30.0,5,1,4,0.2,5.0,0.071,0.0,0.0,0.0,0.0,1.0,0.667,0.0,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.2,0.333,0.154,329,362,127,396,370,353,342,379,209,275,1,5,270,1,51,287,1,237,200,1,229,44,204
203476,Gorgui Dieng,Gorgui,1610612750,MIN,26.0,32,11,21,0.344,87.0,0.161,0.22,0.165,0.111,0.079,0.277,0.267,0.348,0.339,0.341,0.132,0.12,0.143,0.25,0.167,0.204,0.292,0.234,94,157,402,328,124,178,129,195,176,239,80,90,82,39,48,185,228,177,107,285,240,69,106
1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,20.0,46,19,27,0.413,188.0,0.185,0.298,0.219,0.222,0.188,0.144,0.144,0.434,0.285,0.326,0.097,0.127,0.222,0.727,0.217,0.23,0.168,0.239,9,64,433,285,10,143,70,121,118,170,183,195,61,81,66,229,241,128,15,318,281,177,101
708,Kevin Garnett,Kevin,1610612750,MIN,40.0,11,5,6,0.455,30.0,0.104,0.077,0.098,0.0,0.0,0.0,0.182,0.167,0.233,0.222,0.25,0.083,0.0,0.0,0.0,0.167,0.118,0.048,269,252,174,252,247,299,297,313,209,275,299,158,161,135,150,102,189,237,200,1,171,236,351
202357,Nemanja Bjelica,Nemanja,1610612750,MIN,28.0,16,6,10,0.375,33.0,0.068,0.043,0.066,0.0,0.154,0.125,0.125,0.0,0.2,0.114,0.091,0.0,0.333,0.0,0.143,0.185,0.158,0.071,222,235,238,308,236,360,333,355,209,197,198,213,270,172,296,233,1,52,200,275,213,191,323
201937,Ricky Rubio,Ricky,1610612750,MIN,25.0,44,19,25,0.432,186.0,0.146,0.084,0.11,0.222,0.175,0.246,0.239,0.113,0.248,0.21,0.543,0.236,0.412,0.048,0.042,0.207,0.252,0.148,12,64,425,268,11,206,287,293,118,179,101,112,199,120,167,18,344,37,194,233,248,89,209
203498,Shabazz Muhammad,Shabazz,1610612750,MIN,23.0,23,6,17,0.261,44.0,0.173,0.04,0.2,0.0,0.36,0.114,0.1,0.143,0.25,0.211,0.167,0.188,0.0,0.0,0.0,0.156,0.129,0.067,173,235,341,379,206,163,336,144,209,47,218,243,177,108,165,153,299,237,200,1,161,222,329
2419,Tayshaun Prince,Tayshaun,1610612750,MIN,36.0,25,11,14,0.44,72.0,0.063,0.071,0.077,0.0,0.0,0.055,0.056,0.034,0.14,0.105,0.071,0.0,0.143,0.0,0.0,0.083,0.042,0.063,151,157,298,261,148,366,307,334,209,275,273,287,265,261,312,256,1,177,200,1,72,314,335
1626145,Tyus Jones,Tyus,1610612750,MIN,20.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,428,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
203897,Zach LaVine,Zach,1610612750,MIN,21.0,41,16,25,0.39,141.0,0.219,0.216,0.278,0.467,0.462,0.118,0.108,0.059,0.042,0.047,0.089,0.175,0.111,0.071,0.3,0.202,0.105,0.19,22,99,425,301,39,100,132,66,32,21,212,236,248,352,365,241,292,203,182,361,238,249,157
