player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1629717,Armoni Brooks,Armoni,1610612761,TOR,24.0,54,20,34,0.37,15.6,0.8,0.6,0.4,0.8,5.6,4.4,4.5,15.7,0.2,0.1,1.4,0.4,11.0,259,295,484,446,368,370,410,394,502,250,243,280,358,369,87,237,496,396,TOR
1628449,Chris Boucher,Chris,1610612761,TOR,29.0,80,48,32,0.6,21.1,1.4,2.4,1.3,4.8,6.3,6.0,4.6,18.1,0.9,0.5,2.2,2.2,21.4,10,22,460,175,249,222,44,163,161,295,361,289,301,49,465,450,126,180,TOR
1628391,D.J. Wilson,D.J.,1610612761,TOR,26.0,4,2,2,0.5,13.5,2.0,0.5,1.5,4.0,6.3,6.3,4.3,14.5,0.3,0.3,1.5,1.3,18.2,535,512,48,306,411,103,427,126,206,290,380,262,380,321,230,268,275,240,TOR
1630625,Dalano Banton,Dalano,1610612761,TOR,22.0,64,37,27,0.578,10.9,0.6,0.6,0.5,1.9,3.4,2.9,2.4,8.8,0.2,0.3,1.1,0.6,8.8,176,120,379,216,462,449,390,370,387,125,133,110,490,417,249,157,440,441,TOR
1630187,Daniel Oturu,Daniel,1610612761,TOR,22.0,3,1,2,0.333,9.1,0.7,0.7,0.0,2.0,6.0,2.0,1.0,6.0,0.7,0.7,0.3,1.0,7.0,547,544,48,467,492,402,372,522,370,276,79,33,531,94,521,39,336,485,TOR
1630525,David Johnson,David,1610612761,TOR,21.0,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,566,512,1,1,602,544,536,522,565,1,1,62,602,520,1,1,564,596,TOR
1627832,Fred VanVleet,Fred,1610612761,TOR,28.0,65,39,26,0.6,37.9,2.6,2.5,2.8,3.6,11.3,10.7,9.0,35.1,0.5,0.8,2.5,3.0,39.8,160,103,362,175,4,53,38,27,236,558,597,568,26,130,553,523,68,30,TOR
1629018,Gary Trent Jr.,Gary,1610612761,TOR,23.0,70,44,26,0.629,35.0,3.6,1.5,2.6,4.0,9.5,10.1,8.6,34.3,0.3,0.6,2.1,2.2,29.6,101,51,362,147,24,14,135,34,206,485,588,553,39,308,504,427,125,85,TOR
1629067,Isaac Bonga,Isaac,1610612761,TOR,22.0,15,9,6,0.6,4.6,0.2,0.1,0.1,0.3,1.1,1.8,0.7,3.9,0.1,0.1,0.7,0.3,3.6,462,437,119,175,562,528,531,521,556,29,71,25,574,439,125,84,518,556,TOR
1630551,Justin Champagnie,Justin,1610612761,TOR,21.0,36,21,15,0.583,7.8,0.5,0.8,0.3,1.2,2.4,2.1,2.0,6.9,0.1,0.1,0.9,0.3,5.9,373,280,206,207,509,464,312,472,465,70,99,87,517,459,111,115,532,510,TOR
203920,Khem Birch,Khem,1610612761,TOR,29.0,55,34,21,0.618,18.0,0.9,1.3,0.3,3.4,5.7,4.6,4.7,16.2,0.5,0.2,1.9,1.1,13.8,247,155,266,155,305,354,176,436,252,254,258,299,344,162,200,378,305,341,TOR
1630201,Malachi Flynn,Malachi,1610612761,TOR,24.0,44,25,19,0.568,12.2,0.6,0.6,0.5,1.3,3.4,4.3,2.9,11.9,0.1,0.2,1.0,0.7,9.7,334,243,250,231,433,437,386,381,450,123,236,147,439,478,207,152,420,419,TOR
1628384,OG Anunoby,OG,1610612761,TOR,24.0,48,31,17,0.646,36.0,3.7,2.2,2.7,6.8,10.4,9.5,8.8,34.4,0.5,1.0,2.7,2.3,32.0,303,188,226,125,12,12,60,31,86,522,570,562,37,141,581,567,111,71,TOR
1627783,Pascal Siakam,Pascal,1610612761,TOR,28.0,68,40,28,0.588,37.9,4.3,2.5,3.4,13.1,10.5,9.7,9.3,35.7,0.6,0.9,3.3,5.0,43.9,121,90,399,195,3,2,33,10,7,532,579,577,19,107,569,599,20,16,TOR
1630173,Precious Achiuwa,Precious,1610612761,TOR,22.0,73,46,27,0.63,23.6,1.7,1.6,1.4,5.3,6.6,7.0,5.4,21.8,0.6,0.7,2.1,1.5,20.6,68,32,379,146,202,150,129,137,138,310,434,346,232,124,530,430,210,192,TOR
1626155,Sam Dekker,Sam,1610612761,TOR,28.0,1,1,0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,589,544,1,1,603,544,536,522,565,1,79,152,591,520,1,1,564,596,TOR
1630567,Scottie Barnes,Scottie,1610612761,TOR,20.0,74,43,31,0.581,35.4,2.4,2.7,2.4,9.2,10.5,10.3,8.5,33.8,0.7,0.5,2.6,2.9,33.2,57,65,447,210,18,62,29,38,36,527,594,545,41,76,455,542,73,60,TOR
1629004,Svi Mykhailiuk,Svi,1610612761,TOR,25.0,56,29,27,0.518,12.8,1.0,0.7,1.0,1.5,4.1,4.4,3.0,11.6,0.1,0.2,1.0,0.5,8.8,234,204,379,291,423,330,378,222,425,161,245,163,445,496,182,126,486,444,TOR
201152,Thaddeus Young,Thaddeus,1610612761,TOR,34.0,52,27,25,0.519,16.3,0.6,1.7,0.5,4.6,5.2,4.2,4.3,15.2,0.3,0.4,1.6,1.0,17.1,273,223,347,290,349,451,116,365,173,218,226,271,366,245,344,286,355,262,TOR
1629139,Yuta Watanabe,Yuta,1610612761,TOR,27.0,38,21,17,0.553,11.7,0.6,0.7,0.6,1.2,3.9,4.5,2.9,11.3,0.4,0.2,1.0,0.9,9.7,363,280,226,244,444,440,365,348,468,146,249,145,450,193,172,133,361,422,TOR
