player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
1629717,Armoni Brooks,Armoni,1610612761,TOR,24.0,54,20,34,0.37,15.6,0.138,0.862,0.167,0.014,0.771,0.083,0.062,0.156,0.153,0.667,0.333,0.824,0.176,0.786,0.214,98,289,0.339,259,295,484,446,368,585,12,559,424,19,377,501,237,537,196,361,368,145,151,426,325,283,521,TOR
1628449,Chris Boucher,Chris,1610612761,TOR,29.0,80,48,32,0.6,21.1,0.603,0.397,0.531,0.019,0.271,0.135,0.198,0.147,0.512,0.67,0.33,0.985,0.015,0.75,0.25,268,577,0.464,10,22,460,175,249,292,305,263,402,354,185,108,285,204,195,376,159,355,197,369,140,135,221,TOR
1628391,D.J. Wilson,D.J.,1610612761,TOR,26.0,4,2,2,0.5,13.5,0.867,0.133,0.733,0.2,0.0,0.2,0.267,0.267,0.533,0.727,0.273,0.0,0.0,0.727,0.273,11,15,0.733,535,512,48,306,411,91,506,98,33,514,53,34,32,179,131,439,507,368,241,336,493,520,9,TOR
1630625,Dalano Banton,Dalano,1610612761,TOR,22.0,64,37,27,0.578,10.9,0.748,0.252,0.683,0.088,0.19,0.156,0.127,0.176,0.595,0.329,0.671,0.769,0.231,0.398,0.602,83,202,0.411,176,120,379,216,462,152,445,130,170,423,121,338,157,139,481,90,403,111,514,64,347,335,392,TOR
1630187,Daniel Oturu,Daniel,1610612761,TOR,22.0,3,1,2,0.333,9.1,0.833,0.167,0.667,0.0,0.0,0.0,0.333,0.222,0.667,0.333,0.667,0.0,0.0,0.333,0.667,3,6,0.5,547,544,48,467,492,106,489,137,464,514,522,16,59,100,470,94,507,368,534,40,537,549,137,TOR
1630525,David Johnson,David,1610612761,TOR,21.0,2,2,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,566,512,1,1,602,590,1,571,464,514,522,543,544,565,556,548,507,368,570,551,578,587,578,TOR
1627832,Fred VanVleet,Fred,1610612761,TOR,28.0,65,39,26,0.6,37.9,0.415,0.585,0.303,0.124,0.55,0.137,0.147,0.129,0.179,0.225,0.775,0.595,0.405,0.428,0.572,442,1097,0.403,160,103,362,175,4,472,125,489,95,105,180,260,398,521,523,48,463,51,500,78,52,35,420,TOR
1629018,Gary Trent Jr.,Gary,1610612761,TOR,23.0,70,44,26,0.629,35.0,0.498,0.502,0.376,0.157,0.489,0.144,0.135,0.198,0.218,0.411,0.589,0.766,0.234,0.576,0.424,450,1086,0.414,101,51,362,147,24,406,191,438,57,147,158,308,101,495,434,137,405,109,410,168,48,37,381,TOR
1629067,Isaac Bonga,Isaac,1610612761,TOR,22.0,15,9,6,0.6,4.6,0.692,0.308,0.333,0.0,0.25,0.083,0.417,0.25,0.333,0.5,0.5,1.0,0.0,0.667,0.333,3,13,0.231,462,437,119,175,562,192,404,470,464,372,377,11,35,384,355,198,1,368,318,252,537,533,564,TOR
1630551,Justin Champagnie,Justin,1610612761,TOR,21.0,36,21,15,0.583,7.8,0.582,0.418,0.519,0.0,0.37,0.111,0.111,0.222,0.519,0.571,0.429,1.0,0.0,0.71,0.29,31,67,0.463,373,280,206,207,509,315,282,283,464,254,283,381,59,198,302,266,1,368,263,315,438,439,224,TOR
203920,Khem Birch,Khem,1610612761,TOR,29.0,55,34,21,0.618,18.0,0.93,0.07,0.785,0.032,0.0,0.077,0.215,0.194,0.753,0.804,0.196,0.0,0.0,0.804,0.196,97,200,0.485,247,155,266,155,305,67,530,74,340,514,399,76,110,63,55,516,507,368,127,451,330,336,174,TOR
1630201,Malachi Flynn,Malachi,1610612761,TOR,24.0,44,25,19,0.568,12.2,0.508,0.492,0.444,0.138,0.476,0.111,0.08,0.138,0.307,0.214,0.786,0.8,0.2,0.458,0.542,72,183,0.393,334,243,250,231,433,386,211,354,81,155,283,467,354,415,529,42,380,128,484,94,361,349,451,TOR
