player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1627732,Ben Simmons,Ben,1610612746,LAC,28.0,5,2,3,0.4,41.62,2,6,0.333,0,0,0.0,0,0,0.0,3,4,7,4,2,1,4,1,11,5,4,7,31.4,0,0,25.0,115,121,57,124,153,172,174,174,164,190,164,162,165,162,116,155,150,132,141,143,59,73,111,113,187,73,152,48,7,159,LAC
203992,Bogdan Bogdanović,Bogdan,1610612746,LAC,32.0,7,3,4,0.429,117.35666666666668,16,44,0.364,7,24,0.292,6,7,0.857,5,15,20,15,11,3,0,1,25,5,45,17,89.5,0,0,93.0,86,88,75,101,116,104,94,165,84,81,126,95,102,42,90,98,103,71,66,103,160,73,175,113,106,54,112,48,7,109,LAC
1642353,Cam Christie,Cam,1610612746,LAC,19.0,3,1,2,0.333,12.95,2,3,0.667,1,2,0.5,0,0,0.0,0,2,2,0,1,1,0,0,0,0,5,18,9.4,0,0,10.0,176,139,24,132,192,172,191,20,139,157,17,162,165,162,180,177,186,192,163,143,160,1,1,188,184,49,190,48,7,187,LAC
1627884,Derrick Jones Jr.,Derrick,1610612746,LAC,28.0,7,3,4,0.429,129.245,21,48,0.438,6,20,0.3,3,8,0.375,5,8,13,2,3,4,9,0,3,9,51,0,105.6,0,0,98.0,86,88,75,101,108,92,90,110,99,93,121,124,96,157,90,129,123,159,128,88,27,1,53,91,99,97,102,48,7,107,LAC
1629234,Drew Eubanks,Drew,1610612746,LAC,28.0,3,1,2,0.333,13.183333333333334,0,2,0.0,0,0,0.0,4,6,0.667,0,1,1,0,0,0,0,1,2,4,4,18,5.2,0,0,5.0,176,139,24,132,190,203,196,203,164,190,164,112,111,119,180,189,197,192,189,165,160,73,41,124,187,49,201,48,7,200,LAC
1627826,Ivica Zubac,Ivica,1610612746,LAC,28.0,7,3,4,0.429,256.19166666666666,54,82,0.659,0,0,0.0,14,26,0.538,27,44,71,16,11,5,7,3,19,25,122,-18,256.2,4,0,233.0,86,88,75,101,55,36,63,23,164,190,164,62,45,137,9,36,28,67,66,78,39,126,157,42,52,155,50,10,7,54,LAC
201935,James Harden,James,1610612746,LAC,35.0,7,3,4,0.429,275.58166666666665,44,101,0.436,16,44,0.364,27,33,0.818,4,34,38,64,21,9,7,6,16,24,131,-23,299.6,2,0,281.0,86,88,75,101,49,51,47,112,46,50,74,30,36,64,101,50,67,12,27,44,39,175,139,44,44,166,42,21,7,42,LAC
1641757,Jordan Miller,Jordan,1610612746,LAC,25.0,3,1,2,0.333,13.183333333333334,3,7,0.429,0,1,0.0,1,2,0.5,0,2,2,4,0,3,0,2,0,1,7,18,24.4,0,0,19.0,176,139,24,132,190,162,171,117,164,168,164,148,147,140,180,177,186,132,189,103,160,109,1,166,169,49,163,48,7,169,LAC
202695,Kawhi Leonard,Kawhi,1610612746,LAC,33.0,7,3,4,0.429,264.6666666666667,66,123,0.537,15,37,0.405,28,36,0.778,11,42,53,33,15,8,5,4,12,32,175,-6,312.1,3,0,302.0,86,88,75,101,50,27,37,39,50,56,43,28,31,80,53,40,43,35,41,48,48,150,118,35,27,119,36,12,7,34,LAC
1641738,Kobe Brown,Kobe,1610612746,LAC,25.0,3,1,2,0.333,14.516666666666667,7,8,0.875,1,1,1.0,1,1,1.0,0,1,1,4,0,0,0,1,0,1,16,20,23.2,0,0,22.0,176,139,24,132,186,139,160,12,139,168,1,148,162,1,180,189,197,132,189,165,160,73,1,166,144,46,165,48,7,165,LAC
1627739,Kris Dunn,Kris,1610612746,LAC,31.0,7,3,4,0.429,153.29833333333335,17,44,0.386,10,28,0.357,0,0,0.0,10,14,24,9,1,8,4,2,18,1,44,-8,121.3,0,0,111.0,86,88,75,101,95,102,94,151,67,71,77,162,165,162,59,103,90,90,163,48,59,109,149,166,108,125,91,48,7,96,LAC
201587,Nicolas Batum,Nicolas,1610612746,LAC,36.0,7,3,4,0.429,171.705,13,33,0.394,13,33,0.394,0,0,0.0,4,23,27,14,3,6,12,0,13,2,39,0,143.4,0,0,129.0,86,88,75,101,83,114,112,146,60,63,53,162,165,162,101,71,78,74,128,68,13,1,128,157,113,97,78,48,7,86,LAC
1626181,Norman Powell,Norman,1610612746,LAC,32.0,7,3,4,0.429,237.785,42,89,0.472,14,40,0.35,14,18,0.778,1,16,17,17,12,8,2,6,15,19,112,-29,175.9,0,0,180.0,86,88,75,101,58,55,57,83,55,54,85,62,61,80,156,96,111,63,59,48,81,175,135,56,56,178,68,48,7,66,LAC
201988,Patty Mills,Patty,1610612746,LAC,36.0,1,1,0,1.0,3.716666666666667,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,3,6,2.0,0,0,4.0,212,139,1,1,215,188,196,49,139,168,1,162,165,162,180,204,208,192,163,165,160,1,25,188,193,77,207,48,7,204,LAC
