team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd1,opp_pts_rank,plus_minus_rank
1610612738,Boston Celtics,5,1,4,0.2,20.616666666666667,14.0,38.0,0.368,4.0,15.0,0.267,9.0,9.0,1.0,6.0,15.0,21.0,4.0,2.0,4.0,1.0,2.0,9.0,9.0,41.0,15.0,5,9,14,11,6,11,11,2,7,10,3,9,8,10,11,12,11,4,9,12,4,6,10,8,11,15
1610612739,Cleveland Cavaliers,4,1,3,0.25,8.31,10.0,17.0,0.588,3.0,7.0,0.429,2.0,4.0,0.5,3.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,25.0,0.0,8,9,9,10,12,6,5,15,4,4,12,1,2,1,7,1,2,6,10,4,8,9,7,12,6,6
1610612743,Denver Nuggets,8,4,4,0.5,35.135,29.0,61.0,0.475,8.0,22.0,0.364,12.0,15.0,0.8,9.0,18.0,27.0,13.0,9.0,6.0,8.0,1.0,19.0,14.0,78.0,2.0,3,4,14,6,2,15,15,12,13,14,7,12,11,5,14,13,14,15,3,16,16,9,14,3,15,8
1610612765,Detroit Pistons,5,2,3,0.4,21.585,19.0,38.0,0.5,6.0,13.0,0.462,12.0,18.0,0.667,4.0,11.0,15.0,6.0,4.0,5.0,1.0,3.0,10.0,10.0,56.0,8.0,5,7,9,9,5,12,11,13,11,9,13,12,13,4,10,11,10,9,7,14,4,3,11,7,12,13
1610612744,Golden State Warriors,4,3,1,0.75,10.121666666666666,6.0,14.0,0.429,4.0,8.0,0.5,5.0,5.0,1.0,1.0,7.0,8.0,5.0,4.0,0.0,2.0,2.0,6.0,6.0,21.0,-3.0,8,6,1,3,11,4,4,8,7,5,14,3,3,10,3,6,5,6,7,1,8,6,8,10,4,5
1610612745,Houston Rockets,3,0,3,0.0,6.833333333333333,7.0,17.0,0.412,3.0,8.0,0.375,5.0,5.0,1.0,3.0,5.0,8.0,6.0,0.0,0.0,2.0,1.0,3.0,3.0,22.0,12.0,11,12,9,12,14,5,5,6,4,5,8,3,3,10,7,3,5,9,14,1,8,9,4,14,5,14
1610612754,Indiana Pacers,9,8,1,0.889,32.695,22.0,52.0,0.423,8.0,20.0,0.4,21.0,25.0,0.84,6.0,20.0,26.0,11.0,14.0,2.0,4.0,8.0,15.0,14.0,73.0,-22.0,2,1,1,1,3,14,13,7,13,13,10,15,15,9,11,14,13,14,2,8,13,2,13,3,14,1
1610612746,LA Clippers,4,2,2,0.5,18.62833333333333,12.0,32.0,0.375,5.0,18.0,0.278,10.0,16.0,0.625,11.0,10.0,21.0,5.0,7.0,4.0,0.0,3.0,6.0,11.0,39.0,1.0,8,7,6,6,7,10,10,3,9,12,4,11,12,2,16,9,11,6,4,12,1,3,8,6,10,7
1610612747,Los Angeles Lakers,3,0,3,0.0,10.5,11.0,18.0,0.611,5.0,8.0,0.625,7.0,7.0,1.0,2.0,10.0,12.0,9.0,1.0,1.0,0.0,2.0,4.0,6.0,34.0,20.0,11,12,9,12,10,8,7,16,9,5,15,7,7,10,5,9,9,12,10,4,1,6,6,10,8,16
1610612763,Memphis Grizzlies,2,0,2,0.0,6.943333333333333,4.0,9.0,0.444,1.0,5.0,0.2,9.0,14.0,0.643,0.0,6.0,6.0,2.0,1.0,3.0,1.0,0.0,3.0,8.0,18.0,6.0,13,12,6,12,13,1,2,10,2,3,2,9,10,3,1,4,3,3,10,9,4,14,4,9,3,11
1610612748,Miami Heat,1,0,1,0.0,4.155,4.0,7.0,0.571,2.0,3.0,0.667,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,7.0,16,12,1,12,16,1,1,14,3,2,16,2,1,10,1,1,1,1,14,4,1,14,1,16,1,12
1610612749,Milwaukee Bucks,2,0,2,0.0,12.166666666666666,11.0,25.0,0.44,3.0,9.0,0.333,5.0,5.0,1.0,3.0,8.0,11.0,4.0,0.0,3.0,2.0,1.0,2.0,4.0,30.0,4.0,13,12,6,12,9,8,8,9,4,8,6,3,3,10,7,7,7,4,14,9,8,9,3,12,7,9
1610612750,Minnesota Timberwolves,5,4,1,0.8,17.388333333333332,10.0,26.0,0.385,6.0,15.0,0.4,8.0,10.0,0.8,2.0,9.0,11.0,7.0,5.0,1.0,4.0,1.0,12.0,12.0,34.0,-22.0,5,4,1,2,8,6,9,4,11,10,10,8,9,5,5,8,7,11,6,4,13,9,12,5,8,1
1610612752,New York Knicks,11,7,4,0.636,49.40833333333333,32.0,82.0,0.39,9.0,30.0,0.3,27.0,33.0,0.818,9.0,32.0,41.0,16.0,17.0,5.0,7.0,3.0,27.0,22.0,100.0,-19.0,1,2,14,4,1,16,16,5,15,16,5,16,16,8,14,16,16,16,1,14,15,3,16,1,16,3
1610612760,Oklahoma City Thunder,8,5,3,0.625,29.866666666666667,20.0,55.0,0.364,10.0,26.0,0.385,16.0,20.0,0.8,8.0,24.0,32.0,9.0,7.0,3.0,2.0,9.0,21.0,15.0,66.0,-14.0,3,3,9,5,4,13,14,1,16,15,9,14,14,5,13,15,15,12,4,9,8,1,15,2,13,4
1610612753,Orlando Magic,2,1,1,0.5,6.35,4.0,9.0,0.444,0.0,2.0,0.0,6.0,6.0,1.0,1.0,6.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,14.0,5.0,13,9,1,6,15,1,2,10,1,1,1,6,6,10,3,4,4,1,10,1,4,14,2,14,2,10
