player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Malik Beasley,DET,5,Guard,76.0,187.0,Florida State,USA,https://www.nba.com/player/1627736/malik-beasley,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,8.0,False,2016.0,1.0,19.0,Drafted,beaslma01
Cade Cunningham,DET,2,Guard,78.0,220.0,Oklahoma State,USA,https://www.nba.com/player/1630595/cade-cunningham,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1631105.png,1980-01-01,3.0,False,2021.0,1.0,1.0,Drafted,cunnica01
Jalen Duren,DET,0,Center,82.0,250.0,Memphis,USA,https://www.nba.com/player/1631105/jalen-duren,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,1.0,13.0,Drafted,durenja01
Simone Fontecchio,DET,19,Forward,79.0,209.0,Baskonia,Italy,https://www.nba.com/player/1631323/simone-fontecchio,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,1980-01-01,2.0,False,0.0,0.0,0.0,UDF,fontesi01
Tim Hardaway Jr.,DET,8,Guard-Forward,77.0,205.0,Michigan,USA,https://www.nba.com/player/203501/tim-hardaway-jr,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,11.0,False,2013.0,1.0,24.0,Drafted,jr.ti0100
Ron Harper Jr.,DET,13,Guard-Forward,76.0,233.0,Rutgers,USA,https://www.nba.com/player/1631199/ron-harper-jr,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,0.0,0.0,0.0,UDF,jr.ro0100
Tobias Harris,DET,12,Forward,80.0,226.0,Tennessee,USA,https://www.nba.com/player/202699/tobias-harris,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,13.0,False,2011.0,1.0,19.0,Drafted,harrito01
Ronald Holland II,DET,00,Forward,80.0,206.0,NBA G League Ignite,USA,https://www.nba.com/player/1641842/ronald-holland-ii,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png,1980-01-01,,False,2024.0,1.0,5.0,Drafted,iiro01000
Jaden Ivey,DET,23,Guard,76.0,195.0,Purdue,USA,https://www.nba.com/player/1631093/jaden-ivey,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png,1980-01-01,2.0,False,2022.0,1.0,5.0,Drafted,iveyja010
Daniss Jenkins,DET,24,Guard,75.0,165.0,St. John's,USA,https://www.nba.com/player/1642450/daniss-jenkins,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1642450.png,1980-01-01,,False,0.0,0.0,0.0,UDF,jenkida01
Bobi Klintman,DET,34,Forward,81.0,225.0,Cairns,Sweden,https://www.nba.com/player/1641752/bobi-klintman,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1631105.png,1980-01-01,,False,2024.0,2.0,37.0,Drafted,klintbo01
Paul Reed,DET,7,Forward,81.0,210.0,DePaul,USA,https://www.nba.com/player/1630194/paul-reed,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1630194.png,1980-01-01,4.0,False,2020.0,2.0,58.0,Drafted,reedpa010
Marcus Sasser,DET,25,Guard,74.0,195.0,Houston,USA,https://www.nba.com/player/1631204/marcus-sasser,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631204.png,1980-01-01,1.0,False,2023.0,1.0,25.0,Drafted,sassema01
Dennis Schröder,DET,17,Guard,73.0,175.0,Braunschweig,Germany,https://www.nba.com/player/203471/dennis-schroder,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/203471.png,1980-01-01,11.0,False,2013.0,1.0,17.0,Drafted,schröde01
Tolu Smith,DET,35,Forward,83.0,,Mississippi State,USA,https://www.nba.com/player/1642449/tolu-smith,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,smithto01
Isaiah Stewart,DET,28,Forward-Center,80.0,250.0,Washington,USA,https://www.nba.com/player/1630191/isaiah-stewart,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,4.0,False,2020.0,1.0,16.0,Drafted,stewais01
Ausar Thompson,DET,9,Guard-Forward,78.0,205.0,Overtime Elite,USA,https://www.nba.com/player/1641709/ausar-thompson,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,2023.0,1.0,5.0,Drafted,thompau01
Lindy Waters III,DET,43,Forward,78.0,210.0,Oklahoma State,USA,https://www.nba.com/player/1630322/lindy-waters-iii,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,1980-01-01,,False,0.0,0.0,0.0,UDF,iiili0100
