group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
Players,1627734,Domantas Sabonis,Domantas,1610612754,IND,24.0,30,18,12,0.6,3.9,0.967,0.033,0.75,0.042,0.0,0.021,0.25,0.167,0.708,0.5,0.5,0.0,0.0,0.5,0.5,18,30,0.6,56,31,341,118,44,83,311,52,118,224,152,184,102,48,134,144,214,82,203,108,52,78,58,IND
Players,1628988,Aaron Holiday,Aaron,1610612754,IND,23.0,19,13,6,0.684,3.8,0.538,0.462,0.333,0.083,0.625,0.125,0.042,0.0,0.25,0.25,0.75,0.8,0.2,0.556,0.444,9,26,0.346,166,91,208,71,55,213,180,231,91,52,74,295,210,224,203,93,159,59,194,143,110,93,247,IND
Players,203960,JaKarr Sampson,JaKarr,1610612754,IND,27.0,2,1,1,0.5,1.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,383,358,28,177,368,361,1,307,130,224,157,297,210,296,245,232,214,82,304,237,340,350,340,IND
Players,1629048,Goga Bitadze,Goga,1610612754,IND,20.0,1,0,1,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,414,415,28,415,4,361,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,394,340,IND
Players,203506,Victor Oladipo,Victor,1610612754,IND,28.0,12,7,5,0.583,3.1,0.6,0.4,0.571,0.381,0.143,0.0,0.286,0.0,0.19,0.333,0.667,1.0,0.0,0.429,0.571,7,25,0.28,232,198,180,139,150,193,197,106,12,206,157,149,210,255,180,114,1,82,248,90,136,98,300,IND
Players,1626167,Myles Turner,Myles,1610612754,IND,24.0,33,20,13,0.606,3.5,0.348,0.652,0.059,0.0,0.794,0.0,0.147,0.294,0.059,1.0,0.0,1.0,0.0,1.0,0.0,10,23,0.435,32,22,357,117,93,303,91,305,130,22,157,252,40,292,1,232,1,82,1,237,97,102,167,IND
Players,203087,Jeremy Lamb,Jeremy,1610612754,IND,28.0,20,10,10,0.5,4.3,0.808,0.192,0.889,0.444,0.0,0.0,0.111,0.074,0.444,0.083,0.917,0.0,0.0,0.083,0.917,12,26,0.462,150,139,297,177,21,112,282,36,8,224,157,267,176,135,240,67,214,82,302,38,84,93,151,IND
Players,1628410,Edmond Sumner,Edmond,1610612754,IND,24.0,4,1,3,0.25,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,344,358,117,383,418,361,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,394,340,IND
Players,1627763,Malcolm Brogdon,Malcolm,1610612754,IND,27.0,25,15,10,0.6,4.2,0.583,0.417,0.416,0.156,0.195,0.026,0.389,0.208,0.26,0.0,1.0,0.4,0.6,0.095,0.905,21,48,0.438,105,62,297,118,23,202,192,192,47,192,148,85,81,223,245,1,204,18,301,39,45,39,166,IND
Players,1628388,T.J. Leaf,T.J.,1610612754,IND,23.0,1,0,1,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,414,415,28,415,250,361,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,394,340,IND
Players,203933,T.J. Warren,T.J.,1610612754,IND,26.0,32,21,11,0.656,4.2,0.673,0.327,0.453,0.107,0.36,0.053,0.187,0.107,0.347,0.588,0.412,0.778,0.222,0.654,0.346,26,55,0.473,44,15,320,91,24,160,234,174,73,135,129,235,147,182,123,183,166,58,171,169,21,27,144,IND
Players,204456,T.J. McConnell,T.J.,1610612754,IND,28.0,5,4,1,0.8,1.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,331,261,28,33,387,1,312,307,130,224,157,297,210,296,245,232,214,82,304,237,340,350,340,IND
Players,203926,Doug McDermott,Doug,1610612754,IND,28.0,15,10,5,0.667,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,3,1.0,203,139,180,77,396,361,1,307,130,1,157,297,210,296,245,232,1,82,1,237,200,289,1,IND
Players,203200,Justin Holiday,Justin,1610612754,IND,31.0,27,17,10,0.63,2.3,0.308,0.692,0.111,0.0,0.667,0.111,0.222,0.222,0.111,0.0,1.0,1.0,0.0,0.8,0.2,5,13,0.385,84,40,297,104,268,324,70,297,130,41,83,205,72,282,245,1,1,82,125,207,166,160,221,IND
