close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1628415,Dillon Brooks,1610612763,MEM,G-F,27.0,73,72,0.395,128,367,0.349,0.365,-0.016
1630583,Santi Aldama,1610612763,MEM,F-C,22.0,77,75,0.324,89,284,0.313,0.357,-0.044
1630217,Desmond Bane,1610612763,MEM,G,25.0,58,58,0.411,93,274,0.339,0.359,-0.02
1628991,Jaren Jackson Jr.,1610612763,MEM,F-C,23.0,63,60,0.298,104,265,0.392,0.351,0.042
1629630,Ja Morant,1610612763,MEM,G,23.0,61,61,0.358,77,254,0.303,0.357,-0.054
1631223,David Roddy,1610612763,MEM,F,22.0,69,63,0.443,89,238,0.374,0.355,0.019
1629723,John Konchar,1610612763,MEM,G,27.0,71,68,0.342,66,229,0.288,0.364,-0.076
1626145,Tyus Jones,1610612763,MEM,G,27.0,79,71,0.4,88,217,0.406,0.359,0.047
1630214,Xavier Tillman,1610612763,MEM,F,24.0,59,52,0.289,68,180,0.378,0.357,0.021
1628379,Luke Kennard,1610612763,MEM,G,27.0,59,54,0.353,51,162,0.315,0.366,-0.051
1629634,Brandon Clarke,1610612763,MEM,F,26.0,56,52,0.311,55,141,0.39,0.356,0.035
203500,Steven Adams,1610612763,MEM,C,29.0,42,37,0.21,43,125,0.344,0.35,-0.006
1630533,Ziaire Williams,1610612763,MEM,F,21.0,35,33,0.402,42,109,0.385,0.361,0.024
1631222,Jake LaRavia,1610612763,MEM,F,21.0,33,24,0.431,31,84,0.369,0.344,0.025
1631113,Kennedy Chandler,1610612763,MEM,G,20.0,26,19,0.419,15,39,0.385,0.356,0.029
1631254,Kenneth Lofton Jr.,1610612763,MEM,F,20.0,18,11,0.306,7,19,0.368,0.329,0.04
1631246,Vince Williams Jr.,1610612763,MEM,G,22.0,11,5,0.432,4,16,0.25,0.368,-0.118
1631367,Jacob Gilyard,1610612763,MEM,G,24.0,1,1,0.182,2,2,1.0,0.5,0.5
