team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612760,Oklahoma City Thunder,OKC,17,17,0.332,171,491,0.348,0.508,0.018,14,27,0.519,0.314,157,464,0.338
1610612752,New York Knicks,NYK,18,18,0.271,164,413,0.397,0.582,0.014,11,22,0.5,0.256,153,391,0.391
1610612750,Minnesota Timberwolves,MIN,15,15,0.329,161,412,0.391,0.564,0.026,18,32,0.563,0.303,143,380,0.376
1610612754,Indiana Pacers,IND,17,17,0.269,137,403,0.34,0.5,0.016,8,24,0.333,0.253,129,379,0.34
1610612743,Denver Nuggets,DEN,14,14,0.312,141,387,0.364,0.522,0.032,19,40,0.475,0.279,122,347,0.352
1610612744,Golden State Warriors,GSW,12,12,0.267,102,264,0.386,0.564,0.025,8,25,0.32,0.242,94,239,0.393
1610612739,Cleveland Cavaliers,CLE,9,9,0.346,105,259,0.405,0.583,0.04,13,30,0.433,0.306,92,229,0.402
1610612738,Boston Celtics,BOS,11,11,0.265,87,249,0.349,0.508,0.019,8,18,0.444,0.246,79,231,0.342
1610612745,Houston Rockets,HOU,7,7,0.392,73,238,0.307,0.452,0.021,4,13,0.308,0.371,69,225,0.307
1610612746,LA Clippers,LAC,7,7,0.265,63,158,0.399,0.576,0.027,7,16,0.438,0.238,56,142,0.394
1610612749,Milwaukee Bucks,MIL,5,5,0.33,69,144,0.479,0.667,0.048,15,21,0.714,0.281,54,123,0.439
1610612765,Detroit Pistons,DET,6,6,0.249,50,131,0.382,0.565,0.011,2,6,0.333,0.237,48,125,0.384
1610612763,Memphis Grizzlies,MEM,4,4,0.329,44,126,0.349,0.492,0.026,8,10,0.8,0.303,36,116,0.31
1610612747,Los Angeles Lakers,LAL,5,5,0.274,46,119,0.387,0.576,0.007,1,3,0.333,0.267,45,116,0.388
1610612748,Miami Heat,MIA,4,4,0.333,47,114,0.412,0.605,0.018,3,6,0.5,0.316,44,108,0.407
1610612753,Orlando Magic,ORL,5,5,0.262,38,102,0.373,0.539,0.021,4,8,0.5,0.241,34,94,0.362
