close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203952,Andrew Wiggins,1610612750,MIN,G-F,21.0,81,81,0.58,232,603,0.385,0.368,0.017
203897,Zach LaVine,1610612750,MIN,G,21.0,82,81,0.631,167,442,0.378,0.373,0.005
201937,Ricky Rubio,1610612750,MIN,G,25.0,76,75,0.581,159,431,0.369,0.367,0.001
1626157,Karl-Anthony Towns,1610612750,MIN,C-F,20.0,82,77,0.275,117,302,0.387,0.382,0.005
203498,Shabazz Muhammad,1610612750,MIN,F,23.0,82,82,0.624,122,296,0.412,0.365,0.048
203476,Gorgui Dieng,1610612750,MIN,C-F,26.0,82,76,0.3,104,262,0.397,0.382,0.015
2419,Tayshaun Prince,1610612750,MIN,F,36.0,74,68,0.557,86,228,0.377,0.379,-0.002
202357,Nemanja Bjelica,1610612750,MIN,F,28.0,60,56,0.414,73,202,0.361,0.368,-0.007
1626145,Tyus Jones,1610612750,MIN,G,20.0,36,34,0.566,45,107,0.421,0.367,0.053
708,Kevin Garnett,1610612750,MIN,F,40.0,38,35,0.376,17,74,0.23,0.378,-0.148
203940,Adreian Payne,1610612750,MIN,F,25.0,46,36,0.395,23,70,0.329,0.381,-0.052
204014,Damjan Rudez,1610612750,MIN,F,30.0,27,24,0.586,17,58,0.293,0.359,-0.066
202962,Greg Smith,1610612750,MIN,C,25.0,18,12,0.256,5,22,0.227,0.356,-0.129
201593,Nikola Pekovic,1610612750,MIN,C,30.0,12,8,0.279,4,17,0.235,0.401,-0.165
