close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
200794,Paul Millsap,1610612737,ATL,F,31.0,10,10,0.51,4.8,9.8,0.49,0.554,-0.064
201143,Al Horford,1610612737,ATL,C-F,30.0,10,10,0.548,3.4,9.1,0.374,0.537,-0.163
203145,Kent Bazemore,1610612737,ATL,F-G,26.0,10,9,0.349,1.9,3.8,0.5,0.536,-0.036
2594,Kyle Korver,1610612737,ATL,G,35.0,10,8,0.358,2.2,3.4,0.647,0.551,0.096
203118,Mike Scott,1610612737,ATL,F,27.0,10,10,0.446,1.4,2.9,0.483,0.533,-0.05
200757,Thabo Sefolosha,1610612737,ATL,F,32.0,10,9,0.339,1.0,2.1,0.476,0.575,-0.099
2743,Kris Humphries,1610612737,ATL,F,31.0,4,3,0.444,1.0,2.0,0.5,0.57,-0.07
203488,Mike Muscala,1610612737,ATL,F-C,24.0,7,5,0.375,1.0,1.71,0.583,0.545,0.038
203471,Dennis Schröder,1610612737,ATL,G,22.0,10,6,0.234,0.4,1.1,0.364,0.482,-0.118
2550,Kirk Hinrich,1610612737,ATL,G,35.0,3,2,0.333,0.67,1.0,0.667,0.54,0.126
203501,Tim Hardaway Jr.,1610612737,ATL,G,24.0,7,5,0.35,0.71,1.0,0.714,0.533,0.181
201952,Jeff Teague,1610612737,ATL,G,28.0,10,9,0.15,0.4,0.9,0.444,0.52,-0.075
