close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203500,Steven Adams,1610612760,OKC,C,25.0,79,79,1.0,681,1447,0.471,0.486,-0.016
202331,Paul George,1610612760,OKC,F,29.0,76,76,1.0,473,1087,0.435,0.458,-0.023
203924,Jerami Grant,1610612760,OKC,F,25.0,79,79,1.0,458,979,0.468,0.467,0.001
203471,Dennis Schröder,1610612760,OKC,G,25.0,78,78,1.0,421,908,0.464,0.449,0.015
201566,Russell Westbrook,1610612760,OKC,G,30.0,72,72,1.0,353,772,0.457,0.452,0.006
1628390,Terrance Ferguson,1610612760,OKC,G,21.0,73,73,1.0,312,682,0.457,0.448,0.01
202693,Markieff Morris,1610612760,OKC,F,29.0,57,57,1.0,262,561,0.467,0.468,-0.001
203457,Nerlens Noel,1610612760,OKC,F-C,25.0,76,76,1.0,248,561,0.442,0.479,-0.037
202335,Patrick Patterson,1610612760,OKC,F,30.0,60,60,1.0,170,366,0.464,0.467,-0.002
1627846,Abdel Nader,1610612760,OKC,F,25.0,51,51,1.0,125,277,0.451,0.444,0.007
203518,Alex Abrines,1610612760,OKC,G,25.0,31,31,1.0,101,212,0.476,0.446,0.03
1628977,Hamidou Diallo,1610612760,OKC,G,20.0,41,41,1.0,78,161,0.484,0.447,0.037
101109,Raymond Felton,1610612760,OKC,G,35.0,29,29,1.0,67,138,0.486,0.448,0.037
1629126,Deonte Burton,1610612760,OKC,G,25.0,21,21,1.0,36,92,0.391,0.448,-0.056
1628393,Jawun Evans,1610612760,OKC,G,22.0,7,7,1.0,8,16,0.5,0.465,0.036
1629055,Donte Grantham,1610612760,OKC,F,24.0,2,2,1.0,1,2,0.5,0.485,0.016
1629093,Tyler Davis,1610612760,OKC,C,22.0,1,1,1.0,0,1,0.0,0.553,-0.553
