TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612738,Boston Celtics,8,5,3,0.625,39.35,14.6,14.6,2.4,46.4,6.1,12.2,14.6,46.4,2,2,10,4,2,7,7,12,4,5,7,11,14
1610612739,Cleveland Cavaliers,10,7,3,0.7,41.42333333333333,16.2,22.0,5.8,30.1,9.3,4.6,10.4,32.4,1,1,10,3,1,4,5,11,13,9,2,9,4
1610612744,Golden State Warriors,7,4,3,0.571,21.94333333333333,24.1,10.9,17.5,35.0,13.1,30.6,0.0,21.9,3,3,10,5,4,2,10,6,8,12,12,1,2
1610612745,Houston Rockets,4,4,0,1.0,12.866666666666667,14.9,7.5,11.2,22.4,11.2,18.7,14.9,14.9,7,3,1,1,8,5,12,8,15,10,9,13,1
1610612754,Indiana Pacers,5,1,4,0.2,13.013333333333334,0.0,7.4,0.0,29.5,25.8,18.4,11.1,36.9,4,9,15,13,7,12,13,13,14,15,8,10,8
1610612748,Miami Heat,2,1,1,0.5,4.983333333333333,38.5,0.0,19.3,57.8,0.0,48.2,0.0,57.8,14,9,2,6,14,1,15,5,3,1,16,1,15
1610612749,Milwaukee Bucks,4,2,2,0.5,16.2,8.9,11.9,20.7,59.3,8.9,20.7,0.0,29.6,7,6,6,6,6,8,9,4,2,8,10,1,3
1610612750,Minnesota Timberwolves,1,0,1,0.0,2.0833333333333335,0.0,46.1,46.1,46.1,0.0,0.0,69.1,46.1,16,15,2,15,16,12,1,2,5,1,1,16,13
1610612740,New Orleans Pelicans,4,3,1,0.75,11.111666666666666,17.3,38.9,0.0,34.6,8.6,34.6,30.2,34.6,7,5,2,2,10,3,3,13,10,7,13,15,6
1610612760,Oklahoma City Thunder,3,1,2,0.333,9.881666666666666,0.0,9.7,9.7,38.9,0.0,4.9,0.0,38.9,11,9,6,11,12,12,11,9,7,1,4,1,10
1610612755,Philadelphia 76ers,5,1,4,0.2,24.3,4.0,17.8,5.9,43.5,25.7,9.9,7.9,67.2,4,9,15,13,3,11,6,10,6,14,6,7,16
1610612757,Portland Trail Blazers,3,0,3,0.0,10.995,8.7,34.9,30.6,34.9,17.5,39.3,0.0,34.9,11,15,10,15,11,9,4,3,9,13,14,1,7
1610612759,San Antonio Spurs,2,1,1,0.5,2.35,0.0,40.9,0.0,0.0,40.9,40.9,0.0,40.9,14,9,2,6,15,12,2,13,16,16,15,1,11
1610612761,Toronto Raptors,5,2,3,0.4,20.548333333333332,4.7,14.0,11.7,32.7,11.7,4.7,16.4,37.4,4,6,10,10,5,10,8,7,12,11,3,14,9
1610612762,Utah Jazz,4,2,2,0.5,11.665,0.0,4.1,0.0,32.9,8.2,8.2,8.2,32.9,7,6,6,6,9,12,14,13,11,6,5,8,5
1610612764,Washington Wizards,3,1,2,0.333,6.448333333333333,14.9,0.0,52.1,59.6,0.0,29.8,14.9,44.7,11,9,6,11,13,6,15,1,1,1,11,12,12
