season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2024-25,1610612743,22400075,2024-10-24,OKC,DEN,1610612760,1,87,102,L
2024-25,1610612743,22400087,2024-10-26,LAC,DEN,1610612746,2,104,109,L
2024-25,1610612743,22400107,2024-10-28,DEN,TOR,1610612761,3,127,125,W
2024-25,1610612743,22400113,2024-10-29,DEN,BKN,1610612751,4,144,139,W
2024-25,1610612743,22400139,2024-11-01,DEN,MIN,1610612750,5,116,119,L
2024-25,1610612743,22400148,2024-11-02,UTA,DEN,1610612762,6,129,103,W
2024-25,1610612743,22400166,2024-11-04,TOR,DEN,1610612761,7,121,119,W
2024-25,1610612743,22400177,2024-11-06,OKC,DEN,1610612760,8,124,122,W
2024-25,1610612743,22400194,2024-11-08,MIA,DEN,1610612748,9,135,122,W
2024-25,1610612743,22400208,2024-11-10,DAL,DEN,1610612742,10,122,120,W
2024-25,1610612743,22400017,2024-11-15,DEN,NOP,1610612740,11,94,101,L
2024-25,1610612743,22400238,2024-11-17,DEN,MEM,1610612763,12,90,105,L
2024-25,1610612743,22400023,2024-11-19,DEN,MEM,1610612763,13,122,110,W
2024-25,1610612743,22400033,2024-11-22,DAL,DEN,1610612742,14,120,123,L
2024-25,1610612743,22400270,2024-11-23,DEN,LAL,1610612747,15,127,102,W
2024-25,1610612743,22400283,2024-11-25,NYK,DEN,1610612752,16,118,145,L
2024-25,1610612743,22400298,2024-11-27,DEN,UTA,1610612762,17,122,103,W
2024-25,1610612743,22400314,2024-12-01,DEN,LAC,1610612746,18,122,126,L
2024-25,1610612743,22400058,2024-12-03,GSW,DEN,1610612744,19,119,115,W
2024-25,1610612743,22400325,2024-12-05,DEN,CLE,1610612739,20,114,126,L
2024-25,1610612743,22400341,2024-12-07,DEN,WAS,1610612764,21,113,122,L
2024-25,1610612743,22400350,2024-12-08,DEN,ATL,1610612737,22,141,111,W
2024-25,1610612743,22401213,2024-12-13,LAC,DEN,1610612746,23,120,98,W
2024-25,1610612743,22401225,2024-12-16,DEN,SAC,1610612758,24,130,129,W
2024-25,1610612743,22400371,2024-12-19,DEN,POR,1610612757,25,124,126,L
2024-25,1610612743,22400390,2024-12-22,DEN,NOP,1610612740,26,132,129,W
2024-25,1610612743,22400402,2024-12-23,PHX,DEN,1610612756,27,117,90,W
2024-25,1610612743,22400409,2024-12-25,DEN,PHX,1610612756,28,100,110,L
2024-25,1610612743,22400424,2024-12-27,CLE,DEN,1610612739,29,135,149,L
2024-25,1610612743,22400432,2024-12-28,DET,DEN,1610612765,30,134,121,W
2024-25,1610612743,22400445,2024-12-30,DEN,UTA,1610612762,31,132,121,W
2024-25,1610612743,22400461,2025-01-01,ATL,DEN,1610612737,32,139,120,W
2024-25,1610612743,22400475,2025-01-03,SAS,DEN,1610612759,33,110,113,L
2024-25,1610612743,22400484,2025-01-04,DEN,SAS,1610612759,34,122,111,W
2024-25,1610612743,22400507,2025-01-07,BOS,DEN,1610612738,35,106,118,L
2024-25,1610612743,22400515,2025-01-08,LAC,DEN,1610612746,36,126,103,W
2024-25,1610612743,22400531,2025-01-10,BKN,DEN,1610612751,37,124,105,W
2024-25,1610612743,22400540,2025-01-12,DEN,DAL,1610612742,38,112,101,W
2024-25,1610612743,22400559,2025-01-14,DEN,DAL,1610612742,39,118,99,W
2024-25,1610612743,22400568,2025-01-15,HOU,DEN,1610612745,40,108,128,L
2024-25,1610612743,22400579,2025-01-17,DEN,MIA,1610612748,41,133,113,W
2024-25,1610612743,22400593,2025-01-19,DEN,ORL,1610612753,42,113,100,W
2024-25,1610612743,22400609,2025-01-21,PHI,DEN,1610612755,43,144,109,W
2024-25,1610612743,22400626,2025-01-23,SAC,DEN,1610612758,44,132,123,W
2024-25,1610612743,22400634,2025-01-25,DEN,MIN,1610612750,45,104,133,L
2024-25,1610612743,22400655,2025-01-27,DEN,CHI,1610612741,46,121,129,L
2024-25,1610612743,22400668,2025-01-29,DEN,NYK,1610612752,47,112,122,L
2024-25,1610612743,22400681,2025-01-31,DEN,PHI,1610612755,48,137,134,W
2024-25,1610612743,22400688,2025-02-01,DEN,CHA,1610612766,49,107,104,W
2024-25,1610612743,22400706,2025-02-03,NOP,DEN,1610612740,50,125,113,W
2024-25,1610612743,22400726,2025-02-05,NOP,DEN,1610612740,51,144,119,W
2024-25,1610612743,22400730,2025-02-06,ORL,DEN,1610612753,52,112,90,W
2024-25,1610612743,22400749,2025-02-08,DEN,PHX,1610612756,53,122,105,W
2024-25,1610612743,22400763,2025-02-10,POR,DEN,1610612757,54,146,117,W
2024-25,1610612743,22400780,2025-02-12,POR,DEN,1610612757,55,132,121,W
2024-25,1610612743,22400794,2025-02-20,CHA,DEN,1610612766,56,129,115,W
2024-25,1610612743,22400808,2025-02-22,LAL,DEN,1610612747,57,100,123,L
2024-25,1610612743,22400822,2025-02-24,DEN,IND,1610612754,58,125,116,W
2024-25,1610612743,22400846,2025-02-27,DEN,MIL,1610612749,59,112,121,L
2024-25,1610612743,22400850,2025-02-28,DEN,DET,1610612765,60,134,119,W
2024-25,1610612743,22400866,2025-03-02,DEN,BOS,1610612738,61,103,110,L
2024-25,1610612743,22400896,2025-03-05,SAC,DEN,1610612758,62,116,110,W
2024-25,1610612743,22400909,2025-03-07,PHX,DEN,1610612756,63,149,141,W
2024-25,1610612743,22400920,2025-03-09,DEN,OKC,1610612760,64,103,127,L
2024-25,1610612743,22400936,2025-03-10,DEN,OKC,1610612760,65,140,127,W
2024-25,1610612743,22400952,2025-03-12,MIN,DEN,1610612750,66,95,115,L
2024-25,1610612743,22400965,2025-03-14,LAL,DEN,1610612747,67,131,126,W
2024-25,1610612743,22400975,2025-03-15,WAS,DEN,1610612764,68,123,126,L
2024-25,1610612743,22400990,2025-03-17,DEN,GSW,1610612744,69,114,105,W
2024-25,1610612743,22401006,2025-03-19,DEN,LAL,1610612747,70,108,120,L
2024-25,1610612743,22401022,2025-03-21,DEN,POR,1610612757,71,109,128,L
2024-25,1610612743,22401035,2025-03-23,DEN,HOU,1610612745,72,116,111,W
2024-25,1610612743,22401042,2025-03-24,CHI,DEN,1610612741,73,119,129,L
2024-25,1610612743,22401057,2025-03-26,MIL,DEN,1610612749,74,127,117,W
2024-25,1610612743,22401073,2025-03-28,UTA,DEN,1610612762,75,129,93,W
2024-25,1610612743,22401102,2025-04-01,MIN,DEN,1610612750,76,139,140,L
2024-25,1610612743,22401110,2025-04-02,SAS,DEN,1610612759,77,106,113,L
2024-25,1610612743,22401125,2025-04-04,DEN,GSW,1610612744,78,104,118,L
2024-25,1610612743,22401142,2025-04-06,IND,DEN,1610612754,79,120,125,L
2024-25,1610612743,22401165,2025-04-09,DEN,SAC,1610612758,80,124,116,W
2024-25,1610612743,22401180,2025-04-11,MEM,DEN,1610612763,81,117,109,W
2024-25,1610612743,22401193,2025-04-13,DEN,HOU,1610612745,82,126,111,W
