GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,1626148,Anthony Brown,Anthony,1610612747,LAL,23.0,4,1,3,0.25,48.0,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,3.3,3.3,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0,0,3.3,339,362,311,380,147,342,373,342,209,209,209,299,312,299,270,309,341,287,282,237,200,206,58,326,359,206,398,190,13,399
Players,101138,Brandon Bass,Brandon,1610612747,LAL,31.0,20,7,13,0.35,47.0,6.9,11.5,0.6,0.0,0.0,0.0,3.1,3.8,0.8,4.6,1.5,6.2,2.3,0.8,3.8,2.3,0.8,10.8,4.6,16.9,-6.2,45.5,0,0,37.7,196,215,140,325,207,130,219,59,209,275,209,228,249,144,72,347,245,181,259,22,64,154,48,178,184,264,116,190,13,164
Players,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,20.0,20,5,15,0.25,52.2,9.3,19.4,0.476,4.6,7.4,0.625,5.6,7.4,0.75,1.9,6.5,8.3,3.7,3.7,0.0,0.0,0.0,4.6,3.7,28.7,-17.6,40.6,1,0,45.4,196,252,114,380,45,75,105,128,19,96,20,143,151,171,166,164,190,111,66,237,200,206,256,210,69,320,157,125,13,97
Players,203903,Jordan Clarkson,Jordan,1610612747,LAL,24.0,29,11,18,0.379,45.5,7.7,16.5,0.467,0.5,1.1,0.5,8.2,9.9,0.833,2.2,2.7,4.9,1.6,3.8,1.6,0.0,0.5,4.4,5.5,24.2,-5.5,33.7,1,0,34.6,117,157,59,306,272,108,139,134,192,256,30,84,102,122,146,327,291,218,62,89,200,179,272,143,103,260,223,125,13,193
Players,203944,Julius Randle,Julius,1610612747,LAL,21.0,29,11,18,0.379,49.4,6.8,12.6,0.542,0.5,2.1,0.25,5.2,9.9,0.526,5.8,14.7,20.4,2.1,1.6,1.0,0.0,1.6,8.4,6.3,19.4,-9.9,48.6,17,0,44.5,117,157,59,306,102,133,198,80,194,233,140,154,100,258,40,17,19,192,192,164,200,84,94,113,159,282,100,15,13,104
Players,977,Kobe Bryant,Kobe,1610612747,LAL,37.0,24,8,16,0.333,45.7,15.3,43.5,0.352,8.1,19.4,0.417,16.1,17.7,0.909,0.0,2.4,2.4,4.0,0.0,0.0,0.0,0.0,5.6,13.7,54.8,-21.8,63.8,2,0,69.4,163,195,97,330,261,16,4,241,4,4,64,19,29,80,270,334,356,96,282,237,200,206,204,14,8,339,32,103,13,13
Players,1626204,Larry Nance Jr.,Larry,1610612747,LAL,23.0,12,3,9,0.25,49.6,2.9,5.9,0.5,0.0,0.0,0.0,0.0,1.5,0.0,1.5,4.4,5.9,1.5,0.0,0.0,2.9,0.0,4.4,1.5,5.9,0.0,24.0,0,0,19.1,257,293,200,380,92,280,339,98,209,275,209,299,301,299,190,261,257,235,282,237,45,206,271,304,341,206,312,190,13,335
Players,101150,Lou Williams,Lou,1610612747,LAL,29.0,25,8,17,0.32,47.6,7.8,21.6,0.361,4.2,12.6,0.333,7.8,8.4,0.929,1.2,3.0,4.2,3.6,1.2,0.6,1.2,0.6,4.8,4.8,27.5,-10.2,42.2,0,0,43.1,151,195,77,360,165,105,71,231,24,22,88,89,129,70,205,320,320,115,228,212,118,174,249,169,74,284,149,190,13,118
Players,1626273,Marcelo Huertas,Marcelo,1610612747,LAL,33.0,6,2,4,0.333,47.6,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,10.0,16.7,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,45.0,0,0,33.3,312,326,285,330,167,342,322,342,209,275,209,299,312,299,29,63,37,2,282,237,200,206,375,326,359,185,119,190,13,200
Players,1897,Metta World Peace,Metta,1610612747,LAL,36.0,3,0,3,0.0,54.1,6.7,20.0,0.333,6.7,13.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,6.7,0.0,20.0,-53.3,40.0,0,0,40.0,357,408,311,408,32,139,92,255,6,17,30,299,312,299,270,356,370,287,282,9,200,206,143,326,150,399,159,190,13,142
