player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
203992,Bogdan Bogdanović,Bogdan,1610612737,ATL,28.0,18,10,8,0.556,598.1316666666667,22,22,28,72,172,167,163,584,5,9,50,24,496.0,22,18,218,72,15,39,30,15,27,225,228,232,229,44,217,231,43,19,ATL
1628981,Bruno Fernando,Bruno,1610612737,ATL,22.0,6,1,5,0.167,11.686666666666667,0,2,2,4,2,7,4,14,0,0,0,1,7.2,100,137,168,199,203,168,143,124,161,21,64,42,43,156,1,1,175,203,ATL
1629629,Cam Reddish,Cam,1610612737,ATL,21.0,4,1,3,0.25,92.02833333333334,8,5,7,12,29,48,22,94,2,3,11,7,97.3,169,137,64,152,133,82,106,75,125,120,162,114,115,89,142,123,112,105,ATL
203991,Clint Capela,Clint,1610612737,ATL,27.0,18,10,8,0.556,568.95,28,45,16,162,162,158,150,552,19,11,46,36,522.7,22,18,218,72,17,23,7,40,6,221,224,228,224,5,224,222,23,16,ATL
201568,Danilo Gallinari,Danilo,1610612737,ATL,32.0,18,10,8,0.556,442.4683333333333,38,17,19,40,116,153,100,454,3,4,46,43,348.0,22,18,218,72,23,13,39,31,55,207,223,215,219,64,170,222,19,31,ATL
1629631,De'Andre Hunter,De'Andre,1610612737,ATL,23.0,5,4,1,0.8,151.695,9,4,3,12,35,49,19,124,3,3,11,20,87.5,120,80,8,14,91,78,117,107,125,131,163,106,136,64,142,123,57,112,ATL
1628381,John Collins,John,1610612737,ATL,23.0,18,10,8,0.556,576.2383333333333,30,57,12,124,167,165,167,572,11,8,59,56,496.4,22,18,218,72,16,20,3,55,13,223,227,234,227,15,211,233,13,18,ATL
1628989,Kevin Huerter,Kevin,1610612737,ATL,22.0,18,10,8,0.556,557.9533333333334,26,21,20,54,142,179,157,576,16,5,49,19,429.3,22,18,218,72,18,27,31,27,39,217,232,230,228,8,182,228,63,25,ATL
1627739,Kris Dunn,Kris,1610612737,ATL,27.0,5,2,3,0.4,32.93333333333333,0,0,0,2,6,21,11,28,2,1,5,3,27.5,120,115,64,118,172,168,171,158,178,49,103,77,67,89,74,80,150,169,ATL
101150,Lou Williams,Lou,1610612737,ATL,34.0,18,10,8,0.556,276.83,24,10,18,42,66,101,65,292,1,3,16,26,245.7,22,18,218,72,51,32,75,33,53,177,204,194,199,113,142,158,39,48,ATL
1630233,Nathan Knight,Nathan,1610612737,ATL,23.0,6,2,4,0.333,13.916666666666666,2,0,2,4,6,3,7,6,2,2,2,2,17.2,100,115,95,131,199,138,171,124,161,49,33,60,24,89,115,56,160,180,ATL
1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,20.0,18,10,8,0.556,165.93,12,16,3,32,43,65,33,148,13,5,28,20,158.6,22,18,218,72,85,63,40,107,68,149,185,139,149,11,182,195,57,78,ATL
1630219,Skylar Mays,Skylar,1610612737,ATL,23.0,7,2,5,0.286,17.136666666666667,2,2,4,8,6,7,9,16,0,0,1,0,16.9,86,115,168,151,190,138,143,100,139,49,64,66,46,156,1,35,202,181,ATL
203524,Solomon Hill,Solomon,1610612737,ATL,30.0,14,7,7,0.5,145.08,4,2,3,6,46,30,38,152,1,0,18,7,52.3,34,38,209,96,96,111,143,107,146,151,124,151,154,113,1,168,112,144,ATL
203503,Tony Snell,Tony,1610612737,ATL,29.0,9,5,4,0.556,65.745,2,0,0,2,16,23,13,84,1,0,5,0,19.0,73,75,95,72,147,138,171,158,178,82,105,88,111,113,1,80,202,178,ATL
1629027,Trae Young,Trae,1610612737,ATL,22.0,16,9,7,0.563,603.2766666666666,55,23,35,160,191,164,162,594,0,23,35,102,739.0,31,31,209,71,14,7,26,9,8,230,226,231,230,156,238,212,4,8,ATL
