group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1628374,Lauri Markkanen,Lauri,1610612741,CHI,24.0,15,6,9,0.4,2.2,0.0,0.0,0.0,0.1,1.0,0.5,0.6,2.0,0.1,0.0,0.3,0.0,1.8,193,214,289,288,293,225,217,150,279,268,167,323,254,116,1,269,319,245,CHI
Players,1627853,Ryan Arcidiacono,Ryan,1610612741,CHI,27.0,2,1,1,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,386,351,25,176,411,225,217,150,305,1,1,1,387,180,1,1,319,414,CHI
Players,201152,Thaddeus Young,Thaddeus,1610612741,CHI,33.0,29,11,18,0.379,2.8,0.2,0.3,0.1,0.8,1.2,0.8,0.4,2.3,0.0,0.0,0.4,0.3,3.2,46,114,433,313,200,145,87,135,78,341,249,268,223,180,271,313,119,104,CHI
Players,1629750,Javonte Green,Javonte,1610612741,CHI,27.0,7,3,4,0.429,1.3,0.0,0.0,0.0,0.0,1.1,0.3,0.1,1.4,0.0,0.0,0.1,0.0,0.0,299,284,142,265,388,225,217,150,305,329,104,141,354,180,1,117,319,414,CHI
Players,203107,Tomas Satoransky,Tomas,1610612741,CHI,29.0,13,4,9,0.308,1.8,0.0,0.0,0.0,0.2,1.4,0.3,0.5,2.0,0.0,0.0,0.2,0.1,0.5,218,259,289,356,332,225,217,150,268,398,113,299,254,180,1,130,301,390,CHI
Players,1627756,Denzel Valentine,Denzel,1610612741,CHI,27.0,15,5,10,0.333,1.3,0.0,0.2,0.0,0.0,0.3,0.3,0.3,0.9,0.0,0.0,0.1,0.0,0.3,193,237,302,330,383,225,119,150,305,90,101,178,399,180,1,113,319,402,CHI
Players,1628464,Daniel Theis,Daniel,1610612741,CHI,29.0,29,12,17,0.414,2.7,0.1,0.3,0.1,0.7,1.1,0.6,0.8,2.1,0.1,0.0,0.4,0.2,2.3,46,93,425,280,214,167,59,135,100,309,173,401,242,69,1,313,194,191,CHI
Players,1628972,Troy Brown Jr.,Troy,1610612741,CHI,21.0,5,1,4,0.2,2.3,0.0,0.4,0.0,0.4,2.0,0.0,0.0,4.0,0.0,0.0,0.6,0.0,0.9,328,351,142,387,282,225,42,150,174,431,1,1,34,180,1,405,319,353,CHI
Players,202066,Garrett Temple,Garrett,1610612741,CHI,35.0,28,14,14,0.5,3.3,0.0,0.0,0.0,0.3,1.0,0.8,0.6,2.5,0.1,0.0,0.4,0.2,2.1,58,64,383,176,139,225,217,150,212,264,255,313,203,43,1,322,241,207,CHI
Players,202696,Nikola Vučević,Nikola,1610612741,CHI,30.0,28,11,17,0.393,3.1,0.1,0.2,0.0,0.8,1.3,0.6,0.6,2.9,0.0,0.0,0.4,0.3,3.5,58,114,425,303,170,216,113,150,85,378,178,342,155,180,1,322,152,83,CHI
Players,202329,Al-Farouq Aminu,Al-Farouq,1610612741,CHI,30.0,4,1,3,0.25,2.3,0.0,0.0,0.0,0.0,0.5,0.5,1.3,1.0,0.3,0.0,0.3,0.0,1.7,344,351,109,373,279,225,217,150,305,125,151,437,387,17,1,206,319,263,CHI
Players,1630172,Patrick Williams,Patrick,1610612741,CHI,19.0,28,11,17,0.393,1.9,0.0,0.0,0.1,0.1,0.7,0.4,0.5,1.9,0.1,0.0,0.4,0.1,1.1,58,114,425,303,322,225,217,132,274,184,123,279,297,110,1,296,284,327,CHI
Players,203897,Zach LaVine,Zach,1610612741,CHI,26.0,27,10,17,0.37,3.9,0.9,0.3,0.5,1.3,1.6,1.1,0.6,3.4,0.1,0.1,0.5,1.1,5.7,72,137,425,319,58,5,60,12,31,412,363,322,91,107,411,370,10,18,CHI
Players,1629632,Coby White,Coby,1610612741,CHI,21.0,33,14,19,0.424,3.3,0.4,0.2,0.2,0.6,1.1,0.9,0.5,2.5,0.0,0.0,0.3,0.5,3.1,18,64,441,275,143,46,116,71,120,305,296,278,197,176,268,269,65,108,CHI
