close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203089,John Henson,1610612749,MIL,C,27.0,75,75,1.0,6.67,13.68,0.487,0.478,0.009
203507,Giannis Antetokounmpo,1610612749,MIL,F,23.0,74,74,1.0,5.09,12.26,0.416,0.468,-0.053
203114,Khris Middleton,1610612749,MIL,F,26.0,81,81,1.0,5.75,12.12,0.475,0.455,0.019
202339,Eric Bledsoe,1610612749,MIL,G,28.0,74,74,1.0,5.19,11.32,0.458,0.449,0.01
203092,Tyler Zeller,1610612749,MIL,C,28.0,64,64,1.0,5.25,10.84,0.484,0.476,0.008
1627763,Malcolm Brogdon,1610612749,MIL,G,25.0,47,47,1.0,4.49,9.68,0.464,0.45,0.014
1627748,Thon Maker,1610612749,MIL,C-F,21.0,71,71,1.0,4.83,9.65,0.501,0.484,0.017
203953,Jabari Parker,1610612749,MIL,F,23.0,31,31,1.0,4.48,9.39,0.478,0.464,0.014
203503,Tony Snell,1610612749,MIL,G,26.0,74,74,1.0,4.3,9.18,0.468,0.45,0.019
203521,Matthew Dellavedova,1610612749,MIL,G,27.0,37,37,1.0,3.22,6.65,0.484,0.444,0.04
1628425,Sterling Brown,1610612749,MIL,G,23.0,51,51,1.0,2.82,5.96,0.474,0.452,0.022
203141,Mirza Teletovic,1610612749,MIL,F,32.0,9,9,1.0,3.0,5.89,0.509,0.442,0.067
201943,Brandon Jennings,1610612749,MIL,G,28.0,12,12,1.0,3.17,5.67,0.559,0.449,0.109
1891,Jason Terry,1610612749,MIL,G,40.0,47,47,1.0,2.49,5.09,0.49,0.445,0.045
1627850,Marshall Plumlee,1610612749,MIL,C,25.0,6,6,1.0,2.17,5.0,0.433,0.502,-0.068
1627762,Joel Bolomboy,1610612749,MIL,F-C,24.0,5,5,1.0,2.2,4.6,0.478,0.444,0.034
203498,Shabazz Muhammad,1610612749,MIL,G-F,25.0,34,34,1.0,1.41,3.09,0.457,0.444,0.013
1628391,D.J. Wilson,1610612749,MIL,F,22.0,11,11,1.0,1.73,2.91,0.594,0.453,0.141
204098,Xavier Munford,1610612749,MIL,G,26.0,5,5,1.0,1.2,1.4,0.857,0.425,0.433
