GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,203458,Alex Len,Alex,1610612756,PHX,23.0,22,7,15,0.318,46.36833333333333,6.2,11.4,0.545,0.0,0.0,0.0,0.0,0.0,0.0,3.1,6.2,9.3,0.0,2.1,0.0,3.1,0.0,9.3,0.0,12.4,-43.5,30.8,10,0,28.0,182,215,114,362,200,160,237,76,209,275,209,299,312,299,117,184,172,287,149,237,41,206,84,326,251,382,255,38,13,270
Players,203462,Archie Goodwin,Archie,1610612756,PHX,21.0,10,3,7,0.3,12.826666666666666,15.0,33.7,0.444,3.7,15.0,0.25,7.5,7.5,1.0,0.0,0.0,0.0,7.5,7.5,0.0,3.7,0.0,7.5,0.0,41.2,-97.3,56.1,1,0,59.9,277,293,234,363,306,18,17,146,37,11,140,96,154,1,270,356,370,42,8,237,33,206,122,326,25,411,68,125,13,35
Players,202688,Brandon Knight,Brandon,1610612756,PHX,24.0,30,9,21,0.3,100.45833333333331,7.2,26.3,0.273,1.9,11.5,0.167,8.1,9.6,0.85,1.9,5.3,7.2,3.8,3.3,1.0,0.0,1.9,6.7,6.2,24.4,-36.3,38.2,3,0,39.2,107,182,26,363,103,130,41,295,111,36,187,85,113,115,168,226,224,110,83,176,200,70,149,118,108,368,184,93,13,163
Players,201978,Chase Budinger,Chase,1610612756,PHX,28.0,19,7,12,0.368,8.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,40.0,0.0,0,0,0.0,203,215,157,313,341,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,48,326,359,42,400,190,13,400
Players,203928,Cory Jefferson,Cory,1610612756,PHX,25.0,3,1,2,0.333,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9600.0,0.0,0,0,0.0,357,362,329,330,431,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,436,400,190,13,400
Players,1626164,Devin Booker,Devin,1610612756,PHX,19.0,25,8,17,0.32,62.84333333333333,5.3,14.5,0.368,1.5,3.1,0.5,5.3,6.1,0.875,1.5,1.5,3.1,5.3,6.1,0.8,0.0,2.3,11.5,3.8,17.6,-34.4,25.4,1,0,29.0,151,195,77,360,168,195,177,220,139,215,30,158,190,96,187,349,349,74,14,197,200,55,47,216,182,364,300,125,13,261
Players,202339,Eric Bledsoe,Eric,1610612756,PHX,26.0,18,6,12,0.333,64.68166666666667,8.9,26.0,0.343,0.7,5.9,0.125,15.6,18.6,0.84,3.0,2.2,5.2,5.9,3.0,1.5,0.7,1.5,4.5,9.6,34.1,-29.7,53.0,1,0,50.5,211,235,157,330,167,83,42,252,180,143,197,24,30,119,122,337,290,58,98,113,153,90,278,46,49,354,85,125,13,80
Players,203098,John Jenkins,John,1610612756,PHX,25.0,2,0,2,0.0,1.5983333333333334,0.0,60.1,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,-30.0,36.0,0,0,30.0,374,408,329,408,399,342,2,342,209,2,209,299,312,299,2,356,6,287,282,237,200,206,13,326,359,357,211,190,13,246
Players,202720,Jon Leuer,Jon,1610612756,PHX,27.0,13,3,10,0.231,39.57666666666667,4.9,15.8,0.308,0.0,6.1,0.0,2.4,4.9,0.5,1.2,3.6,4.9,2.4,2.4,1.2,2.4,1.2,2.4,3.6,12.1,-23.0,30.1,5,0,26.7,250,293,187,395,218,214,156,278,209,140,209,254,230,261,208,301,303,178,123,150,62,109,358,224,256,338,266,70,13,280
Players,203141,Mirza Teletovic,Mirza,1610612756,PHX,30.0,28,10,18,0.357,58.79333333333334,6.5,18.8,0.348,4.9,16.3,0.3,4.1,4.9,0.833,2.4,7.3,9.8,0.8,4.1,0.0,0.0,0.8,4.9,4.9,22.0,-38.4,30.9,0,0,37.6,128,176,59,321,175,153,112,249,15,9,116,203,227,122,140,148,158,271,52,237,200,148,251,167,137,372,254,190,13,178
Players,200782,P.J. Tucker,P.J.,1610612756,PHX,31.0,36,10,26,0.278,105.55166666666666,4.1,9.5,0.429,1.4,4.1,0.333,3.6,5.0,0.727,4.5,11.4,15.9,0.9,2.3,2.7,1.4,0.9,5.5,3.6,13.2,-39.6,43.7,6,0,39.6,59,176,5,375,96,243,271,161,144,190,88,217,223,194,74,45,46,267,133,43,108,143,227,225,240,376,145,60,13,159
Players,101179,Ronnie Price,Ronnie,1610612756,PHX,33.0,15,3,12,0.2,18.385,2.6,7.8,0.333,0.0,2.6,0.0,2.6,2.6,1.0,0.0,0.0,0.0,0.0,2.6,2.6,0.0,0.0,15.7,5.2,7.8,-28.7,13.1,0,0,13.1,233,293,157,396,289,294,313,255,209,226,209,249,281,1,270,356,370,287,115,47,200,206,24,150,316,353,382,190,13,378
Players,201603,Sonny Weems,Sonny,1610612756,PHX,29.0,2,0,2,0.0,1.9166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.3,0.0,0,0,0.0,374,408,329,408,397,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,427,400,190,13,400
Players,203933,T.J. Warren,T.J.,1610612756,PHX,22.0,12,3,9,0.25,25.956666666666667,5.5,14.8,0.375,0.0,1.8,0.0,3.7,7.4,0.5,3.7,7.4,11.1,0.0,0.0,5.5,0.0,1.8,7.4,3.7,14.8,3.7,44.8,1,0,37.0,257,293,200,380,258,186,171,209,209,243,209,213,158,261,98,147,116,287,282,13,200,72,127,221,214,182,139,125,13,184
Players,2199,Tyson Chandler,Tyson,1610612756,PHX,33.0,23,8,15,0.348,51.05,5.6,10.3,0.545,0.0,0.0,0.0,2.8,3.8,0.75,11.3,8.5,19.7,3.8,3.8,0.9,0.9,0.9,9.4,2.8,14.1,-42.3,45.3,9,0,41.4,173,195,114,326,191,181,256,76,209,275,209,240,255,171,12,108,21,111,66,180,139,137,80,264,225,378,131,41,13,136
