group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1630240,Saben Lee,Saben,1610612756,PHX,25.0,1,0,1,0.0,0.45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,420,422,29,422,443,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,218,1,1,310,367,243,410,215,22,411,PHX
Players,1626164,Devin Booker,Devin,1610612756,PHX,27.0,32,18,14,0.563,105.825,24,52,0.462,4,22,0.182,26,29,0.897,5,12,17,15,4,3,4,1,10,22,78,21,137.9,8,0,128.0,43,28,381,153,56,30,33,170,79,30,196,18,24,84,64,61,61,27,79,47,19,257,390,19,31,64,29,40,22,33,PHX
Players,1626220,Royce O'Neale,Royce,1610612756,PHX,31.0,31,14,17,0.452,73.23666666666666,9,16,0.563,8,12,0.667,2,2,1.0,4,16,20,7,3,2,2,0,9,2,28,10,71.5,2,0,71.0,53,85,425,278,128,124,153,80,19,88,10,199,229,1,86,33,41,75,106,84,61,1,373,207,128,107,97,118,22,95,PHX
Players,1631223,David Roddy,David,1610612756,PHX,23.0,9,2,7,0.222,21.875,4,9,0.444,0,3,0.0,0,0,0.0,1,6,7,1,0,0,1,1,5,0,8,-24,20.9,0,0,18.0,265,315,243,401,261,191,198,178,222,196,222,272,280,272,196,156,181,240,270,254,126,257,273,310,230,418,239,215,22,241,PHX
Players,201152,Thaddeus Young,Thaddeus,1610612756,PHX,36.0,6,1,5,0.167,9.465,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,0,2,-11,3.2,0,0,3.0,308,359,196,414,341,290,330,103,222,324,222,272,280,272,298,308,334,308,270,254,218,1,159,310,321,352,374,215,22,371,PHX
Players,1629234,Drew Eubanks,Drew,1610612756,PHX,27.0,13,6,7,0.462,21.82,1,2,0.5,0,0,0.0,0,0,0.0,2,2,4,1,0,1,2,0,1,0,2,-14,17.3,0,0,13.0,229,221,243,263,262,290,330,103,222,324,222,272,280,272,144,266,237,240,270,139,61,1,104,310,321,374,257,215,22,272,PHX
Players,201142,Kevin Durant,Kevin,1610612756,PHX,35.0,39,18,21,0.462,138.27,30,84,0.357,10,33,0.303,29,34,0.853,3,27,30,11,7,4,7,2,11,27,99,-12,177.5,9,0,172.0,9,28,456,263,12,18,7,265,9,6,139,13,18,104,107,11,14,40,27,22,7,341,403,13,12,360,11,32,22,10,PHX
Players,201569,Eric Gordon,Eric,1610612756,PHX,35.0,27,13,14,0.481,85.0,7,16,0.438,5,12,0.417,2,4,0.5,0,2,2,6,1,1,0,0,6,4,21,3,34.4,0,0,36.0,102,99,381,248,102,152,153,187,67,88,68,199,181,223,298,266,294,98,187,139,218,1,301,155,151,160,190,215,22,177,PHX
Players,1629006,Josh Okogie,Josh,1610612756,PHX,25.0,15,7,8,0.467,25.008333333333333,1,2,0.5,1,1,1.0,2,2,1.0,0,3,3,1,1,0,0,1,2,1,5,-23,9.1,0,0,10.0,204,200,263,256,249,290,330,103,159,268,1,199,229,1,298,231,269,240,187,254,218,257,159,252,272,415,311,215,22,297,PHX
Players,203078,Bradley Beal,Bradley,1610612756,PHX,31.0,21,11,10,0.524,59.35666666666667,12,24,0.5,2,7,0.286,3,3,1.0,1,7,8,7,4,6,1,1,8,3,29,-5,66.1,1,0,60.0,148,138,303,188,155,86,108,103,131,129,147,173,213,1,196,145,171,75,79,5,126,257,348,182,123,281,106,145,22,117,PHX
Players,203994,Jusuf Nurkić,Jusuf,1610612756,PHX,29.0,28,16,12,0.571,86.69333333333333,10,25,0.4,1,2,0.5,9,13,0.692,11,25,36,8,7,4,6,4,18,10,30,6,108.2,12,0,95.0,87,56,337,141,100,111,106,222,159,226,27,89,77,190,9,14,11,62,27,22,9,432,457,68,118,140,42,22,22,56,PHX
Players,1630177,Theo Maledon,Theo,1610612756,PHX,23.0,1,0,1,0.0,0.0383333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,420,422,29,422,460,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,218,1,1,310,367,281,410,215,22,411,PHX
Players,1629642,Nassir Little,Nassir,1610612756,PHX,24.0,7,5,2,0.714,6.201666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,2.0,294,240,98,56,368,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,126,1,1,310,367,194,377,215,22,382,PHX
Players,1628960,Grayson Allen,Grayson,1610612756,PHX,28.0,36,17,19,0.472,123.07333333333334,4,17,0.235,3,13,0.231,9,10,0.9,2,8,10,6,2,4,6,1,10,8,20,-8,69.0,1,0,59.0,17,44,440,254,27,191,145,342,103,84,181,89,105,80,144,122,144,98,138,22,9,257,390,91,154,317,103,145,22,119,PHX
Players,1629626,Bol Bol,Bol,1610612756,PHX,24.0,3,2,1,0.667,3.953333333333333,2,2,1.0,0,0,0.0,1,1,1.0,0,1,1,0,0,0,0,0,2,1,5,-1,6.2,1,0,6.0,364,315,29,70,401,252,330,1,222,324,222,246,267,1,298,308,334,308,270,254,218,1,159,252,272,226,342,145,22,331,PHX
