player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
202692,Alec Burks,Alec,1610612762,UTA,26.0,5,1,4,0.2,16.0,0.2,0.167,0.231,0.0,0.111,0.222,0.2,0.0,0.333,0.308,0.0,0.0,0.0,0.0,0.333,0.222,0.3,0.171,335,354,141,388,298,107,169,84,221,233,116,137,283,42,63,288,1,245,228,369,272,70,180
203957,Danté Exum,Danté,1610612762,UTA,22.0,2,1,1,0.5,1.0,0.333,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,380,354,27,198,419,27,6,33,221,294,305,312,283,346,367,288,1,245,228,1,1,332,5
202324,Derrick Favors,Derrick,1610612762,UTA,26.0,17,9,8,0.529,41.0,0.165,0.176,0.141,0.0,0.048,0.269,0.294,0.667,0.241,0.314,0.2,0.214,0.286,0.667,0.0,0.217,0.316,0.188,224,182,212,177,216,179,162,229,221,280,88,71,11,112,59,132,330,72,24,1,263,65,163
1628378,Donovan Mitchell,Donovan,1610612762,UTA,21.0,27,15,12,0.556,102.0,0.424,0.425,0.467,0.45,0.446,0.262,0.259,0.111,0.111,0.111,0.279,0.464,0.313,0.143,0.588,0.228,0.298,0.384,122,95,290,151,93,8,17,9,32,15,93,98,224,299,309,84,426,62,177,434,287,72,27
202327,Ekpe Udoh,Ekpe,1610612762,UTA,31.0,4,1,3,0.25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.333,0.5,0.0,0.0,0.0,0.0,348,354,114,381,362,394,333,379,221,294,305,312,1,346,162,288,1,45,41,1,1,332,354
203109,Jae Crowder,Jae,1610612762,UTA,27.0,22,14,8,0.636,71.0,0.092,0.153,0.11,0.154,0.073,0.042,0.033,0.118,0.085,0.094,0.065,0.077,0.143,0.0,0.333,0.313,0.024,0.123,173,108,212,82,148,322,201,288,169,265,295,309,215,322,328,263,190,192,228,369,383,330,257
204060,Joe Ingles,Joe,1610612762,UTA,30.0,29,16,13,0.552,106.0,0.134,0.099,0.139,0.333,0.273,0.093,0.109,0.1,0.24,0.211,0.279,0.161,0.167,0.0,0.118,0.155,0.111,0.116,106,84,305,160,84,237,277,233,61,91,248,234,234,115,151,84,276,167,228,278,171,251,271
201973,Jonas Jerebko,Jonas,1610612762,UTA,31.0,4,3,1,0.75,9.0,0.059,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,348,305,27,36,338,365,333,334,221,294,305,312,283,346,367,288,1,245,228,1,317,332,354
203526,Raul Neto,Raul,1610612762,UTA,26.0,2,2,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,329,1,1,386,394,333,379,221,294,305,312,283,42,45,288,1,245,228,1,1,332,354
201937,Ricky Rubio,Ricky,1610612762,UTA,27.0,19,11,8,0.579,68.0,0.158,0.16,0.12,0.235,0.121,0.38,0.328,0.188,0.235,0.224,0.379,0.286,0.167,0.0,0.0,0.229,0.262,0.234,206,152,212,130,154,191,187,263,118,229,34,56,156,121,138,40,370,167,228,1,288,96,99
1626220,Royce O'Neale,Royce,1610612762,UTA,25.0,10,7,3,0.7,15.0,0.103,0.133,0.115,0.0,0.0,0.167,0.118,0.0,0.111,0.083,0.1,0.0,0.2,0.0,0.0,0.125,0.111,0.136,277,233,114,50,299,302,232,273,221,294,162,226,283,299,338,228,1,140,228,1,124,251,232
203497,Rudy Gobert,Rudy,1610612762,UTA,26.0,20,11,9,0.55,70.0,0.132,0.218,0.119,0.0,0.0,0.222,0.262,0.389,0.275,0.304,0.031,0.056,0.2,0.778,0.071,0.167,0.283,0.2,194,152,236,161,150,243,110,265,221,294,116,94,63,82,67,284,175,140,21,252,182,83,134
200757,Thabo Sefolosha,Thabo,1610612762,UTA,34.0,9,5,4,0.556,25.0,0.076,0.118,0.1,0.25,0.133,0.08,0.071,0.0,0.278,0.227,0.0,0.0,0.2,0.0,0.333,0.267,0.053,0.111,284,268,141,151,261,349,250,298,99,211,262,278,283,80,135,288,1,140,228,369,345,320,279
