group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
,202692,Alec Burks,,1610612762,UTA,26.0,5,1,4,0.2,3.2,0.833,0.167,0.667,0.0,0.0,0.0,0.333,0.5,0.667,0.0,1.0,0.0,0.0,0.0,1.0,2,6,0.333,335,354,141,388,142,119,258,64,171,221,179,103,18,45,263,1,212,87,312,1,253,243,260
,203957,Danté Exum,,1610612762,UTA,22.0,2,1,1,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,380,354,27,198,417,1,294,1,171,221,179,305,233,1,1,249,212,87,1,257,282,334,1
,202324,Derrick Favors,,1610612762,UTA,26.0,17,9,8,0.529,2.4,0.889,0.111,0.632,0.0,0.0,0.0,0.368,0.158,0.632,1.0,0.0,0.0,0.0,1.0,0.0,6,9,0.667,224,182,212,177,236,100,279,93,171,221,179,86,120,64,1,249,212,87,1,257,166,218,39
,1628378,Donovan Mitchell,,1610612762,UTA,21.0,27,15,12,0.556,3.8,0.612,0.388,0.532,0.043,0.287,0.213,0.181,0.191,0.489,0.12,0.88,0.444,0.556,0.206,0.794,34,85,0.4,122,95,290,151,62,205,174,134,159,142,46,235,87,107,250,62,197,23,291,42,15,14,201
,202327,Ekpe Udoh,,1610612762,UTA,31.0,4,1,3,0.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,348,354,114,381,359,353,294,312,171,221,179,305,233,300,263,249,212,87,312,257,333,379,333
,203109,Jae Crowder,,1610612762,UTA,27.0,22,14,8,0.636,3.2,0.714,0.286,0.636,0.0,0.273,0.091,0.091,0.182,0.636,0.857,0.143,1.0,0.0,0.889,0.111,9,14,0.643,173,108,212,82,139,151,225,89,171,147,111,281,93,62,67,240,1,87,84,246,122,176,47
,204060,Joe Ingles,,1610612762,UTA,30.0,29,16,13,0.552,3.6,0.192,0.808,0.067,0.0,0.7,0.1,0.233,0.0,0.067,1.0,0.0,1.0,0.0,1.0,0.0,8,26,0.308,106,84,305,160,83,344,35,309,171,24,99,202,233,296,1,249,1,87,1,257,134,110,284
,201973,Jonas Jerebko,,1610612762,UTA,31.0,4,3,1,0.75,2.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,348,305,27,36,252,1,294,312,171,221,179,305,233,300,263,249,212,87,312,257,333,334,333
,203526,Raul Neto,,1610612762,UTA,26.0,2,2,0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,380,329,1,1,352,353,294,312,171,221,179,305,233,300,263,249,212,87,312,257,333,379,333
,201937,Ricky Rubio,,1610612762,UTA,27.0,19,11,8,0.579,3.6,0.533,0.467,0.205,0.103,0.308,0.128,0.487,0.103,0.103,0.25,0.75,0.5,0.5,0.375,0.625,8,15,0.533,206,152,212,130,87,236,141,286,111,136,76,49,173,290,220,87,180,26,250,79,134,167,80
,1626220,Royce O'Neale,,1610612762,UTA,25.0,10,7,3,0.7,1.5,1.0,0.0,0.667,0.0,0.0,0.333,0.333,0.333,0.667,0.5,0.5,0.0,0.0,0.5,0.5,2,3,0.667,277,233,114,50,351,1,294,64,171,221,23,103,35,45,138,147,212,87,199,109,253,287,39
,203497,Rudy Gobert,,1610612762,UTA,26.0,20,11,9,0.55,3.5,1.0,0.0,0.667,0.0,0.0,0.056,0.333,0.111,0.667,0.75,0.25,0.0,0.0,0.75,0.25,12,16,0.75,194,152,236,161,95,1,294,64,171,221,143,103,165,45,90,216,212,87,124,197,97,162,34
,200757,Thabo Sefolosha,,1610612762,UTA,34.0,9,5,4,0.556,2.8,0.5,0.5,0.286,0.0,0.429,0.286,0.285,0.286,0.286,1.0,0.0,1.0,0.0,1.0,0.0,2,4,0.5,284,268,141,151,195,243,120,251,171,88,33,155,49,208,1,249,1,87,1,257,253,273,89
