player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
1627747,Caris LeVert,Caris,1610612751,BKN,24.0,5,1,4,0.2,144.0,0.269,0.327,0.272,0.364,0.248,0.266,0.299,0.24,0.195,0.205,0.283,0.263,0.238,0.2,0.25,0.119,0.28,0.316,111,123,69,139,97,28,14,29,20,64,50,34,72,103,89,44,172,64,72,158,29,43,15,BKN
1626156,D'Angelo Russell,D'Angelo,1610612751,BKN,23.0,5,1,4,0.2,148.0,0.332,0.333,0.371,0.375,0.37,0.2,0.186,0.053,0.19,0.148,0.295,0.259,0.304,0.143,0.176,0.164,0.132,0.314,111,123,69,139,93,5,11,4,15,11,71,81,156,107,136,42,171,25,98,112,59,130,16,BKN
201960,DeMarre Carroll,DeMarre,1610612751,BKN,32.0,5,1,4,0.2,119.0,0.151,0.097,0.163,0.206,0.255,0.154,0.129,0.231,0.2,0.208,0.047,0.097,0.25,0.0,0.294,0.136,0.148,0.121,111,123,69,139,114,137,184,131,85,58,103,127,75,92,85,176,66,52,141,172,37,120,171,BKN
1629058,Dzanan Musa,Dzanan,1610612751,BKN,20.0,2,0,2,0.0,15.0,0.15,0.111,0.1,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.5,0.0,0.083,198,173,13,173,184,139,172,198,155,146,178,183,170,199,202,183,211,9,141,1,204,191,195,BKN
202334,Ed Davis,Ed,1610612751,BKN,30.0,3,1,2,0.333,41.0,0.113,0.175,0.125,0.0,0.0,0.154,0.133,0.571,0.5,0.514,0.154,0.0,0.0,0.5,0.222,0.391,0.2,0.154,180,123,13,117,159,188,116,179,155,183,103,121,15,4,5,96,1,171,18,142,196,79,133,BKN
201162,Jared Dudley,Jared,1610612751,BKN,33.0,4,1,3,0.25,82.0,0.085,0.048,0.075,0.133,0.173,0.091,0.078,0.0,0.037,0.03,0.324,0.143,0.167,0.2,0.0,0.27,0.143,0.065,151,123,38,132,132,201,199,202,127,117,150,165,170,196,201,34,100,114,72,1,160,123,199,BKN
1628386,Jarrett Allen,Jarrett,1610612751,BKN,21.0,5,1,4,0.2,110.0,0.167,0.241,0.15,0.0,0.0,0.37,0.339,0.455,0.297,0.351,0.216,0.205,0.15,0.5,0.3,0.271,0.358,0.24,111,123,69,139,118,110,49,150,155,183,25,27,26,31,20,70,144,126,18,173,162,19,49,BKN
203925,Joe Harris,Joe,1610612751,BKN,27.0,5,1,4,0.2,149.0,0.15,0.144,0.154,0.154,0.214,0.108,0.089,0.15,0.181,0.171,0.047,0.184,0.13,0.0,0.143,0.174,0.101,0.137,111,123,69,139,92,138,147,143,115,85,139,159,105,115,119,175,133,136,141,96,73,162,154,BKN
1629066,Rodions Kurucs,Rodions,1610612751,BKN,21.0,4,1,3,0.25,68.0,0.138,0.148,0.142,0.125,0.148,0.149,0.167,0.24,0.318,0.29,0.103,0.118,0.222,0.0,0.25,0.278,0.184,0.146,151,123,38,132,139,155,145,159,130,136,109,99,72,24,41,138,84,76,141,158,166,91,141,BKN
1626178,Rondae Hollis-Jefferson,Rondae,1610612751,BKN,24.0,4,0,4,0.0,62.0,0.298,0.296,0.27,0.077,0.024,0.513,0.481,0.231,0.225,0.226,0.261,0.214,0.1,0.833,0.333,0.233,0.421,0.331,151,173,69,173,142,16,20,31,144,172,5,7,75,65,68,53,151,151,5,181,131,8,13,BKN
203894,Shabazz Napier,Shabazz,1610612751,BKN,27.0,3,0,3,0.0,28.0,0.194,0.226,0.204,0.273,0.227,0.389,0.348,0.4,0.227,0.259,0.647,0.0,0.167,0.0,0.4,0.077,0.313,0.264,180,173,38,173,169,76,58,77,47,79,21,24,32,64,53,2,1,114,141,193,20,27,33,BKN
203915,Spencer Dinwiddie,Spencer,1610612751,BKN,26.0,5,1,4,0.2,131.0,0.229,0.276,0.253,0.333,0.267,0.143,0.165,0.125,0.123,0.124,0.174,0.216,0.1,0.0,0.133,0.167,0.164,0.249,111,123,69,139,105,43,28,35,27,51,114,101,119,161,157,89,153,151,141,95,61,104,45,BKN
1629033,Theo Pinson,Theo,1610612751,BKN,23.0,3,0,3,0.0,22.0,0.153,0.125,0.178,0.5,0.467,0.0,0.0,0.0,0.143,0.115,0.273,0.167,0.4,0.0,0.2,0.0,0.083,0.132,180,173,38,173,173,130,158,106,7,5,178,183,170,148,167,49,117,9,141,126,1,176,160,BKN
1626203,Treveon Graham,Treveon,1610612751,BKN,25.0,5,1,4,0.2,79.0,0.081,0.027,0.066,0.0,0.119,0.094,0.143,0.125,0.182,0.167,0.111,0.15,0.3,0.333,0.0,0.27,0.171,0.035,111,123,69,139,136,202,201,204,155,150,148,111,119,114,123,132,108,28,39,1,160,100,203,BKN
