GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,101112,Channing Frye,Channing,1610612739,CLE,33.0,3,2,1,0.667,2.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,5,0.2,49,31,19,27,71,85,1,63,25,1,24,46,36,55,33,47,1,9,1,47,44,28,69
Players,202697,Iman Shumpert,Iman,1610612739,CLE,26.0,4,3,1,0.75,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,45,21,19,24,115,85,68,63,25,33,24,46,36,55,33,47,30,9,52,47,74,99,74
Players,2747,JR Smith,JR,1610612739,CLE,30.0,8,7,1,0.875,3.3,0.2,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,5,0.4,9,1,19,19,57,83,15,63,25,1,24,46,36,55,33,47,1,9,1,47,28,28,45
Players,201567,Kevin Love,Kevin,1610612739,CLE,27.0,7,7,0,1.0,2.9,0.2,0.8,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,5,0.2,20,1,1,1,68,83,15,63,25,11,24,22,36,55,33,47,1,9,1,47,44,28,69
Players,202681,Kyrie Irving,Kyrie,1610612739,CLE,24.0,8,7,1,0.875,3.6,0.467,0.533,0.3,0.1,0.6,0.0,0.1,0.15,0.2,0.667,0.333,0.25,0.75,0.429,0.571,7,15,0.467,9,1,19,19,43,70,29,54,22,11,24,44,30,49,17,44,28,5,41,33,4,9,38
Players,2544,LeBron James,LeBron,1610612739,CLE,31.0,8,7,1,0.875,3.7,0.857,0.143,0.667,0.111,0.167,0.111,0.166,0.278,0.556,0.333,0.667,0.0,1.0,0.286,0.714,7,21,0.333,9,1,19,19,42,38,60,31,21,30,21,41,22,28,28,33,30,1,46,28,4,4,48
Players,203521,Matthew Dellavedova,Matthew,1610612739,CLE,25.0,5,4,1,0.8,1.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,34,18,19,23,112,85,1,63,25,33,24,46,36,55,33,47,30,9,52,47,74,76,74
Players,2210,Richard Jefferson,Richard,1610612739,CLE,36.0,2,1,1,0.5,3.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,78,60,19,49,41,1,68,1,25,33,24,46,36,1,1,47,30,9,1,47,44,76,1
Players,202684,Tristan Thompson,Tristan,1610612739,CLE,25.0,6,5,1,0.833,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,26,10,19,22,86,85,68,63,25,33,24,46,36,55,33,47,30,9,52,47,74,99,74
