GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,101112,Channing Frye,Channing,1610612739,CLE,33.0,3,2,1,0.667,8.0,0.25,0.167,0.278,0.5,0.556,0.0,0.0,0.0,0.167,0.1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.214,49,31,19,27,60,28,48,32,10,8,46,49,48,59,78,45,1,36,32,1,87,64,39
Players,202697,Iman Shumpert,Iman,1610612739,CLE,26.0,4,3,1,0.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.25,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,45,21,19,24,89,107,74,99,33,68,46,49,48,25,35,45,1,36,32,1,72,64,83
Players,2747,JR Smith,JR,1610612739,CLE,30.0,8,7,1,0.875,26.0,0.103,0.111,0.106,0.222,0.19,0.0,0.0,0.2,0.176,0.185,0.0,0.143,0.0,0.0,0.25,0.143,0.125,0.115,9,1,19,19,19,83,59,77,22,46,46,49,33,58,56,45,93,36,32,107,68,53,61
Players,201567,Kevin Love,Kevin,1610612739,CLE,27.0,7,7,0,1.0,21.0,0.16,0.067,0.128,0.167,0.267,0.286,0.3,0.2,0.5,0.375,0.0,0.286,0.0,0.0,0.0,0.167,0.143,0.116,20,1,1,1,30,61,72,74,28,32,22,27,33,8,26,45,104,36,32,1,72,52,59
Players,202681,Kyrie Irving,Kyrie,1610612739,CLE,24.0,8,7,1,0.875,29.0,0.262,0.368,0.283,0.444,0.32,0.286,0.3,0.091,0.105,0.1,0.1,0.125,0.0,0.25,0.25,0.091,0.222,0.37,9,1,19,19,14,27,22,30,15,27,22,27,47,75,78,43,90,36,26,107,57,39,19
Players,2544,LeBron James,LeBron,1610612739,CLE,31.0,8,7,1,0.875,29.0,0.415,0.368,0.396,0.111,0.12,0.429,0.4,0.364,0.211,0.267,0.7,0.5,1.0,0.5,0.5,0.364,0.444,0.333,9,1,19,19,13,7,22,15,30,56,12,17,24,47,32,10,115,1,9,120,106,12,23
Players,203521,Matthew Dellavedova,Matthew,1610612739,CLE,25.0,5,4,1,0.8,6.0,0.067,0.0,0.077,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.25,0.5,0.0,34,18,19,23,76,98,74,90,33,57,46,49,48,83,88,11,1,36,32,1,87,8,83
Players,2210,Richard Jefferson,Richard,1610612739,CLE,36.0,2,1,1,0.5,7.0,0.067,0.25,0.077,0.0,0.0,0.0,0.0,0.0,0.2,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,78,60,19,49,70,98,30,90,33,68,46,49,48,48,69,45,1,36,32,1,1,64,49
Players,202684,Tristan Thompson,Tristan,1610612739,CLE,25.0,6,5,1,0.833,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.143,0.0,0.0,0.0,0.333,0.0,0.5,0.0,0.0,26,10,19,22,47,107,74,99,33,68,46,49,21,83,69,45,1,36,20,1,116,64,83
