player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
1628988,Aaron Holiday,Aaron,1610612756,PHX,25.0,63,34,29,0.54,16.2,2.4,5.4,0.447,0.6,1.6,0.379,0.9,1.1,0.868,0.4,1.6,1.9,2.4,1.1,0.7,0.1,0.3,1.5,1.2,6.3,-0.6,13.7,0,0,13.0,184,155,171,266,352,320,310,287,332,363,126,304,335,90,428,410,428,156,203,234,429,339,344,298,322,312,344,268,40,344,PHX
1627846,Abdel Nader,Abdel,1610612756,PHX,28.0,14,11,3,0.786,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.8,0.6,0.3,0.1,1.4,1.0,2.4,-0.1,7.3,0,0,6.9,468,415,508,39,470,521,493,518,428,425,406,441,418,465,479,394,431,477,319,289,298,469,352,336,508,271,479,268,40,482,PHX
202687,Bismack Biyombo,Bismack,1610612756,PHX,29.0,36,30,6,0.833,14.1,2.4,4.0,0.593,0.0,0.0,0.0,1.1,2.0,0.535,1.8,2.9,4.6,0.6,0.7,0.3,0.7,0.2,1.9,1.7,5.8,1.4,14.8,6,0,13.2,373,196,474,29,395,323,392,51,514,562,514,264,179,504,63,212,140,441,355,436,80,426,213,186,350,144,318,85,40,338,PHX
1629661,Cameron Johnson,Cameron,1610612756,PHX,26.0,66,50,16,0.758,26.2,4.2,9.2,0.46,2.5,5.9,0.425,1.5,1.7,0.86,0.6,3.5,4.1,1.5,0.7,0.9,0.2,0.4,1.7,1.6,12.5,3.3,22.3,0,0,22.8,147,16,381,48,162,145,148,243,42,59,33,177,210,101,282,145,195,260,348,153,336,204,277,196,126,61,169,268,40,145,PHX
1626166,Cameron Payne,Cameron,1610612756,PHX,27.0,58,46,12,0.793,22.0,4.1,10.1,0.409,1.2,3.6,0.336,1.3,1.5,0.843,0.4,2.6,3.0,4.9,1.8,0.7,0.3,0.6,2.1,1.7,10.8,2.6,22.9,3,0,21.9,221,32,414,36,233,150,130,397,179,182,259,205,242,134,413,265,299,51,88,223,292,121,181,189,160,91,159,120,40,157,PHX
1628990,Chandler Hutchison,Chandler,1610612756,PHX,26.0,6,4,2,0.667,3.7,0.2,0.3,0.5,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.8,0.8,0.3,0.7,0.0,0.0,0.0,0.2,0.2,0.7,2.5,1.5,0,0,1.8,521,487,535,83,574,573,595,137,514,562,514,472,509,1,557,531,554,521,360,554,520,537,579,552,569,95,587,268,40,582,PHX
101108,Chris Paul,Chris,1610612756,PHX,37.0,65,53,12,0.815,32.9,5.6,11.3,0.493,1.0,3.1,0.317,2.6,3.1,0.837,0.3,4.0,4.4,10.8,2.4,1.9,0.3,0.2,2.1,3.2,14.7,7.1,40.3,34,2,35.2,160,5,414,32,61,88,102,156,233,216,331,69,80,150,453,102,168,1,56,4,283,433,177,63,97,4,26,14,13,46,PHX
1629028,Deandre Ayton,Deandre,1610612756,PHX,23.0,58,46,12,0.793,29.5,7.6,12.0,0.634,0.1,0.3,0.368,1.8,2.4,0.746,2.6,7.7,10.2,1.4,1.6,0.7,0.7,0.6,2.4,2.1,17.2,5.9,34.2,30,0,31.7,221,32,414,36,108,31,94,35,474,517,153,125,121,322,23,15,13,270,114,223,91,97,90,137,65,15,56,19,40,61,PHX
1626164,Devin Booker,Devin,1610612756,PHX,25.0,68,56,12,0.824,34.5,9.7,20.9,0.466,2.7,7.0,0.383,4.6,5.3,0.868,0.7,4.4,5.0,4.8,2.4,1.1,0.4,0.9,2.6,4.6,26.8,6.9,42.2,5,0,42.4,121,3,414,31,36,10,4,219,31,35,115,18,29,89,272,81,118,53,54,63,214,42,55,23,12,6,21,95,40,17,PHX
203901,Elfrid Payton,Elfrid,1610612756,PHX,28.0,50,39,11,0.78,11.0,1.3,3.5,0.383,0.1,0.4,0.222,0.2,0.6,0.375,0.4,1.3,1.8,2.0,0.9,0.5,0.1,0.6,0.8,0.6,3.0,-0.9,9.0,0,0,8.1,289,103,426,41,458,448,434,474,484,507,473,503,444,537,404,444,453,208,257,329,451,126,508,458,480,332,435,268,40,452,PHX
1629150,Emanuel Terry,Emanuel,1610612756,PHX,25.0,3,2,1,0.667,6.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.3,5.0,0.7,1.7,0.3,0.0,0.0,1.3,0.3,0.0,-6.3,6.3,0,0,6.3,547,512,559,83,538,578,542,578,514,562,514,543,547,543,19,306,119,432,99,436,520,537,377,518,582,575,497,268,40,494,PHX
1626163,Frank Kaminsky,Frank,1610612756,PHX,29.0,9,8,1,0.889,20.1,4.0,7.3,0.545,0.6,1.7,0.333,2.0,2.2,0.9,1.2,3.3,4.6,1.4,0.6,0.9,0.8,0.3,1.6,2.1,10.6,4.3,22.6,0,0,20.4,501,446,559,25,269,159,208,78,344,359,266,108,148,49,126,166,148,272,410,144,68,293,321,131,168,34,164,268,40,179,PHX
1630994,Gabriel Lundberg,Gabriel,1610612756,PHX,27.0,4,1,3,0.25,11.1,1.3,4.8,0.263,0.8,2.0,0.375,0.0,0.0,0.0,0.5,1.3,1.8,2.8,0.8,0.8,0.0,0.5,1.8,0.8,3.3,4.8,11.0,0,0,10.0,535,544,508,532,456,464,350,557,286,322,138,543,547,543,349,463,454,132,338,196,520,157,263,405,468,28,397,268,40,407,PHX
1630688,Ish Wainright,Ish,1610612756,PHX,27.0,45,36,9,0.8,8.0,0.9,2.3,0.394,0.4,1.3,0.322,0.2,0.3,0.583,0.6,0.6,1.2,0.3,0.3,0.4,0.1,0.2,1.1,0.4,2.4,0.9,5.8,0,0,5.5,329,131,445,34,503,514,503,447,389,401,313,531,523,483,299,551,517,521,518,380,439,465,440,498,509,187,513,268,40,509,PHX
201580,JaVale McGee,JaVale,1610612756,PHX,34.0,74,57,17,0.77,15.8,3.9,6.2,0.629,0.0,0.1,0.222,1.4,2.0,0.699,2.2,4.5,6.7,0.6,1.3,0.3,1.1,0.3,2.4,2.1,9.2,1.6,20.9,10,0,19.3,57,2,368,43,364,169,268,36,508,544,473,191,178,391,34,74,57,463,145,465,27,353,93,139,207,134,186,57,40,204,PHX
203109,Jae Crowder,Jae,1610612756,PHX,31.0,67,54,13,0.806,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.1,1.3,0.789,0.4,4.8,5.3,1.9,0.8,1.4,0.4,0.1,2.6,1.2,9.4,5.9,23.3,1,0,22.2,132,4,407,33,134,222,183,437,94,77,220,262,283,240,390,63,105,221,295,27,175,508,67,282,197,17,145,194,40,148,PHX
1628382,Justin Jackson,Justin,1610612756,PHX,27.0,7,6,1,0.857,5.2,0.7,2.1,0.333,0.4,1.3,0.333,0.3,0.3,1.0,0.1,0.9,1.0,0.3,0.1,0.0,0.0,0.0,0.4,0.1,2.1,-1.9,3.6,0,0,3.9,513,472,559,28,552,533,508,523,385,403,266,490,520,1,533,528,532,543,555,554,520,537,556,556,520,417,555,268,40,547,PHX
1629013,Landry Shamet,Landry,1610612756,PHX,25.0,69,53,16,0.768,20.8,2.8,7.0,0.394,1.8,4.8,0.368,1.0,1.2,0.84,0.2,1.6,1.8,1.6,0.6,0.4,0.1,0.4,1.3,1.0,8.3,2.0,13.9,0,0,14.6,110,5,381,47,254,279,221,448,101,116,155,293,319,144,504,406,447,253,394,403,442,211,377,352,241,123,338,268,40,302,PHX
1630640,MJ Walker,MJ,1610612756,PHX,24.0,2,1,1,0.5,4.2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,-1.5,4.4,0,0,3.0,566,544,559,306,567,578,514,578,514,425,514,543,547,543,557,556,568,477,566,92,520,157,538,564,582,398,542,268,40,558,PHX
