player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
203940,Adreian Payne,Adreian,1610612750,MIN,25.0,52,18,34,0.346,9.3,0.779,0.221,0.667,0.242,0.205,0.061,0.128,0.152,0.424,0.591,0.409,0.889,0.111,0.642,0.358,53,145,0.366,299,316,307,386,407,184,292,174,87,268,368,320,262,227,216,253,228,151,251,223,361,351,420
203952,Andrew Wiggins,Andrew,1610612750,MIN,21.0,81,29,52,0.358,35.1,0.853,0.147,0.641,0.185,0.102,0.125,0.257,0.164,0.456,0.51,0.49,0.825,0.175,0.54,0.46,594,1294,0.459,19,215,446,375,21,148,328,190,157,323,216,50,205,194,274,195,268,114,329,145,13,16,168
204014,Damjan Rudez,Damjan,1610612750,MIN,30.0,33,9,24,0.273,8.4,0.194,0.806,0.213,0.0,0.68,0.08,0.107,0.173,0.213,0.75,0.25,1.0,0.0,0.92,0.08,25,62,0.403,372,394,185,408,420,469,7,461,446,14,326,388,164,423,74,392,1,282,19,455,407,407,360
203476,Gorgui Dieng,Gorgui,1610612750,MIN,26.0,82,29,53,0.354,27.1,0.965,0.035,0.73,0.213,0.022,0.081,0.248,0.158,0.518,0.712,0.288,1.0,0.0,0.718,0.282,308,579,0.532,1,215,450,377,133,104,372,129,118,361,321,56,223,140,104,365,1,282,161,313,111,148,60
202962,Greg Smith,Greg,1610612750,MIN,25.0,18,8,10,0.444,10.7,1.0,0.0,0.837,0.0,0.0,0.047,0.163,0.14,0.837,0.778,0.222,0.0,0.0,0.778,0.222,18,32,0.563,417,402,76,286,392,1,434,42,446,382,398,222,304,9,50,417,376,282,84,386,422,431,36
1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,20.0,82,29,53,0.354,32.0,0.924,0.076,0.792,0.259,0.06,0.058,0.148,0.154,0.532,0.667,0.333,0.9,0.1,0.678,0.322,625,1153,0.542,1,215,450,377,64,119,357,77,69,343,375,262,252,135,142,327,221,160,211,263,8,22,50
708,Kevin Garnett,Kevin,1610612750,MIN,40.0,38,14,24,0.368,14.6,0.991,0.009,0.885,0.525,0.0,0.066,0.115,0.098,0.361,0.944,0.056,0.0,0.0,0.944,0.056,54,115,0.47,351,352,185,368,331,77,399,20,5,382,357,359,422,284,10,459,376,282,13,461,358,366,147
202357,Nemanja Bjelica,Nemanja,1610612750,MIN,28.0,60,20,40,0.333,17.9,0.468,0.532,0.403,0.026,0.468,0.081,0.129,0.097,0.377,0.677,0.323,0.896,0.104,0.773,0.227,110,235,0.468,253,303,378,390,276,423,53,390,426,74,320,313,424,264,135,334,223,159,91,381,304,304,151
201593,Nikola Pekovic,Nikola,1610612750,MIN,30.0,12,2,10,0.167,13.0,1.0,0.0,0.704,0.037,0.0,0.0,0.296,0.074,0.667,0.842,0.158,0.0,0.0,0.842,0.158,19,50,0.38,431,449,76,440,357,1,434,149,413,382,449,25,449,73,28,441,376,282,45,429,419,419,400
201937,Ricky Rubio,Ricky,1610612750,MIN,25.0,76,28,48,0.368,30.6,0.676,0.324,0.41,0.222,0.243,0.166,0.347,0.163,0.188,0.268,0.732,0.903,0.097,0.447,0.553,219,586,0.374,109,237,432,368,82,265,211,386,112,236,114,10,209,433,401,68,217,164,379,95,180,145,409
203498,Shabazz Muhammad,Shabazz,1610612750,MIN,23.0,82,29,53,0.354,20.5,0.777,0.223,0.633,0.104,0.153,0.199,0.214,0.177,0.528,0.615,0.385,1.0,0.0,0.669,0.331,317,681,0.465,1,215,450,377,225,186,290,195,291,298,66,101,140,136,192,277,1,282,224,250,108,115,158
2419,Tayshaun Prince,Tayshaun,1610612750,MIN,36.0,77,27,50,0.351,19.0,0.9,0.1,0.887,0.57,0.054,0.086,0.059,0.186,0.317,0.745,0.255,1.0,0.0,0.755,0.245,102,229,0.445,98,247,440,384,256,128,348,17,4,345,307,449,114,325,79,390,1,282,114,359,311,307,217
1626145,Tyus Jones,Tyus,1610612750,MIN,20.0,37,13,24,0.351,15.5,0.66,0.34,0.513,0.077,0.308,0.16,0.179,0.186,0.436,0.275,0.725,0.625,0.375,0.375,0.625,56,156,0.359,353,361,185,382,311,281,195,300,348,187,134,169,111,215,397,72,344,37,410,63,352,342,428
203897,Zach LaVine,Zach,1610612750,MIN,21.0,82,29,53,0.354,28.0,0.67,0.33,0.539,0.17,0.321,0.237,0.14,0.183,0.369,0.416,0.584,0.74,0.26,0.508,0.492,433,959,0.452,1,215,450,377,122,267,209,279,184,169,33,286,122,272,330,139,304,78,344,130,45,50,195
