player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Steven Adams,HOU,12,Center,83.0,265.0,Pittsburgh,New Zealand,https://www.nba.com/player/203500/steven-adams,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,10.0,False,2013.0,1.0,12.0,Drafted,adamsst01
Dillon Brooks,HOU,9,Guard-Forward,78.0,225.0,Oregon,Canada,https://www.nba.com/player/1628415/dillon-brooks,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,7.0,False,2017.0,2.0,45.0,Drafted,brookdi01
N'Faly Dante,HOU,3,Center,83.0,230.0,Oregon,Mali,https://www.nba.com/player/1642368/nfaly-dante,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,danten'01
Tari Eason,HOU,17,Forward,80.0,215.0,Louisiana State,USA,https://www.nba.com/player/1631106/tari-eason,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,2.0,False,2022.0,1.0,17.0,Drafted,easonta01
Jalen Green,HOU,4,Guard,76.0,186.0,NBA G League Ignite,USA,https://www.nba.com/player/1630224/jalen-green,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1628988.png,1980-01-01,3.0,False,2021.0,1.0,2.0,Drafted,greenja01
Jeff Green,HOU,32,Forward,80.0,235.0,Georgetown,USA,https://www.nba.com/player/201145/jeff-green,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png,1980-01-01,16.0,False,2007.0,1.0,5.0,Drafted,greenje01
Aaron Holiday,HOU,0,Guard,72.0,185.0,UCLA,USA,https://www.nba.com/player/1628988/aaron-holiday,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,6.0,False,2018.0,1.0,23.0,Drafted,holidaa01
Jock Landale,HOU,2,Center,83.0,255.0,St. Mary's,Australia,https://www.nba.com/player/1629111/jock-landale,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,0.0,0.0,0.0,UDF,landajo01
Jack McVeigh,HOU,58,Guard-Forward,80.0,215.0,Nebraska-Lincoln,Australia,https://www.nba.com/player/1629098/jack-mcveigh,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,mcveija01
David Roddy,HOU,45,Forward,76.0,255.0,Colorado State,USA,https://www.nba.com/player/1631223/david-roddy,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1631223.png,1980-01-01,2.0,False,2022.0,1.0,23.0,Drafted,roddyda01
