season,team,team_id,sos_v1,win_pct
2020-21,ATL,1610612737,0.03269641888535249,0.569
2020-21,BOS,1610612738,-0.5631770059406309,0.5
2020-21,CLE,1610612739,0.03599403598041103,0.306
2020-21,NOP,1610612740,0.019788695640416496,0.431
2020-21,CHI,1610612741,-0.16898607914256128,0.431
2020-21,DAL,1610612742,-0.23920172386071734,0.583
2020-21,DEN,1610612743,-0.12096439897642575,0.653
2020-21,GSW,1610612744,0.3320440811279448,0.542
2020-21,HOU,1610612745,-0.15729463769291688,0.236
2020-21,LAC,1610612746,-0.3025492673225465,0.653
2020-21,LAL,1610612747,-0.27622103336855797,0.583
2020-21,MIA,1610612748,-0.42412831264291617,0.556
2020-21,MIL,1610612749,-0.7234345282798559,0.639
2020-21,MIN,1610612750,0.14500570952930533,0.319
2020-21,BKN,1610612751,-0.2767186726072976,0.667
2020-21,NYK,1610612752,-0.03150613051975552,0.569
2020-21,ORL,1610612753,-0.26110576115656814,0.292
2020-21,IND,1610612754,-0.3830324222319572,0.472
2020-21,PHI,1610612755,-0.40265827257209325,0.681
2020-21,PHX,1610612756,-0.03833370286236369,0.708
2020-21,POR,1610612757,0.01192393036493685,0.583
2020-21,SAC,1610612758,0.0490800788603711,0.431
2020-21,SAS,1610612759,0.009351449145574366,0.458
2020-21,OKC,1610612760,-0.1148267616536123,0.306
2020-21,TOR,1610612761,-0.5602834874221124,0.375
2020-21,UTA,1610612762,-0.13899862484333264,0.722
2020-21,MEM,1610612763,0.011455692347775178,0.528
2020-21,WAS,1610612764,-0.10600108001470503,0.472
2020-21,DET,1610612765,-0.15208693860056358,0.278
2020-21,CHA,1610612766,-0.022289585160352978,0.458
