season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2018-19,1626188,Quinn Cook,Quinn,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,27.776666666666667,4,12,0.333,2,4,0.5,0,0,0.0,0,4,4,3,3,0,0,0,5,0,10,-4,16.3,0,0,19.0,1,13078,13078,13078,9299,9407,5764,17130,3785,6843,3790,14182,15041,14182,13019,6983,9946,6208,1915,12169,8286,1,24518,18923,11141,16234,15266,2359,128,12470,1,27:47,2018,2019
2018-19,1628035,Alfonzo McKinnie,Alfonzo,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,18.4,2,3,0.667,0,1,0.0,0,1,0.0,0,3,3,1,1,0,0,0,3,2,4,-8,8.1,0,0,8.0,1,13078,13078,13078,17484,15736,20488,3022,13697,16257,13697,14182,13450,14182,13019,9906,12926,13432,9005,12169,8286,1,17131,7971,18802,19777,20993,2359,128,20579,1,18:24,2018,2019
2018-19,1626172,Kevon Looney,Kevon,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,15.616666666666667,3,8,0.375,0,0,0.0,0,0,0.0,2,1,3,3,0,0,0,0,1,1,6,-7,14.1,0,0,12.0,1,13078,13078,13078,19533,12305,11313,16046,13697,20119,13697,14182,15041,14182,3049,18138,12926,6208,16665,12169,8286,1,4829,12643,16101,18945,16854,2359,128,17675,1,15:37,2018,2019
2018-19,1629094,Marcus Derrickson,Marcus,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,8.15,4,5,0.8,4,4,1.0,1,1,1.0,1,1,2,0,0,0,0,0,0,0,13,12,15.4,0,0,19.0,1,13078,13078,13078,23184,9407,16739,1450,725,6843,1,10713,13450,1,6309,18138,16329,19301,16665,12169,8286,1,1,18923,8060,3481,15919,2359,128,12470,1,8:09,2018,2019
2018-19,2738,Andre Iguodala,Andre,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,22.25,2,10,0.2,1,6,0.167,0,0,0.0,1,0,1,5,1,0,0,0,0,2,5,-16,12.7,0,0,12.0,1,13078,13078,13078,14310,15736,8165,21508,7527,3157,13051,14182,15041,14182,6309,22618,20002,2819,9005,12169,8286,1,1,7971,17583,24096,17862,2359,128,17675,1,22:15,2018,2019
2018-19,101106,Andrew Bogut,Andrew,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,17.766666666666666,0,1,0.0,0,0,0.0,0,0,0.0,1,5,6,1,5,1,2,0,1,1,0,-15,12.7,0,0,13.0,1,13078,13078,13078,17976,22860,23689,22860,13697,20119,13697,14182,15041,14182,6309,4837,5530,13432,354,4548,862,1,4829,12643,23456,23762,17862,2359,128,16912,1,17:46,2018,2019
2018-19,201142,Kevin Durant,Kevin,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,18.466666666666665,7,10,0.7,0,2,0.0,7,7,1.0,0,0,0,6,0,1,0,0,1,4,21,-9,33.0,0,0,29.0,1,13078,13078,13078,17426,3482,8165,2794,13697,12673,13697,745,1420,1,13019,22618,23475,1912,16665,4548,8286,1,4829,2953,2789,20502,5196,2359,128,6240,1,18:28,2018,2019
2018-19,1627814,Damion Lee,Damion,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,23.33333333333333,4,10,0.4,1,4,0.25,1,1,1.0,1,4,5,2,0,0,0,0,0,6,10,-9,19.0,0,0,18.0,1,13078,13078,13078,13329,9407,8165,14646,7527,6843,11030,10713,13450,1,6309,6983,7497,9102,16665,12169,8286,1,1,1031,11141,20502,13324,2359,128,13225,1,23:20,2018,2019
2018-19,1628980,Jacob Evans,Jacob,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,25.256666666666668,3,7,0.429,2,3,0.667,0,0,0.0,1,2,3,4,1,0,0,0,2,0,8,5,16.6,0,0,17.0,1,13078,13078,13078,11579,12305,13029,13456,3785,9513,1965,14182,15041,14182,6309,13681,12926,4179,9005,12169,8286,1,11136,18923,13441,7615,15035,2359,128,13945,1,25:15,2018,2019
2018-19,201973,Jonas Jerebko,Jonas,1610612744,GSW,Golden State Warriors,21801225,2019-04-10T00:00:00,GSW @ MEM,L,18.366666666666667,3,5,0.6,0,1,0.0,0,0,0.0,0,3,3,3,1,0,1,0,2,0,6,-3,16.1,0,0,14.0,1,13078,13078,13078,17509,12305,16739,5112,13697,16257,13697,14182,15041,14182,13019,9906,12926,6208,9005,12169,2599,1,11136,18923,16101,15279,15407,2359,128,16193,1,18:22,2018,2019
