SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
42017,1610612738,BOS,Boston Celtics,Spotup,Offensive,0.333,19,0.218,0.993,0.385,0.049,0.053,0.044,0.009,0.389,0.509,432,429,151,392,241
42017,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.4,22,0.173,1.003,0.368,0.03,0.048,0.025,0.01,0.363,0.515,394,395,135,367,232
42017,1610612744,GSW,Golden State Warriors,Spotup,Offensive,0.467,21,0.149,1.009,0.369,0.054,0.027,0.045,0.009,0.384,0.49,336,339,115,312,197
42017,1610612745,HOU,Houston Rockets,Spotup,Offensive,0.6,17,0.16,1.066,0.39,0.059,0.042,0.049,0.017,0.396,0.542,288,307,103,264,161
42017,1610612762,UTA,Utah Jazz,Spotup,Offensive,0.533,11,0.222,1.03,0.394,0.053,0.079,0.049,0.004,0.392,0.543,265,273,91,231,140
42017,1610612761,TOR,Toronto Raptors,Spotup,Offensive,0.867,10,0.172,1.159,0.455,0.06,0.104,0.049,0.011,0.434,0.62,182,211,70,154,84
42017,1610612749,MIL,Milwaukee Bucks,Spotup,Offensive,0.933,7,0.207,1.188,0.447,0.069,0.035,0.069,0.021,0.458,0.598,144,171,59,132,73
42017,1610612755,PHI,Philadelphia 76ers,Spotup,Offensive,0.267,10,0.147,0.988,0.392,0.03,0.065,0.03,0.006,0.381,0.513,168,166,60,153,93
42017,1610612740,NOP,New Orleans Pelicans,Spotup,Offensive,0.133,9,0.17,0.942,0.391,0.035,0.064,0.035,0.012,0.38,0.49,171,161,61,156,95
42017,1610612750,MIN,Minnesota Timberwolves,Spotup,Offensive,1.0,5,0.209,1.349,0.505,0.073,0.055,0.073,0.0,0.514,0.684,109,147,48,95,47
42017,1610612754,IND,Indiana Pacers,Spotup,Offensive,0.067,7,0.182,0.938,0.387,0.016,0.063,0.016,0.008,0.367,0.492,128,120,46,119,73
42017,1610612764,WAS,Washington Wizards,Spotup,Offensive,0.2,6,0.186,0.983,0.381,0.067,0.058,0.042,0.0,0.4,0.486,120,118,40,105,65
42017,1610612759,SAS,San Antonio Spurs,Spotup,Offensive,0.0,5,0.274,0.831,0.323,0.063,0.042,0.063,0.0,0.352,0.406,142,118,41,127,86
42017,1610612757,POR,Portland Trail Blazers,Spotup,Offensive,0.8,4,0.2,1.144,0.437,0.011,0.033,0.011,0.011,0.422,0.586,90,103,38,87,49
42017,1610612748,MIA,Miami Heat,Spotup,Offensive,0.733,5,0.16,1.124,0.438,0.022,0.079,0.022,0.0,0.416,0.606,89,100,35,80,45
42017,1610612760,OKC,Oklahoma City Thunder,Spotup,Offensive,0.667,6,0.132,1.08,0.429,0.011,0.103,0.011,0.0,0.391,0.597,87,94,33,77,44
