season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612749,MIL,Milwaukee Bucks,41800306,2019-05-25,MIL @ TOR,L,48.0,7.0,17.0,13.0,28.0,9.0,11.0,10.0,34.0,0,0,0,0,9,151,36,80,153,21,53,33,21,1,2018,2019,False,TOR,MIL,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800305,2019-05-23,MIL vs. TOR,L,48.0,7.0,12.0,20.0,44.0,19.0,10.0,13.0,24.0,0,0,0,0,9,151,91,23,60,119,38,63,4,1,2018,2019,True,MIL,TOR,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800304,2019-05-21,MIL @ TOR,L,48.0,5.0,8.0,13.0,40.0,17.0,10.0,12.0,40.0,0,0,0,0,9,158,131,80,96,99,38,52,61,1,2018,2019,False,TOR,MIL,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800303,2019-05-19,MIL @ TOR,L,58.0,16.0,18.0,29.0,46.0,21.0,16.0,18.0,36.0,0,0,0,0,3,67,27,4,51,132,114,122,28,1,2018,2019,False,TOR,MIL,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800302,2019-05-17,MIL vs. TOR,W,48.0,19.0,17.0,28.0,50.0,8.0,8.0,19.0,46.0,0,0,0,0,9,42,36,5,37,15,22,131,106,1,2018,2019,True,MIL,TOR,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800301,2019-05-15,MIL vs. TOR,W,48.0,20.0,24.0,25.0,44.0,15.0,13.0,15.0,26.0,0,0,0,0,9,34,4,7,60,74,75,95,7,1,2018,2019,True,MIL,TOR,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800205,2019-05-08,MIL vs. BOS,W,48.0,15.0,12.0,15.0,44.0,19.0,6.0,19.0,36.0,0,0,0,0,9,75,91,61,60,119,10,131,28,2,2018,2019,True,MIL,BOS,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800204,2019-05-06,MIL @ BOS,W,48.0,12.0,13.0,22.0,66.0,4.0,6.0,13.0,44.0,0,0,0,0,9,114,74,12,3,3,10,63,93,1,2018,2019,False,BOS,MIL,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800203,2019-05-03,MIL @ BOS,W,48.0,28.0,8.0,21.0,52.0,12.0,7.0,17.0,24.0,0,0,0,0,9,6,131,16,28,43,15,113,4,1,2018,2019,False,BOS,MIL,MAY
2018-19,1610612749,MIL,Milwaukee Bucks,41800202,2019-04-30,MIL vs. BOS,W,48.0,17.0,19.0,23.0,34.0,15.0,12.0,11.0,36.0,0,0,0,0,9,54,18,11,138,74,61,40,28,1,2018,2019,True,MIL,BOS,APR
2018-19,1610612749,MIL,Milwaukee Bucks,41800201,2019-04-28,MIL vs. BOS,L,48.0,9.0,14.0,25.0,26.0,9.0,3.0,13.0,38.0,0,0,0,0,9,135,59,7,155,21,4,63,47,1,2018,2019,True,MIL,BOS,APR
2018-19,1610612749,MIL,Milwaukee Bucks,41800104,2019-04-22,MIL @ DET,W,48.0,13.0,11.0,18.0,62.0,21.0,13.0,15.0,42.0,0,0,0,0,9,104,105,35,6,132,75,95,70,1,2018,2019,False,DET,MIL,APR
2018-19,1610612749,MIL,Milwaukee Bucks,41800103,2019-04-20,MIL @ DET,W,48.0,14.0,18.0,11.0,46.0,14.0,13.0,7.0,42.0,0,0,0,0,9,92,27,114,51,62,75,15,70,1,2018,2019,False,DET,MIL,APR
2018-19,1610612749,MIL,Milwaukee Bucks,41800102,2019-04-17,MIL vs. DET,W,48.0,12.0,10.0,28.0,60.0,17.0,14.0,10.0,38.0,0,0,0,0,9,114,113,5,12,99,92,33,47,1,2018,2019,True,MIL,DET,APR
2018-19,1610612749,MIL,Milwaukee Bucks,41800101,2019-04-14,MIL vs. DET,W,48.0,14.0,7.0,22.0,52.0,19.0,10.0,11.0,38.0,0,0,0,0,9,92,144,12,28,119,38,40,47,1,2018,2019,True,MIL,DET,APR
