close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
203497,Rudy Gobert,1610612750,MIN,C,32.0,15,15,0.379,47,85,0.553,0.602,-0.049
203944,Julius Randle,1610612750,MIN,F-C,30.0,15,15,0.421,42,77,0.545,0.599,-0.054
1630183,Jaden McDaniels,1610612750,MIN,F,24.0,15,15,0.373,40,76,0.526,0.596,-0.069
1629675,Naz Reid,1610612750,MIN,C-F,25.0,15,15,0.422,40,70,0.571,0.598,-0.027
1629638,Nickeil Alexander-Walker,1610612750,MIN,G,26.0,15,15,0.523,36,67,0.537,0.596,-0.059
201144,Mike Conley,1610612750,MIN,G,37.0,15,15,0.517,33,62,0.532,0.598,-0.065
1630162,Anthony Edwards,1610612750,MIN,G,23.0,15,15,0.372,33,55,0.6,0.597,0.003
1628978,Donte DiVincenzo,1610612750,MIN,G,28.0,15,14,0.425,34,45,0.756,0.595,0.161
1630545,Terrence Shannon Jr.,1610612750,MIN,G-F,24.0,7,5,0.5,6,10,0.6,0.567,0.033
1630568,Luka Garza,1610612750,MIN,C,26.0,3,3,0.556,4,5,0.8,0.588,0.212
1631159,Leonard Miller,1610612750,MIN,F,21.0,3,2,0.571,3,4,0.75,0.435,0.315
1631169,Josh Minott,1610612750,MIN,F,22.0,3,1,0.444,2,4,0.5,0.621,-0.121
1642265,Rob Dillingham,1610612750,MIN,G,20.0,2,1,0.167,1,1,1.0,0.559,0.441
