season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2018-19,1610612760,41800161,2019-04-14,OKC,POR,POR,1610612757,99,104,L,-5,rnd1,1
2018-19,1610612760,41800162,2019-04-16,OKC,POR,POR,1610612757,94,114,L,-20,rnd1,2
2018-19,1610612760,41800163,2019-04-19,POR,OKC,POR,1610612757,120,108,W,12,rnd1,3
2018-19,1610612760,41800164,2019-04-21,POR,OKC,POR,1610612757,98,111,L,-13,rnd1,4
2018-19,1610612760,41800165,2019-04-23,OKC,POR,POR,1610612757,115,118,L,-3,rnd1,5
