close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1626164,Devin Booker,1610612756,PHX,G,28.0,75,75,0.459,172,422,0.408,0.367,0.041
201142,Kevin Durant,1610612756,PHX,F,36.0,62,62,0.546,145,419,0.346,0.366,-0.02
203078,Bradley Beal,1610612756,PHX,G,31.0,53,53,0.526,138,374,0.369,0.367,0.002
1626145,Tyus Jones,1610612756,PHX,G,29.0,81,80,0.479,112,335,0.334,0.37,-0.036
1626220,Royce O'Neale,1610612756,PHX,F,32.0,75,71,0.441,117,320,0.366,0.371,-0.005
1630208,Nick Richards,1610612756,PHX,C,27.0,57,54,0.392,128,320,0.4,0.365,0.035
1642346,Ryan Dunn,1610612756,PHX,F,22.0,72,69,0.488,113,315,0.359,0.368,-0.01
203486,Mason Plumlee,1610612756,PHX,F-C,35.0,74,70,0.351,107,263,0.407,0.365,0.042
1628960,Grayson Allen,1610612756,PHX,G,29.0,64,62,0.454,92,254,0.362,0.37,-0.008
1628998,Cody Martin,1610612756,PHX,F,29.0,53,52,0.452,81,219,0.37,0.37,0.0
1642345,Oso Ighodaro,1610612756,PHX,F,22.0,57,49,0.409,71,206,0.345,0.361,-0.017
1629626,Bol Bol,1610612756,PHX,C-F,25.0,34,27,0.557,47,117,0.402,0.361,0.04
203995,Vasilije Micić,1610612756,PHX,G,31.0,40,37,0.441,35,108,0.324,0.362,-0.038
1628420,Monté Morris,1610612756,PHX,G,29.0,43,33,0.449,27,89,0.303,0.364,-0.061
1631221,Collin Gillespie,1610612756,PHX,G,25.0,31,28,0.439,38,87,0.437,0.374,0.063
1627814,Damion Lee,1610612756,PHX,G-F,32.0,18,14,0.464,7,26,0.269,0.344,-0.075
1631102,TyTy Washington Jr.,1610612756,PHX,G,23.0,9,8,0.5,3,17,0.176,0.354,-0.177
1641779,Jalen Bridges,1610612756,PHX,F,24.0,4,3,0.6,0,3,0.0,0.428,-0.428
