season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2022-23,1610612760,22200010,2022-10-19,OKC,MIN,1610612750,1,108,115,L,-7
2022-23,1610612760,22200035,2022-10-22,OKC,DEN,1610612743,2,117,122,L,-5
2022-23,1610612760,22200041,2022-10-23,MIN,OKC,1610612750,3,106,116,L,-10
2022-23,1610612760,22200054,2022-10-25,LAC,OKC,1610612746,4,108,94,W,14
2022-23,1610612760,22200067,2022-10-27,LAC,OKC,1610612746,5,118,110,W,8
2022-23,1610612760,22200086,2022-10-29,OKC,DAL,1610612742,6,117,111,W,6
2022-23,1610612760,22200105,2022-11-01,ORL,OKC,1610612753,7,116,108,W,8
2022-23,1610612760,22200119,2022-11-03,DEN,OKC,1610612743,8,110,122,L,-12
2022-23,1610612760,22200136,2022-11-05,OKC,MIL,1610612749,9,94,108,L,-14
2022-23,1610612760,22200146,2022-11-07,OKC,DET,1610612765,10,103,112,L,-9
2022-23,1610612760,22200168,2022-11-09,MIL,OKC,1610612749,11,132,136,L,-4
2022-23,1610612760,22200179,2022-11-11,TOR,OKC,1610612761,12,132,113,W,19
2022-23,1610612760,22200192,2022-11-13,OKC,NYK,1610612752,13,145,135,W,10
2022-23,1610612760,22200201,2022-11-14,OKC,BOS,1610612738,14,122,126,L,-4
2022-23,1610612760,22200213,2022-11-16,OKC,WAS,1610612764,15,121,120,W,1
2022-23,1610612760,22200229,2022-11-18,OKC,MEM,1610612763,16,110,121,L,-11
2022-23,1610612760,22200254,2022-11-21,NYK,OKC,1610612752,17,119,129,L,-10
2022-23,1610612760,22200268,2022-11-23,DEN,OKC,1610612743,18,126,131,L,-5
2022-23,1610612760,22200281,2022-11-25,CHI,OKC,1610612741,19,123,119,W,4
2022-23,1610612760,22200287,2022-11-26,OKC,HOU,1610612745,20,105,118,L,-13
2022-23,1610612760,22200304,2022-11-28,OKC,NOP,1610612740,21,101,105,L,-4
2022-23,1610612760,22200319,2022-11-30,SAS,OKC,1610612759,22,119,111,W,8
2022-23,1610612760,22200341,2022-12-03,OKC,MIN,1610612750,23,135,128,W,7
2022-23,1610612760,22200354,2022-12-05,OKC,ATL,1610612737,24,121,114,W,7
2022-23,1610612760,22200368,2022-12-07,OKC,MEM,1610612763,25,102,123,L,-21
2022-23,1610612760,22200390,2022-12-10,OKC,CLE,1610612739,26,102,110,L,-8
2022-23,1610612760,22200405,2022-12-12,OKC,DAL,1610612742,27,114,121,L,-7
2022-23,1610612760,22200419,2022-12-14,MIA,OKC,1610612748,28,108,110,L,-2
2022-23,1610612760,22200435,2022-12-16,MIN,OKC,1610612750,29,110,112,L,-2
2022-23,1610612760,22200443,2022-12-17,MEM,OKC,1610612763,30,115,109,W,6
2022-23,1610612760,22200458,2022-12-19,POR,OKC,1610612757,31,123,121,W,2
2022-23,1610612760,22200474,2022-12-21,POR,OKC,1610612757,32,101,98,W,3
2022-23,1610612760,22200488,2022-12-23,NOP,OKC,1610612740,33,125,128,L,-3
2022-23,1610612760,22200511,2022-12-27,SAS,OKC,1610612759,34,130,114,W,16
2022-23,1610612760,22200523,2022-12-29,OKC,CHA,1610612766,35,113,121,L,-8
2022-23,1610612760,22200545,2022-12-31,PHI,OKC,1610612755,36,96,115,L,-19
2022-23,1610612760,22200562,2023-01-03,BOS,OKC,1610612738,37,150,117,W,33
2022-23,1610612760,22200566,2023-01-04,OKC,ORL,1610612753,38,115,126,L,-11
2022-23,1610612760,22200584,2023-01-06,WAS,OKC,1610612764,39,127,110,W,17
2022-23,1610612760,22200602,2023-01-08,DAL,OKC,1610612742,40,120,109,W,11
2022-23,1610612760,22200611,2023-01-10,OKC,MIA,1610612748,41,111,112,L,-1
2022-23,1610612760,22200626,2023-01-12,OKC,PHI,1610612755,42,133,114,W,19
2022-23,1610612760,22200636,2023-01-13,OKC,CHI,1610612741,43,124,110,W,14
2022-23,1610612760,22200651,2023-01-15,OKC,BKN,1610612751,44,112,102,W,10
2022-23,1610612760,22200674,2023-01-18,IND,OKC,1610612754,45,126,106,W,20
2022-23,1610612760,22200691,2023-01-20,OKC,SAC,1610612758,46,113,118,L,-5
2022-23,1610612760,22200702,2023-01-22,OKC,DEN,1610612743,47,101,99,W,2
2022-23,1610612760,22200725,2023-01-25,ATL,OKC,1610612737,48,132,137,L,-5
2022-23,1610612760,22200739,2023-01-27,CLE,OKC,1610612739,49,112,100,W,12
2022-23,1610612760,22200759,2023-01-30,GSW,OKC,1610612744,50,120,128,L,-8
2022-23,1610612760,22200773,2023-02-01,OKC,HOU,1610612745,51,106,112,L,-6
2022-23,1610612760,22200799,2023-02-04,HOU,OKC,1610612745,52,153,121,W,32
2022-23,1610612760,22200814,2023-02-06,OKC,GSW,1610612744,53,114,141,L,-27
2022-23,1610612760,22200821,2023-02-07,OKC,LAL,1610612747,54,133,130,W,3
2022-23,1610612760,22200843,2023-02-10,OKC,POR,1610612757,55,138,129,W,9
2022-23,1610612760,22200864,2023-02-13,NOP,OKC,1610612740,56,100,103,L,-3
2022-23,1610612760,22200880,2023-02-15,HOU,OKC,1610612745,57,133,96,W,37
2022-23,1610612760,22200892,2023-02-23,OKC,UTA,1610612762,58,119,120,L,-1
2022-23,1610612760,22200899,2023-02-24,OKC,PHX,1610612756,59,115,124,L,-9
2022-23,1610612760,22200915,2023-02-26,SAC,OKC,1610612758,60,115,124,L,-9
2022-23,1610612760,22200928,2023-02-28,SAC,OKC,1610612758,61,117,123,L,-6
2022-23,1610612760,22200940,2023-03-01,LAL,OKC,1610612747,62,117,123,L,-6
2022-23,1610612760,22200951,2023-03-03,UTA,OKC,1610612762,63,130,103,W,27
2022-23,1610612760,22200968,2023-03-05,UTA,OKC,1610612762,64,129,119,W,10
2022-23,1610612760,22200982,2023-03-07,GSW,OKC,1610612744,65,137,128,W,9
2022-23,1610612760,22200990,2023-03-08,OKC,PHX,1610612756,66,101,132,L,-31
2022-23,1610612760,22201011,2023-03-11,OKC,NOP,1610612740,67,110,96,W,14
2022-23,1610612760,22201018,2023-03-12,OKC,SAS,1610612759,68,102,90,W,12
2022-23,1610612760,22201031,2023-03-14,BKN,OKC,1610612751,69,121,107,W,14
