group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1628382,Justin Jackson,Justin,1610612749,MIL,26.0,7,2,5,0.286,12.53,2,4,0.5,2,3,0.667,0,0,0.0,0,2,2,0,0,1,0,0,1,0,6,0,11.4,0,0,12.0,299,318,171,364,307,245,269,117,126,196,23,295,304,295,263,259,285,291,257,139,180,1,87,319,260,199,284,201,20,273,MIL
Players,203114,Khris Middleton,Khris,1610612749,MIL,29.0,24,12,12,0.5,86.95166666666667,17,44,0.386,7,23,0.304,20,20,1.0,0,20,20,7,12,0,1,1,6,13,61,4,86.5,6,0,97.0,95,93,349,176,79,47,41,244,33,23,157,28,39,1,263,20,44,66,8,238,96,265,304,43,39,143,67,46,20,45,MIL
Players,201572,Brook Lopez,Brook,1610612749,MIL,33.0,23,10,13,0.435,63.16833333333334,5,12,0.417,1,5,0.2,3,4,0.75,4,8,12,3,3,2,5,1,7,6,14,-16,50.9,2,0,44.0,104,137,369,261,130,174,165,215,168,150,213,177,182,171,55,109,104,134,108,82,11,265,322,102,187,362,132,101,20,138,MIL
Players,1629091,Elijah Bryant,Elijah,1610612749,MIL,26.0,1,0,1,0.0,0.1483333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,406,405,25,405,446,355,401,355,245,320,245,295,304,295,263,360,374,291,257,238,180,1,1,319,368,232,414,201,20,414,MIL
Players,1630241,Sam Merrill,Sam,1610612749,MIL,25.0,1,0,1,0.0,1.7833333333333334,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,406,405,25,405,421,355,356,355,245,268,245,295,304,295,263,360,374,291,257,238,180,1,1,319,368,199,414,201,20,414,MIL
Players,1628978,Donte DiVincenzo,Donte,1610612749,MIL,24.0,22,12,10,0.545,68.12833333333333,3,7,0.429,1,3,0.333,6,8,0.75,2,11,13,3,3,3,1,1,5,6,13,9,42.1,3,0,38.0,121,93,302,148,115,213,217,206,168,196,126,108,103,171,121,82,92,134,108,46,96,265,277,102,196,111,149,79,20,152,MIL
Players,1629603,Mamadi Diakite,Mamadi,1610612749,MIL,24.0,2,0,2,0.0,2.898333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,2,-2,4.4,0,0,4.0,386,405,79,405,406,284,356,1,245,320,245,295,304,295,263,259,285,291,257,238,180,1,87,319,335,232,350,201,20,345,MIL
Players,1629670,Jordan Nwora,Jordan,1610612749,MIL,22.0,2,0,2,0.0,5.073333333333333,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,1,0,0,0,2,1,0,-3,1.7,2,0,2.0,386,405,79,405,373,355,323,355,245,229,245,295,304,295,263,308,326,208,178,238,180,1,146,260,368,248,390,101,20,380,MIL
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,26.0,5,1,4,0.2,8.518333333333333,1,2,0.5,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,2,-14,3.2,1,0,3.0,328,351,142,387,333,284,323,117,245,268,245,295,304,295,180,360,326,291,257,238,180,1,87,319,335,353,365,139,20,362,MIL
Players,1626192,Pat Connaughton,Pat,1610612749,MIL,28.0,21,9,12,0.429,59.50666666666667,8,16,0.5,7,12,0.583,4,6,0.667,2,8,10,2,0,2,1,0,0,4,27,2,51.0,0,0,52.0,133,152,349,265,137,112,131,117,33,74,40,141,136,200,121,109,125,170,257,82,96,1,1,151,111,166,131,201,20,116,MIL
