team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612737,Atlanta Hawks,5,1,4,0.2,1.9,0.0,0.4,0.4,2.0,1.2,0.0,0.4,2.0,4,10,15,13,14,15,13,8,10,9,1,6,3,ATLANTA HAWKS
1610612738,Boston Celtics,4,2,2,0.5,5.6,1.5,2.5,1.0,4.0,2.3,2.5,1.5,2.0,8,8,5,8,5,5,2,5,2,14,14,14,3,BOSTON CELTICS
1610612741,Chicago Bulls,1,1,0,1.0,3.6,4.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,15,10,1,1,15,2,9,12,15,12,1,15,3,CHICAGO BULLS
1610612739,Cleveland Cavaliers,7,5,2,0.714,3.8,0.7,1.3,0.0,2.0,1.3,0.7,0.4,1.7,1,1,5,4,2,12,6,12,10,11,4,7,2,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,4,4,0,1.0,3.4,1.0,2.0,1.8,4.0,1.0,0.8,0.0,1.5,8,3,1,1,10,10,4,1,2,5,5,1,1,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,5,3,2,0.6,4.6,1.2,1.2,0.4,3.2,3.0,2.6,1.2,4.0,4,4,5,6,4,8,7,8,5,15,15,12,13,HOUSTON ROCKETS
1610612754,Indiana Pacers,4,0,4,0.0,4.2,1.3,0.5,0.0,2.0,1.3,1.5,0.0,2.0,8,14,15,14,8,7,12,12,10,10,10,1,3,INDIANA PACERS
1610612746,LA Clippers,5,2,3,0.4,3.6,1.2,1.2,1.4,2.8,1.0,1.8,0.2,3.6,4,8,11,10,7,8,7,3,8,5,12,4,12,LA CLIPPERS
1610612763,Memphis Grizzlies,3,1,2,0.333,4.8,0.3,0.0,1.7,4.0,3.3,2.0,1.0,4.7,13,10,5,11,9,14,14,2,2,16,13,10,15,MEMPHIS GRIZZLIES
1610612749,Milwaukee Bucks,3,0,3,0.0,3.3,1.3,1.0,0.0,2.7,0.7,0.0,0.3,2.0,13,14,11,14,13,6,9,12,9,2,1,5,3,MILWAUKEE BUCKS
1610612760,Oklahoma City Thunder,4,1,3,0.25,3.2,2.0,2.8,1.0,3.0,0.8,1.5,0.5,3.5,8,10,11,12,11,3,1,5,6,3,10,8,11,OKLAHOMA CITY THUNDER
1610612757,Portland Trail Blazers,1,0,1,0.0,1.9,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,15,14,3,14,16,15,14,12,15,12,16,15,13,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,5,3,2,0.6,6.0,4.2,2.2,1.0,5.6,0.8,1.0,1.4,5.2,4,4,5,6,1,1,3,5,1,4,7,13,16,SAN ANTONIO SPURS
1610612761,Toronto Raptors,4,3,1,0.75,2.7,0.5,0.0,0.3,1.5,1.0,0.8,0.0,2.0,8,4,3,3,12,13,14,10,14,5,5,1,3,TORONTO RAPTORS
1610612762,Utah Jazz,6,3,3,0.5,3.4,0.8,1.5,0.2,3.0,1.0,1.0,1.2,2.3,3,4,11,8,6,11,5,11,6,5,7,11,9,UTAH JAZZ
1610612764,Washington Wizards,7,5,2,0.714,3.3,1.6,0.9,1.1,1.7,0.3,1.3,0.6,2.9,1,1,5,4,3,4,11,4,13,1,9,9,10,WASHINGTON WIZARDS
