close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203497,Rudy Gobert,1610612750,MIN,C,32.0,72,72,1.0,587,1281,0.458,0.49,-0.032
1630183,Jaden McDaniels,1610612750,MIN,F,24.0,82,82,1.0,512,1113,0.46,0.463,-0.003
1629675,Naz Reid,1610612750,MIN,C-F,25.0,80,80,1.0,430,948,0.454,0.476,-0.022
1630162,Anthony Edwards,1610612750,MIN,G,23.0,79,79,1.0,418,907,0.461,0.467,-0.007
203944,Julius Randle,1610612750,MIN,F-C,30.0,69,69,1.0,411,894,0.46,0.478,-0.018
1629638,Nickeil Alexander-Walker,1610612750,MIN,G,26.0,82,82,1.0,399,825,0.484,0.458,0.026
201144,Mike Conley,1610612750,MIN,G,37.0,71,71,1.0,295,610,0.484,0.46,0.024
1628978,Donte DiVincenzo,1610612750,MIN,G,28.0,62,62,1.0,252,539,0.468,0.455,0.013
1641740,Jaylen Clark,1610612750,MIN,G,23.0,37,37,1.0,88,192,0.458,0.464,-0.006
1642265,Rob Dillingham,1610612750,MIN,G,20.0,42,42,1.0,80,185,0.432,0.451,-0.018
1630568,Luka Garza,1610612750,MIN,C,26.0,35,35,1.0,67,126,0.532,0.472,0.06
1631169,Josh Minott,1610612750,MIN,F,22.0,38,38,1.0,53,113,0.469,0.445,0.024
1630545,Terrence Shannon Jr.,1610612750,MIN,G-F,24.0,28,28,1.0,50,104,0.481,0.459,0.022
1630538,Bones Hyland,1610612750,MIN,G,24.0,23,23,1.0,41,83,0.494,0.443,0.051
204060,Joe Ingles,1610612750,MIN,F-G,37.0,11,11,1.0,10,31,0.323,0.457,-0.134
1631159,Leonard Miller,1610612750,MIN,F,21.0,7,7,1.0,4,9,0.444,0.438,0.006
1628408,PJ Dozier,1610612750,MIN,G-F,28.0,5,5,1.0,4,9,0.444,0.441,0.004
1641803,Tristen Newton,1610612750,MIN,G,24.0,3,3,1.0,3,8,0.375,0.489,-0.114
1630227,Daishen Nix,1610612750,MIN,G,23.0,2,2,1.0,1,3,0.333,0.409,-0.075
1642399,Jesse Edwards,1610612750,MIN,C,25.0,1,1,1.0,2,2,1.0,0.43,0.57
