player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1629643,Chuma Okeke,Chuma,1610612739,CLE,26.0,9,2,7,0.222,196.68,9,15,6,18,70,84,63,232,4,1,5,7,155.9,509,525,90,509,458,467,419,459,474,112,136,106,123,414,49,51,473,456,CLE
1641854,Craig Porter Jr.,Craig,1610612739,CLE,25.0,51,40,11,0.784,513.265,39,15,27,96,202,147,192,546,15,20,25,23,432.9,275,89,128,43,370,328,419,338,334,208,192,218,204,257,329,142,383,374,CLE
1629636,Darius Garland,Darius,1610612739,CLE,25.0,75,60,15,0.8,2300.77,246,126,201,536,796,675,811,2346,11,43,143,227,2676.8,59,5,179,32,39,17,80,33,59,515,523,544,523,311,483,467,47,31,CLE
1629631,De'Andre Hunter,De'Andre,1610612739,CLE,27.0,64,38,26,0.594,1740.015,179,87,128,322,691,539,567,1832,13,39,155,211,1642.6,170,110,315,182,141,59,154,102,140,465,454,436,446,281,462,496,56,118,CLE
1629731,Dean Wade,Dean,1610612739,CLE,28.0,59,47,12,0.797,1252.4516666666666,46,47,30,62,376,342,423,1258,20,9,101,32,896.8,218,36,146,36,222,308,270,322,392,307,329,354,345,204,197,351,347,269,CLE
1628378,Donovan Mitchell,Donovan,1610612739,CLE,28.0,71,55,16,0.775,2232.0333333333333,234,142,267,536,683,625,641,2102,17,50,140,278,2805.4,108,11,189,48,54,23,55,12,59,460,496,479,487,225,506,462,24,25,CLE
1641734,Emoni Bates,Emoni,1610612739,CLE,21.0,10,9,1,0.9,74.78333333333333,6,0,6,4,35,19,36,92,1,0,4,0,61.4,503,434,10,13,506,475,531,459,529,69,58,84,71,489,1,43,556,507,CLE
1630596,Evan Mobley,Evan,1610612739,CLE,23.0,71,58,13,0.817,2166.555,203,195,119,824,719,609,633,2024,113,51,141,239,2822.8,108,7,157,24,63,40,19,115,10,480,486,476,472,5,511,464,44,23,CLE
1630171,Isaac Okoro,Isaac,1610612739,CLE,24.0,55,44,11,0.8,1053.2033333333334,54,33,62,136,344,287,341,962,16,19,104,44,716.0,253,62,128,32,261,280,333,235,285,291,298,311,294,242,320,361,309,307,CLE
1628386,Jarrett Allen,Jarrett,1610612739,CLE,27.0,82,64,18,0.78,2296.0533333333333,164,199,80,882,787,647,827,2346,73,47,127,257,2650.6,1,1,211,44,41,81,16,188,8,511,507,550,523,28,498,434,34,33,CLE
1629750,Javonte Green,Javonte,1610612739,CLE,31.0,68,24,44,0.353,1257.8333333333333,88,63,70,154,456,399,546,1394,31,14,98,72,948.6,138,261,524,428,220,197,227,211,270,343,363,427,373,128,268,341,224,262,CLE
1642281,Jaylon Tyson,Jaylon,1610612739,CLE,22.0,47,37,10,0.787,452.96,17,27,25,82,173,128,170,448,3,11,50,25,370.2,298,124,117,39,389,422,359,349,355,187,177,198,175,441,224,217,376,390,CLE
1631247,Luke Travers,Luke,1610612739,CLE,23.0,12,10,2,0.833,87.86,0,2,2,10,32,31,40,108,1,4,6,1,46.0,498,419,23,21,500,534,509,506,499,64,76,90,79,489,125,55,530,519,CLE
1629622,Max Strus,Max,1610612739,CLE,29.0,50,39,11,0.78,1272.725,52,47,66,104,433,370,425,1270,12,11,104,57,1028.4,283,100,128,44,217,287,270,223,322,333,352,356,350,295,224,361,269,241,CLE
1641772,Nae'Qwan Tomlin,Nae'Qwan,1610612739,CLE,24.0,5,4,1,0.8,63.4,5,10,5,22,20,13,26,70,1,4,9,8,65.2,535,493,10,32,515,483,448,476,463,48,49,66,62,489,125,70,464,505,CLE
1630241,Sam Merrill,Sam,1610612739,CLE,29.0,71,54,17,0.761,1401.2816666666668,87,48,73,64,425,408,341,1256,14,15,124,55,1025.4,108,16,202,54,195,203,265,204,389,329,370,311,344,265,284,425,273,242,CLE
202684,Tristan Thompson,Tristan,1610612739,CLE,34.0,40,31,9,0.775,328.17,1,18,0,62,120,102,106,318,11,7,36,22,290.8,342,186,112,48,421,531,399,530,392,151,153,151,143,311,171,178,388,420,CLE
1629660,Ty Jerome,Ty,1610612739,CLE,27.0,70,55,15,0.786,1392.4,145,113,99,340,477,443,384,1366,3,27,102,124,1592.1,118,11,179,40,197,90,105,148,129,353,396,331,366,441,395,358,126,132,CLE
