SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2022-23,1610612766,CHA,Charlotte Hornets,0022201218,2023-04-09T00:00:00,CHA @ CLE,W,48.0,9.0,10.0,6.0,56.0,25.0,12.0,13.0,42.0,0,0,0,1,159,2193,1684,2180,624,2186,973,1110,497,1
2022-23,1610612759,SAS,San Antonio Spurs,0022201224,2023-04-09T00:00:00,SAS @ DAL,W,48.0,4.0,19.0,10.0,62.0,19.0,9.0,16.0,48.0,0,0,0,1,159,2430,387,1685,274,1549,501,1557,962,1
2022-23,1610612758,SAC,Sacramento Kings,0022201227,2023-04-09T00:00:00,SAC @ DEN,L,48.0,18.0,10.0,8.0,46.0,22.0,13.0,17.0,62.0,0,0,0,1231,159,918,1684,1967,1510,1946,1127,1679,2089,1
2022-23,1610612765,DET,Detroit Pistons,0022201223,2023-04-09T00:00:00,DET @ CHI,L,48.0,2.0,13.0,11.0,38.0,30.0,6.0,26.0,60.0,0,0,0,1231,159,2455,1196,1522,2096,2391,175,2339,1979,1
2022-23,1610612763,MEM,Memphis Grizzlies,0022201226,2023-04-09T00:00:00,MEM @ OKC,L,48.0,16.0,9.0,8.0,56.0,13.0,12.0,15.0,60.0,0,0,0,1231,159,1235,1834,1967,624,637,973,1419,1979,1
2022-23,1610612746,LAC,LA Clippers,0022201229,2023-04-09T00:00:00,LAC @ PHX,W,48.0,10.0,17.0,13.0,68.0,12.0,15.0,11.0,50.0,0,0,0,1,159,2081,587,1203,104,496,1451,788,1148,1
2022-23,1610612738,BOS,Boston Celtics,0022201216,2023-04-09T00:00:00,BOS vs. ATL,W,48.0,12.0,20.0,4.0,30.0,21.0,24.0,23.0,60.0,0,0,0,1,159,1830,299,2339,2402,1818,2341,2219,1979,1
2022-23,1610612748,MIA,Miami Heat,0022201219,2023-04-09T00:00:00,MIA vs. ORL,W,48.0,18.0,14.0,17.0,44.0,27.0,7.0,14.0,38.0,0,0,0,1,159,918,1019,660,1679,2301,269,1268,260,1
2022-23,1610612757,POR,Portland Trail Blazers,0022201230,2023-04-09T00:00:00,POR vs. GSW,L,48.0,17.0,14.0,14.0,48.0,25.0,9.0,26.0,60.0,0,0,0,1231,159,1069,1019,1056,1332,2186,501,2339,1979,1
2022-23,1610612745,HOU,Houston Rockets,0022201222,2023-04-09T00:00:00,HOU @ WAS,W,48.0,20.0,15.0,15.0,62.0,20.0,21.0,17.0,52.0,0,0,0,1,159,654,875,914,274,1692,2172,1679,1335,1
2022-23,1610612751,BKN,Brooklyn Nets,0022201217,2023-04-09T00:00:00,BKN vs. PHI,L,48.0,19.0,7.0,12.0,36.0,28.0,18.0,23.0,70.0,0,0,0,1231,159,793,2112,1363,2211,2336,1883,2219,2358,1
2022-23,1610612764,WAS,Washington Wizards,0022201222,2023-04-09T00:00:00,WAS vs. HOU,L,48.0,20.0,21.0,17.0,52.0,20.0,15.0,15.0,62.0,0,0,0,1231,159,654,217,660,968,1692,1451,1419,2089,1
