season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612762,UTA,Utah Jazz,21800926,2019-02-28,UTA @ DEN,W,48.0,0.488,0.512,0.378,0.054,0.432,0.036,0.189,0.117,0.324,0.571,0.429,0.813,0.188,0.676,0.324,0,0,0,0,135,2377,83,2369,1888,198,2345,685,1723,2240,710,1719,1451,983,494,1956,1,2018,2019,False,DEN,UTA
2018-19,1610612750,MIN,Minnesota Timberwolves,21800922,2019-02-28,MIN @ IND,L,48.0,0.708,0.292,0.591,0.087,0.209,0.07,0.2,0.104,0.504,0.235,0.765,1.0,0.0,0.381,0.619,0,0,0,0,135,508,1950,656,1323,2139,2009,514,1937,527,2448,12,1,2000,2416,44,1,2018,2019,False,IND,MIN
2018-19,1610612745,HOU,Houston Rockets,21800925,2019-02-28,HOU vs. MIA,W,48.0,0.403,0.597,0.314,0.05,0.471,0.083,0.215,0.165,0.264,0.368,0.632,0.789,0.211,0.579,0.421,0,0,0,0,135,2444,17,2445,1996,91,1803,336,855,2423,2216,241,1598,857,1431,1007,1,2018,2019,True,HOU,MIA
2018-19,1610612753,ORL,Orlando Magic,21800923,2019-02-28,ORL vs. GSW,W,48.0,0.652,0.348,0.563,0.058,0.32,0.194,0.117,0.107,0.505,0.483,0.517,0.909,0.091,0.6,0.4,0,0,0,0,135,1125,1327,979,1818,976,302,1920,1900,511,1493,952,684,1691,1195,1221,1,2018,2019,True,ORL,GSW
2018-19,1610612739,CLE,Cleveland Cavaliers,21800924,2019-02-28,CLE @ NYK,W,48.0,0.575,0.425,0.432,0.016,0.336,0.088,0.232,0.104,0.416,0.556,0.444,0.643,0.357,0.585,0.415,0,0,0,0,135,1999,461,2161,2379,855,1728,195,1944,1484,840,1591,2202,248,1351,1085,1,2018,2019,False,NYK,CLE
2018-19,1610612755,PHI,Philadelphia 76ers,21800927,2019-02-28,PHI @ OKC,W,48.0,0.67,0.33,0.556,0.074,0.333,0.12,0.111,0.093,0.481,0.767,0.233,0.833,0.167,0.786,0.214,0,0,0,0,135,899,1557,1055,1560,860,1188,1998,2087,740,18,2443,1271,1089,52,2405,1,2018,2019,False,OKC,PHI
2018-19,1610612754,IND,Indiana Pacers,21800922,2019-02-28,IND vs. MIN,W,48.0,0.679,0.321,0.393,0.082,0.393,0.18,0.213,0.23,0.311,0.792,0.208,1.0,0.0,0.875,0.125,0,0,0,0,135,801,1655,2322,1424,401,398,355,192,2305,9,2451,1,2000,2,2459,1,2018,2019,True,IND,MIN
2018-19,1610612752,NYK,New York Knicks,21800924,2019-02-28,NYK vs. CLE,L,48.0,0.663,0.337,0.593,0.169,0.28,0.076,0.127,0.119,0.424,0.486,0.514,0.818,0.182,0.565,0.435,0,0,0,0,135,974,1483,639,264,1433,1916,1763,1701,1399,1445,1002,1386,1011,1583,868,1,2018,2019,True,NYK,CLE
2018-19,1610612760,OKC,Oklahoma City Thunder,21800927,2019-02-28,OKC vs. PHI,L,48.0,0.69,0.31,0.577,0.077,0.231,0.231,0.192,0.125,0.5,0.667,0.333,1.0,0.0,0.737,0.263,0,0,0,0,135,684,1767,814,1506,1960,127,637,1576,541,180,2247,1,2000,168,2282,1,2018,2019,True,OKC,PHI
2018-19,1610612744,GSW,Golden State Warriors,21800923,2019-02-28,GSW @ ORL,L,48.0,0.588,0.412,0.625,0.083,0.281,0.073,0.094,0.156,0.542,0.367,0.633,0.556,0.444,0.41,0.59,0,0,0,0,135,1881,579,367,1398,1411,1961,2219,1012,268,2221,226,2346,92,2387,73,1,2018,2019,False,ORL,GSW
2018-19,1610612743,DEN,Denver Nuggets,21800926,2019-02-28,DEN vs. UTA,L,48.0,0.747,0.253,0.635,0.096,0.202,0.087,0.163,0.096,0.538,0.606,0.394,0.714,0.286,0.625,0.375,0,0,0,0,135,181,2280,297,1147,2180,1753,1108,2046,287,487,1961,1916,464,964,1461,1,2018,2019,True,DEN,UTA
2018-19,1610612748,MIA,Miami Heat,21800925,2019-02-28,MIA @ HOU,L,48.0,0.654,0.346,0.458,0.068,0.381,0.068,0.161,0.229,0.39,0.519,0.481,0.933,0.067,0.667,0.333,0,0,0,0,135,1099,1359,2006,1677,461,2029,1155,199,1742,1149,1283,504,1937,542,1838,1,2018,2019,False,HOU,MIA
2018-19,1610612740,NOP,New Orleans Pelicans,21800921,2019-02-27,NOP @ LAL,L,48.0,0.657,0.343,0.655,0.084,0.176,0.168,0.168,0.092,0.571,0.641,0.359,0.857,0.143,0.674,0.326,0,0,0,0,135,1060,1399,162,1390,2314,517,1051,2091,135,294,2165,1101,1259,531,1923,1,2018,2019,False,LAL,NOP
2018-19,1610612745,HOU,Houston Rockets,21800911,2019-02-27,HOU @ CHA,W,48.0,0.571,0.429,0.492,0.034,0.331,0.093,0.178,0.169,0.458,0.448,0.552,0.769,0.231,0.548,0.452,0,0,0,0,135,2026,430,1730,2205,887,1639,869,795,1003,1758,681,1693,724,1743,702,1,2018,2019,False,CHA,HOU
2018-19,1610612741,CHI,Chicago Bulls,21800916,2019-02-27,CHI @ MEM,W,48.0,0.707,0.293,0.569,0.183,0.22,0.275,0.211,0.239,0.385,0.452,0.548,0.75,0.25,0.513,0.487,0,0,0,0,135,514,1941,913,179,2065,39,382,149,1792,1731,714,1743,617,1991,455,1,2018,2019,False,MEM,CHI
2018-19,1610612742,DAL,Dallas Mavericks,21800918,2019-02-27,DAL vs. IND,W,48.0,0.543,0.457,0.436,0.091,0.436,0.173,0.127,0.173,0.345,0.583,0.417,0.813,0.188,0.675,0.325,0,0,0,0,135,2206,252,2134,1244,184,461,1757,749,2133,620,1820,1451,983,506,1944,1,2018,2019,True,DAL,IND
