close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201143,Al Horford,1610612738,BOS,F-C,32.0,69,69,0.453,174,540,0.322,0.376,-0.053
1627759,Jaylen Brown,1610612738,BOS,G-F,21.0,67,67,0.509,111,350,0.317,0.376,-0.059
1626179,Terry Rozier,1610612738,BOS,G,24.0,77,77,0.481,109,323,0.337,0.378,-0.04
203382,Aron Baynes,1610612738,BOS,C,31.0,78,77,0.382,110,319,0.345,0.376,-0.031
1628369,Jayson Tatum,1610612738,BOS,F,20.0,77,75,0.487,104,310,0.335,0.376,-0.041
203935,Marcus Smart,1610612738,BOS,G,24.0,51,51,0.59,97,279,0.348,0.375,-0.027
202681,Kyrie Irving,1610612738,BOS,G,26.0,56,55,0.437,94,253,0.372,0.377,-0.005
202694,Marcus Morris Sr.,1610612738,BOS,F,28.0,52,51,0.495,81,237,0.342,0.37,-0.028
1628400,Semi Ojeleye,1610612738,BOS,F,23.0,67,57,0.483,64,204,0.314,0.371,-0.057
1628464,Daniel Theis,1610612738,BOS,F-C,26.0,59,55,0.419,73,195,0.374,0.373,0.001
202328,Greg Monroe,1610612738,BOS,C-F,28.0,50,47,0.358,68,184,0.37,0.376,-0.006
203499,Shane Larkin,1610612738,BOS,G,25.0,50,44,0.498,49,134,0.366,0.371,-0.005
1627846,Abdel Nader,1610612738,BOS,F,24.0,39,32,0.506,32,81,0.395,0.356,0.039
1627824,Guerschon Yabusele,1610612738,BOS,F,22.0,28,19,0.485,19,47,0.404,0.368,0.036
1628444,Jabari Bird,1610612738,BOS,G,23.0,8,7,0.76,8,19,0.421,0.377,0.044
1628443,Kadeem Allen,1610612738,BOS,G,25.0,7,4,0.318,1,7,0.143,0.338,-0.195
1626780,Jonathan Gibson,1610612738,BOS,G,30.0,3,3,0.5,2,6,0.333,0.286,0.047
202918,Xavier Silas,1610612738,BOS,G,30.0,1,1,0.5,1,2,0.5,0.378,0.123
