player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
1629646,Charles Bassey,Charles,1610612755,PHI,21.0,3,0,3,0.0,12.483333333333333,0,0,0,2,5,0,1,16,1,0,1,1,12.5,188,186,34,186,191,165,167,155,177,36,1,14,30,106,1,22,174,186,PHI
201980,Danny Green,Danny,1610612755,PHI,35.0,12,6,6,0.5,319.3833333333333,17,4,12,10,110,90,65,278,4,3,23,6,197.4,49,58,162,69,46,51,126,55,131,176,179,165,179,63,126,157,119,62,PHI
201599,DeAndre Jordan,DeAndre,1610612755,PHI,33.0,3,1,2,0.333,30.683333333333334,0,2,0,10,13,16,7,32,2,0,4,3,23.9,188,150,16,114,169,165,143,155,131,48,63,44,52,86,1,54,149,169,PHI
1627788,Furkan Korkmaz,Furkan,1610612755,PHI,24.0,9,3,6,0.333,61.46333333333333,2,5,3,10,27,27,8,66,1,0,7,3,52.4,80,98,162,114,150,142,115,109,131,75,87,49,69,106,1,74,149,144,PHI
1627777,Georges Niang,Georges,1610612755,PHI,29.0,12,6,6,0.5,198.06333333333333,2,6,3,8,77,48,61,184,0,1,30,4,98.1,49,58,162,69,70,142,104,109,139,153,140,158,152,148,61,180,138,113,PHI
1630198,Isaiah Joe,Isaiah,1610612755,PHI,22.0,7,2,5,0.286,14.7,0,3,0,2,17,3,2,22,0,0,1,0,4.4,97,102,139,151,186,165,133,155,177,58,25,17,43,148,1,22,191,202,PHI
1630531,Jaden Springer,Jaden,1610612755,PHI,19.0,5,1,4,0.2,13.1,0,2,0,6,11,3,1,12,0,0,1,1,13.8,139,150,52,160,190,165,143,155,147,44,25,14,21,148,1,22,174,182,PHI
201935,James Harden,James,1610612755,PHI,32.0,12,6,6,0.5,478.5183333333333,25,16,24,68,174,128,132,434,8,15,29,58,460.1,49,58,162,69,23,33,41,24,29,204,195,203,196,26,207,176,16,18,PHI
203954,Joel Embiid,Joel,1610612755,PHI,28.0,10,6,4,0.6,385.28,11,33,20,108,137,108,107,350,8,11,34,89,399.9,74,58,52,35,34,79,17,33,18,190,186,193,187,26,195,184,8,27,PHI
1629680,Matisse Thybulle,Matisse,1610612755,PHI,25.0,9,4,5,0.444,136.75,5,8,4,14,65,42,49,156,7,0,15,6,83.8,80,87,139,103,106,114,88,96,113,139,132,141,132,33,1,123,119,121,PHI
200794,Paul Millsap,Paul,1610612755,PHI,37.0,1,0,1,0.0,5.633333333333334,0,0,0,0,0,2,2,10,0,0,1,0,2.7,207,186,4,186,207,165,167,155,193,1,15,17,18,148,1,22,191,208,PHI
1630194,Paul Reed,Paul,1610612755,PHI,23.0,12,6,6,0.5,139.55,0,14,2,34,65,35,37,146,6,5,29,10,150.2,49,58,162,69,100,165,53,123,67,139,114,123,125,43,162,176,97,75,PHI
1629003,Shake Milton,Shake,1610612755,PHI,25.0,12,6,6,0.5,158.39833333333334,0,9,8,20,80,48,45,176,3,1,13,14,121.3,49,58,162,69,93,165,81,72,97,156,140,133,143,73,61,109,78,96,PHI
202699,Tobias Harris,Tobias,1610612755,PHI,29.0,12,6,6,0.5,465.75666666666666,33,12,30,96,172,137,128,452,10,7,35,16,415.7,49,58,162,69,24,22,58,16,20,202,198,200,198,18,179,188,71,25,PHI
1630178,Tyrese Maxey,Tyrese,1610612755,PHI,21.0,12,6,6,0.5,485.2366666666667,51,22,75,112,172,143,140,456,2,7,24,35,381.9,49,58,162,69,22,12,25,3,15,202,202,204,199,86,179,162,30,31,PHI
