season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl
2022-23,1610612759,22200011,2022-10-19,CHA,SAS,1610612766,1,102,129,L
2022-23,1610612759,22200018,2022-10-21,SAS,IND,1610612754,2,137,134,W
2022-23,1610612759,22200028,2022-10-22,SAS,PHI,1610612755,3,114,105,W
2022-23,1610612759,22200050,2022-10-24,SAS,MIN,1610612750,4,115,106,W
2022-23,1610612759,22200062,2022-10-26,SAS,MIN,1610612750,5,122,134,L
2022-23,1610612759,22200077,2022-10-28,CHI,SAS,1610612741,6,129,124,W
2022-23,1610612759,22200092,2022-10-30,MIN,SAS,1610612750,7,107,98,W
2022-23,1610612759,22200114,2022-11-02,TOR,SAS,1610612761,8,100,143,L
2022-23,1610612759,22200126,2022-11-04,LAC,SAS,1610612746,9,106,113,L
2022-23,1610612759,22200138,2022-11-05,SAS,DEN,1610612743,10,101,126,L
2022-23,1610612759,22200154,2022-11-07,DEN,SAS,1610612743,11,109,115,L
2022-23,1610612759,22200169,2022-11-09,MEM,SAS,1610612763,12,122,124,L
2022-23,1610612759,22200180,2022-11-11,MIL,SAS,1610612749,13,111,93,W
2022-23,1610612759,22200205,2022-11-14,SAS,GSW,1610612744,14,95,132,L
2022-23,1610612759,22200209,2022-11-15,SAS,POR,1610612757,15,110,117,L
2022-23,1610612759,22200222,2022-11-17,SAS,SAC,1610612758,16,112,130,L
2022-23,1610612759,22200239,2022-11-19,SAS,LAC,1610612746,17,97,119,L
2022-23,1610612759,22200247,2022-11-20,SAS,LAL,1610612747,18,92,123,L
2022-23,1610612759,22200269,2022-11-23,NOP,SAS,1610612740,19,110,129,L
2022-23,1610612759,22200282,2022-11-25,LAL,SAS,1610612747,20,94,105,L
2022-23,1610612759,22200288,2022-11-26,LAL,SAS,1610612747,21,138,143,L
2022-23,1610612759,22200319,2022-11-30,SAS,OKC,1610612760,22,111,119,L
2022-23,1610612759,22200333,2022-12-02,NOP,SAS,1610612740,23,99,117,L
2022-23,1610612759,22200345,2022-12-04,PHX,SAS,1610612756,24,95,133,L
2022-23,1610612759,22200375,2022-12-08,HOU,SAS,1610612745,25,118,109,W
2022-23,1610612759,22200387,2022-12-10,SAS,MIA,1610612748,26,115,111,W
2022-23,1610612759,22200406,2022-12-12,CLE,SAS,1610612739,27,112,111,W
2022-23,1610612759,22200420,2022-12-14,POR,SAS,1610612757,28,112,128,L
2022-23,1610612759,22200439,2022-12-17,MIA,SAS,1610612748,29,101,111,L
2022-23,1610612759,22200455,2022-12-19,SAS,HOU,1610612745,30,124,105,W
2022-23,1610612759,22200477,2022-12-22,SAS,NOP,1610612740,31,117,126,L
2022-23,1610612759,22200479,2022-12-23,SAS,ORL,1610612753,32,113,133,L
2022-23,1610612759,22200503,2022-12-26,UTA,SAS,1610612762,33,126,122,W
2022-23,1610612759,22200511,2022-12-27,SAS,OKC,1610612760,34,114,130,L
