season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away
2019-20,1610612749,MIL,Milwaukee Bucks,21900724,2020-01-31,MIL vs. DEN,L,48.0,0.579,0.421,0.539,0.052,0.313,0.174,0.148,0.052,0.487,0.581,0.419,0.917,0.083,0.674,0.326,0,0,0,0,139,1457,657,817,1494,1154,340,1206,2063,485,524,1581,485,1580,468,1641,1,2019,2020,True,MIL,DEN
2019-20,1610612742,DAL,Dallas Mavericks,21900722,2020-01-31,DAL @ HOU,L,48.0,0.6,0.4,0.479,0.066,0.347,0.066,0.174,0.083,0.413,0.586,0.414,0.857,0.143,0.674,0.326,0,0,0,0,139,1253,847,1383,1265,838,1773,802,1919,1215,486,1619,895,1146,468,1641,1,2019,2020,False,HOU,DAL
2019-20,1610612757,POR,Portland Trail Blazers,21900726,2020-01-31,POR @ LAL,W,48.0,0.629,0.371,0.567,0.094,0.307,0.189,0.126,0.134,0.472,0.5,0.5,0.538,0.462,0.51,0.49,0,0,0,0,139,953,1166,594,800,1212,237,1527,1305,621,1035,950,2044,67,1737,381,1,2019,2020,False,LAL,POR
2019-20,1610612763,MEM,Memphis Grizzlies,21900723,2020-01-31,MEM @ NOP,L,48.0,0.677,0.323,0.703,0.108,0.162,0.135,0.135,0.216,0.595,0.359,0.641,0.5,0.5,0.378,0.622,0,0,0,0,139,461,1652,35,638,2050,757,1385,259,59,1904,214,2062,39,2084,34,1,2019,2020,False,NOP,MEM
2019-20,1610612760,OKC,Oklahoma City Thunder,21900725,2020-01-31,OKC @ PHX,W,48.0,0.68,0.32,0.631,0.144,0.189,0.108,0.18,0.171,0.486,0.571,0.429,0.857,0.143,0.619,0.381,0,0,0,0,139,424,1693,210,291,1987,1144,720,698,493,576,1515,895,1146,883,1220,1,2019,2020,False,PHX,OKC
2019-20,1610612751,BKN,Brooklyn Nets,21900721,2020-01-31,BKN vs. CHI,W,48.0,0.613,0.388,0.526,0.06,0.338,0.173,0.135,0.158,0.466,0.629,0.371,0.6,0.4,0.62,0.38,0,0,0,0,139,1125,992,936,1345,921,348,1384,897,671,293,1822,1963,125,878,1237,1,2019,2020,True,BKN,CHI
2019-20,1610612741,CHI,Chicago Bulls,21900721,2020-01-31,CHI @ BKN,L,48.0,0.605,0.395,0.508,0.085,0.305,0.136,0.186,0.169,0.424,0.533,0.467,0.917,0.083,0.643,0.357,0,0,0,0,139,1209,902,1111,947,1240,747,625,723,1103,842,1258,485,1580,685,1423,1,2019,2020,False,BKN,CHI
2019-20,1610612761,TOR,Toronto Raptors,21900720,2020-01-31,TOR @ DET,W,48.0,0.682,0.318,0.667,0.038,0.257,0.162,0.076,0.143,0.629,0.6,0.4,0.556,0.444,0.591,0.409,0,0,0,0,139,398,1717,82,1694,1639,455,2024,1132,16,404,1679,2027,82,1133,974,1,2019,2020,False,DET,TOR
2019-20,1610612747,LAL,Los Angeles Lakers,21900726,2020-01-31,LAL vs. POR,L,48.0,0.667,0.333,0.571,0.067,0.277,0.353,0.151,0.067,0.504,0.588,0.412,0.727,0.273,0.622,0.378,0,0,0,0,139,524,1562,555,1248,1479,1,1153,2004,381,475,1634,1607,476,859,1251,1,2019,2020,True,LAL,POR
2019-20,1610612756,PHX,Phoenix Suns,21900725,2020-01-31,PHX vs. OKC,L,48.0,0.684,0.316,0.505,0.168,0.252,0.103,0.243,0.196,0.336,0.444,0.556,0.889,0.111,0.556,0.444,0,0,0,0,139,384,1730,1139,169,1679,1227,142,411,1825,1493,601,694,1357,1409,680,1,2019,2020,True,PHX,OKC
2019-20,1610612743,DEN,Denver Nuggets,21900724,2020-01-31,DEN @ MIL,W,48.0,0.54,0.46,0.409,0.126,0.52,0.102,0.071,0.102,0.283,0.5,0.5,0.727,0.273,0.604,0.396,0,0,0,0,139,1778,341,1868,432,38,1233,2049,1730,2040,1035,950,1607,476,1036,1079,1,2019,2020,False,MIL,DEN
2019-20,1610612765,DET,Detroit Pistons,21900720,2020-01-31,DET vs. TOR,L,48.0,0.544,0.456,0.37,0.065,0.359,0.033,0.272,0.174,0.304,0.412,0.588,1.0,0.0,0.643,0.357,0,0,0,0,139,1748,370,2003,1282,748,2051,57,675,1964,1672,438,1,1785,685,1423,1,2019,2020,True,DET,TOR
2019-20,1610612740,NOP,New Orleans Pelicans,21900723,2020-01-31,NOP vs. MEM,W,48.0,0.642,0.358,0.518,0.029,0.324,0.094,0.158,0.115,0.489,0.472,0.528,0.867,0.133,0.588,0.412,0,0,0,0,139,801,1313,1029,1854,1050,1372,1046,1558,478,1309,805,850,1227,1158,954,1,2019,2020,True,NOP,MEM
