close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
203497,Rudy Gobert,1610612762,UTA,C,29.0,11,11,0.346,31,83,0.373,0.393,-0.019
1626220,Royce O'Neale,1610612762,UTA,F,28.0,11,11,0.344,21,64,0.328,0.372,-0.044
202711,Bojan Bogdanović,1610612762,UTA,F,32.0,11,11,0.393,21,46,0.457,0.388,0.068
1628378,Donovan Mitchell,1610612762,UTA,G,24.0,10,10,0.455,14,40,0.35,0.401,-0.051
203903,Jordan Clarkson,1610612762,UTA,G,29.0,11,11,0.375,15,33,0.455,0.4,0.055
204060,Joe Ingles,1610612762,UTA,F-G,33.0,11,10,0.421,16,32,0.5,0.399,0.101
201144,Mike Conley,1610612762,UTA,G,33.0,6,6,0.253,7,20,0.35,0.36,-0.01
202324,Derrick Favors,1610612762,UTA,F,29.0,11,9,0.179,9,19,0.474,0.382,0.092
1627777,Georges Niang,1610612762,UTA,F,28.0,11,9,0.349,5,15,0.333,0.383,-0.05
1629671,Miye Oni,1610612762,UTA,G-F,23.0,7,5,0.44,3,11,0.273,0.412,-0.139
1630235,Trent Forrest,1610612762,UTA,G,23.0,2,1,0.5,1,3,0.333,0.312,0.021
1629714,Jarrell Brantley,1610612762,UTA,F,25.0,1,1,0.5,0,1,0.0,0.368,-0.368
