group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,202951,Jeremy Pargo,Jeremy,1610612744,GSW,34.0,1,0,1,0.0,0.9083333333333332,0,0,0,0,0,0,0,2,0,0,1,0,0.0,414,415,28,415,433,210,223,157,296,1,1,1,39,181,1,95,319,406,GSW
Players,203952,Andrew Wiggins,Andrew,1610612744,GSW,25.0,27,7,20,0.259,87.915,8,6,0,30,23,23,8,72,2,3,7,13,98.0,84,198,441,382,83,42,57,157,27,356,351,286,363,58,404,308,49,63,GSW
Players,201939,Stephen Curry,Stephen,1610612744,GSW,32.0,1,0,1,0.0,1.745,0,0,0,0,2,0,0,4,0,0,0,1,2.0,414,415,28,415,416,210,223,157,296,89,1,1,73,181,1,1,262,377,GSW
Players,1627814,Damion Lee,Damion,1610612744,GSW,27.0,18,6,12,0.333,62.34333333333333,2,0,0,6,21,20,16,62,0,3,11,8,53.0,178,210,341,331,144,141,223,157,138,338,327,393,334,181,404,393,93,132,GSW
Players,1628539,Mychal Mulder,Mychal,1610612744,GSW,26.0,2,1,1,0.5,5.361666666666666,1,0,3,0,0,0,0,4,0,0,0,2,6.0,383,358,28,177,363,188,223,58,296,1,1,1,73,181,1,1,220,328,GSW
Players,1627737,Marquese Chriss,Marquese,1610612744,GSW,22.0,12,2,10,0.167,30.031666666666663,0,2,0,4,11,11,9,34,4,2,4,1,32.4,232,321,297,405,224,210,159,157,169,246,254,307,266,22,353,226,262,179,GSW
Players,1629065,Ky Bowman,Ky,1610612744,GSW,23.0,11,1,10,0.091,15.865,0,2,0,2,14,4,5,10,0,0,6,0,4.2,245,358,297,413,282,210,159,157,217,284,154,229,136,181,1,287,319,351,GSW
Players,203110,Draymond Green,Draymond,1610612744,GSW,30.0,16,6,10,0.375,54.376666666666665,1,0,0,0,13,21,12,62,2,1,11,7,64.7,194,210,297,311,159,188,223,157,296,271,335,352,334,58,253,393,104,106,GSW
Players,1629672,Eric Paschall,Eric,1610612744,GSW,23.0,17,5,12,0.294,50.945,5,7,0,6,19,14,11,46,0,2,4,5,25.5,187,231,341,365,167,75,46,157,138,323,286,337,298,181,353,226,131,202,GSW
Players,1629308,Juan Toscano-Anderson,Juan,1610612744,GSW,27.0,2,1,1,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,383,358,28,177,434,210,223,157,296,1,1,1,1,181,1,1,319,406,GSW
Players,1629673,Jordan Poole,Jordan,1610612744,GSW,21.0,9,1,8,0.111,9.51,0,0,0,0,8,6,1,8,0,1,4,0,0.0,272,358,254,411,329,210,223,157,296,209,183,123,121,181,253,226,319,406,GSW
Players,1629668,Zach Norvell Jr.,Zach,1610612744,GSW,22.0,1,0,1,0.0,0.3866666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.0,414,415,28,415,443,210,223,157,296,1,1,1,1,181,1,1,319,406,GSW
