season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2015-16,1610612744,GSW,Golden State Warriors,41500407,2016-06-19T00:00:00,GSW vs. CLE,L,48.0,10.0,6.0,7.0,28.0,16.0,17.0,18.0,48.0,0,0,0,87,11,127,152,137,153,95,129,142,131,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500407,2016-06-19T00:00:00,CLE @ GSW,W,48.0,16.0,17.0,18.0,48.0,10.0,6.0,7.0,28.0,0,0,0,1,11,67,34,25,26,31,19,29,12,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500406,2016-06-16T00:00:00,CLE vs. GSW,W,48.0,15.0,12.0,19.0,42.0,16.0,9.0,10.0,30.0,0,0,0,1,11,79,87,18,62,95,38,66,21,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500406,2016-06-16T00:00:00,GSW @ CLE,L,48.0,16.0,9.0,10.0,30.0,15.0,12.0,19.0,42.0,0,0,0,87,11,67,117,98,142,85,78,149,97,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500405,2016-06-13T00:00:00,GSW vs. CLE,L,48.0,11.0,19.0,9.0,30.0,18.0,9.0,28.0,48.0,0,0,0,87,11,119,17,110,142,121,38,170,131,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500405,2016-06-13T00:00:00,CLE @ GSW,W,48.0,18.0,9.0,28.0,48.0,11.0,19.0,9.0,30.0,0,0,0,1,11,41,117,2,26,47,149,56,21,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500404,2016-06-10T00:00:00,CLE vs. GSW,L,48.0,9.0,25.0,6.0,48.0,18.0,19.0,9.0,20.0,0,0,0,87,11,143,3,146,26,121,149,56,1,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500404,2016-06-10T00:00:00,GSW @ CLE,W,48.0,18.0,19.0,9.0,20.0,9.0,25.0,6.0,48.0,0,0,0,1,11,41,17,110,170,19,168,20,131,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500403,2016-06-08T00:00:00,GSW @ CLE,L,48.0,8.0,3.0,8.0,32.0,34.0,23.0,15.0,54.0,0,0,0,87,11,155,167,119,128,172,165,117,161,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500403,2016-06-08T00:00:00,CLE vs. GSW,W,48.0,34.0,23.0,15.0,54.0,8.0,3.0,8.0,32.0,0,0,0,1,11,1,8,43,10,15,4,37,32,1.0,2015,2016
