season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
42017,1610612750,MIN,Minnesota Timberwolves,Cut,Defensive,0.067,5,0.04,1.571,0.833,0.143,0.0,0.143,0.0,0.81,0.833,21,33,15,18,3,2017-18,2017,2018
42017,1610612754,IND,Indiana Pacers,Cut,Defensive,0.4,7,0.044,1.29,0.68,0.161,0.06,0.129,0.03,0.677,0.68,31,40,17,25,8,2017-18,2017,2018
42017,1610612760,OKC,Oklahoma City Thunder,Cut,Defensive,0.8,6,0.059,1.128,0.621,0.154,0.1,0.154,0.0,0.615,0.621,39,44,18,29,11,2017-18,2017,2018
42017,1610612748,MIA,Miami Heat,Cut,Defensive,0.867,5,0.081,1.128,0.558,0.128,0.02,0.106,0.06,0.553,0.558,47,53,24,43,19,2017-18,2017,2018
42017,1610612749,MIL,Milwaukee Bucks,Cut,Defensive,0.667,7,0.059,1.25,0.636,0.25,0.05,0.227,0.05,0.659,0.636,44,55,21,33,12,2017-18,2017,2018
42017,1610612757,POR,Portland Trail Blazers,Cut,Defensive,0.0,4,0.089,1.658,0.839,0.237,0.03,0.237,0.08,0.816,0.839,38,63,26,31,5,2017-18,2017,2018
42017,1610612759,SAS,San Antonio Spurs,Cut,Defensive,0.733,5,0.11,1.224,0.638,0.155,0.05,0.155,0.03,0.638,0.638,58,71,30,47,17,2017-18,2017,2018
42017,1610612762,UTA,Utah Jazz,Cut,Defensive,0.2,11,0.047,1.357,0.723,0.089,0.05,0.107,0.0,0.696,0.723,56,76,34,47,13,2017-18,2017,2018
42017,1610612764,WAS,Washington Wizards,Cut,Defensive,0.533,6,0.093,1.267,0.652,0.2,0.05,0.2,0.02,0.683,0.652,60,76,30,46,16,2017-18,2017,2018
42017,1610612755,PHI,Philadelphia 76ers,Cut,Defensive,0.6,10,0.062,1.254,0.655,0.179,0.06,0.194,0.07,0.627,0.655,67,84,36,55,19,2017-18,2017,2018
42017,1610612740,NOP,New Orleans Pelicans,Cut,Defensive,1.0,9,0.108,1.054,0.552,0.081,0.08,0.081,0.03,0.532,0.552,111,117,53,96,43,2017-18,2017,2018
42017,1610612761,TOR,Toronto Raptors,Cut,Defensive,0.133,10,0.078,1.434,0.693,0.12,0.01,0.108,0.04,0.699,0.693,83,119,52,75,23,2017-18,2017,2018
42017,1610612738,BOS,Boston Celtics,Cut,Defensive,0.333,19,0.057,1.295,0.695,0.107,0.1,0.098,0.05,0.634,0.695,112,145,66,95,29,2017-18,2017,2018
42017,1610612745,HOU,Houston Rockets,Cut,Defensive,0.933,17,0.076,1.096,0.595,0.088,0.11,0.081,0.01,0.559,0.595,136,149,66,111,45,2017-18,2017,2018
42017,1610612744,GSW,Golden State Warriors,Cut,Defensive,0.467,21,0.066,1.278,0.648,0.119,0.07,0.106,0.03,0.636,0.648,151,193,83,128,45,2017-18,2017,2018
42017,1610612739,CLE,Cleveland Cavaliers,Cut,Defensive,0.267,22,0.079,1.32,0.692,0.163,0.05,0.152,0.02,0.685,0.692,178,235,99,143,44,2017-18,2017,2018
