GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,201166,Aaron Brooks,Aaron,1610612741,CHI,31.0,12,6,6,0.5,3.1,0.4,0.6,0.545,0.091,0.273,0.0,0.182,0.182,0.455,0.0,1.0,0.5,0.5,0.125,0.875,8,15,0.533,257,235,174,188,170,311,65,141,153,117,175,237,100,118,270,1,167,32,306,36,138,163,86
Players,1626171,Bobby Portis,Bobby,1610612741,CHI,21.0,6,2,4,0.333,2.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,312,326,127,330,282,1,275,1,195,209,175,299,234,1,1,257,194,82,1,264,279,316,98
Players,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,23.0,1,1,0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,362,1,1,385,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
Players,201565,Derrick Rose,Derrick,1610612741,CHI,27.0,33,17,16,0.515,4.5,0.905,0.095,0.744,0.282,0.077,0.0,0.179,0.115,0.462,0.069,0.931,0.5,0.5,0.097,0.903,31,84,0.369,81,88,324,184,17,125,253,69,46,194,175,242,165,112,266,54,167,32,307,34,24,19,219
Players,203926,Doug McDermott,Doug,1610612741,CHI,24.0,27,13,14,0.481,1.9,0.4,0.6,0.333,0.0,0.5,0.0,0.167,0.0,0.333,0.5,0.5,1.0,0.0,0.75,0.25,4,10,0.4,131,129,298,234,300,311,65,249,195,43,175,244,234,171,138,146,1,82,119,213,197,204,186
Players,202734,E'Twaun Moore,E'Twaun,1610612741,CHI,27.0,22,16,6,0.727,3.7,0.579,0.421,0.4,0.08,0.6,0.08,0.0,0.24,0.32,0.0,1.0,1.0,0.0,0.5,0.5,10,19,0.526,182,99,174,51,82,244,135,225,161,27,124,299,59,190,270,1,1,82,198,115,111,142,91
Players,202710,Jimmy Butler III,Jimmy,1610612741,CHI,26.0,38,21,17,0.553,5.0,0.742,0.258,0.482,0.19,0.175,0.029,0.343,0.117,0.292,0.182,0.818,0.75,0.25,0.293,0.707,41,89,0.461,38,33,341,147,8,172,207,185,89,162,169,120,164,203,244,72,144,60,273,69,9,14,138
Players,201149,Joakim Noah,Joakim,1610612741,CHI,31.0,13,8,5,0.615,1.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,250,195,153,96,320,1,275,1,195,209,175,299,234,1,270,1,194,82,313,1,279,316,98
Players,203200,Justin Holiday,Justin,1610612741,CHI,27.0,11,7,4,0.636,2.1,1.0,0.0,0.667,0.667,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,269,215,127,88,286,1,275,88,9,209,175,125,234,303,1,257,194,82,1,264,279,337,1
Players,2399,Mike Dunleavy,Mike,1610612741,CHI,35.0,11,9,2,0.818,1.5,0.4,0.6,0.0,0.0,0.75,0.125,0.25,0.375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,5,0.4,269,182,75,41,348,311,65,320,195,16,89,189,25,303,270,257,1,82,1,264,249,269,186
Players,202703,Nikola Mirotic,Nikola,1610612741,CHI,25.0,29,15,14,0.517,2.8,0.278,0.722,0.143,0.0,0.214,0.0,0.643,0.0,0.143,1.0,0.0,1.0,0.0,1.0,0.0,4,18,0.222,117,109,298,183,212,340,39,311,195,140,175,29,234,281,1,257,1,82,1,264,197,144,316
Players,2200,Pau Gasol,Pau,1610612741,CHI,35.0,42,24,18,0.571,4.4,0.932,0.068,0.507,0.24,0.04,0.0,0.453,0.093,0.267,0.632,0.368,1.0,0.0,0.65,0.35,20,59,0.339,16,14,361,127,21,116,263,162,66,207,175,65,187,223,119,201,1,82,161,181,55,41,254
Players,203915,Spencer Dinwiddie,Spencer,1610612741,CHI,23.0,1,1,0,1.0,7.1,0.8,0.2,0.667,0.333,0.0,0.0,0.333,0.0,0.333,0.0,1.0,0.0,0.0,0.0,1.0,2,5,0.4,404,362,1,1,2,147,228,88,31,209,175,125,234,171,270,1,194,82,313,1,249,269,186
Players,201959,Taj Gibson,Taj,1610612741,CHI,31.0,34,19,15,0.559,3.2,1.0,0.0,0.286,0.0,0.0,0.0,0.714,0.0,0.286,0.5,0.5,0.0,0.0,0.5,0.5,2,9,0.222,76,64,313,140,150,1,275,272,195,209,175,19,234,205,138,146,194,82,198,115,249,217,316
Players,203503,Tony Snell,Tony,1610612741,CHI,24.0,16,7,9,0.438,4.7,0.154,0.846,0.0,0.0,0.857,0.143,0.143,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,13,0.154,222,215,223,263,14,357,21,320,195,10,76,259,234,303,270,257,1,82,1,264,249,178,332
