player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
202329,Al-Farouq Aminu,Al-Farouq,1610612757,POR,28.0,81,52,29,0.642,2291.6983333333333,108.2,498,0.204,0.289,68,0.189,33,0.125,662,638,639,2284,7.1,22,18,312,112,58,261,19,71,78,83,256,119,295,417,484,465,468,61,POR
1629014,Anfernee Simons,Anfernee,1610612757,POR,20.0,20,17,3,0.85,140.50833333333333,122.1,10,0.067,0.102,1,0.059,0,0.0,82,50,47,158,-0.16,421,328,48,14,446,521,466,481,475,471,499,473,473,114,99,89,91,528,POR
203468,CJ McCollum,CJ,1610612757,POR,27.0,70,43,27,0.614,2375.2566666666667,108.9,220,0.087,0.122,55,0.156,28,0.11,728,691,678,2384,6.79,148,88,271,139,46,302,144,420,431,127,358,149,331,453,504,486,483,70,POR
203081,Damian Lillard,Damian,1610612757,POR,28.0,80,51,29,0.638,2837.7566666666667,107.9,303,0.1,0.142,88,0.21,34,0.106,849,790,815,2838,9.04,42,21,312,113,6,247,83,355,372,40,194,110,335,497,523,518,524,22,POR
202683,Enes Freedom,Enes,1610612757,POR,27.0,67,28,39,0.418,1639.378333333333,112.6,402,0.245,0.353,32,0.135,26,0.211,546,426,460,1760,2.88,179,219,438,363,164,454,42,29,29,237,410,161,175,364,353,370,386,265,POR
202323,Evan Turner,Evan,1610612757,POR,30.0,73,47,26,0.644,1605.7133333333334,109.1,291,0.167,0.239,33,0.181,18,0.128,481,460,470,1510,4.51,124,51,262,108,170,309,89,135,148,230,289,222,293,333,376,374,348,171,POR
1629018,Gary Trent Jr.,Gary,1610612757,POR,20.0,15,14,1,0.933,110.55,115.1,10,0.08,0.122,1,0.067,2,0.222,51,36,35,118,0.12,441,361,9,9,458,498,466,442,434,471,496,424,163,81,80,78,80,484,POR
1627774,Jake Layman,Jake,1610612757,POR,25.0,71,46,25,0.648,1326.9366666666667,108.9,161,0.115,0.165,31,0.182,30,0.233,486,373,350,1384,3.81,144,61,255,102,215,299,228,284,299,244,281,138,152,336,323,301,325,207,POR
203994,Jusuf Nurkić,Jusuf,1610612757,POR,24.0,72,45,27,0.625,1973.5533333333333,106.5,505,0.241,0.335,71,0.228,103,0.452,534,528,532,1944,7.14,135,70,271,126,108,189,17,31,39,71,154,16,47,358,415,415,414,60,POR
203090,Maurice Harkless,Maurice,1610612757,POR,26.0,60,37,23,0.617,1415.13,106.8,192,0.128,0.183,67,0.285,53,0.305,404,417,438,1380,4.99,232,139,230,137,198,200,181,249,260,87,66,56,113,290,346,350,323,144,POR
203086,Meyers Leonard,Meyers,1610612757,POR,27.0,61,35,26,0.574,877.6783333333333,112.2,184,0.206,0.294,13,0.148,9,0.18,338,236,269,838,1.65,227,152,262,191,296,442,191,68,73,361,374,310,215,253,233,243,229,348,POR
203918,Rodney Hood,Rodney,1610612757,POR,26.0,72,29,43,0.403,1892.5633333333333,113.7,132,0.071,0.102,59,0.23,12,0.091,613,501,524,1970,2.65,135,209,474,374,125,478,265,470,474,110,148,277,361,397,398,408,422,282,POR
203552,Seth Curry,Seth,1610612757,POR,28.0,74,49,25,0.662,1399.3916666666669,105.1,93,0.062,0.09,36,0.221,12,0.089,455,397,422,1308,5.53,112,30,255,89,200,131,318,491,496,217,166,277,367,313,335,342,311,122,POR
1627746,Skal Labissiere,Skal,1610612757,POR,23.0,22,12,10,0.545,176.47,120.8,34,0.185,0.274,5,0.192,6,0.5,87,59,53,192,-0.13,411,387,102,214,432,518,410,99,96,433,246,358,28,120,111,100,106,525,POR
1627735,Wade Baldwin IV,Wade,1610612757,POR,23.0,16,10,6,0.625,93.65333333333334,118.5,13,0.123,0.188,1,0.111,2,0.286,41,30,35,98,0.0,438,400,76,126,464,514,457,266,246,471,459,424,123,78,70,78,67,514,POR
1628380,Zach Collins,Zach,1610612757,POR,21.0,77,51,26,0.662,1355.736666666667,107.8,215,0.144,0.21,25,0.17,66,0.508,471,440,399,1280,4.29,74,21,262,88,210,245,150,199,194,280,326,39,27,328,361,329,307,186,POR
