season,team_id,team,sos_v0
2021-22,1610612737,ATL,-0.38279132791327913
2021-22,1610612738,BOS,0.02642276422764228
2021-22,1610612739,CLE,0.3497628726287263
2021-22,1610612740,NOP,0.20460704607046068
2021-22,1610612741,CHI,-0.11280487804878049
2021-22,1610612742,DAL,-0.16802168021680217
2021-22,1610612743,DEN,-0.1473577235772358
2021-22,1610612744,GSW,0.2857384823848238
2021-22,1610612745,HOU,0.43428184281842813
2021-22,1610612746,LAC,-0.03760162601626018
2021-22,1610612747,LAL,-0.203760162601626
2021-22,1610612748,MIA,-0.0731707317073171
2021-22,1610612749,MIL,-0.4849254742547426
2021-22,1610612750,MIN,0.49186991869918695
2021-22,1610612751,BKN,-0.3423102981029811
2021-22,1610612752,NYK,-0.06233062330623308
2021-22,1610612753,ORL,0.41598915989159896
2021-22,1610612754,IND,-0.13719512195121955
2021-22,1610612755,PHI,-0.47899728997289975
2021-22,1610612756,PHX,-0.18699186991869918
2021-22,1610612757,POR,0.04996612466124657
2021-22,1610612758,SAC,0.3634823848238482
2021-22,1610612759,SAS,0.138550135501355
2021-22,1610612760,OKC,0.5511517615176151
2021-22,1610612761,TOR,0.013380758807588055
2021-22,1610612762,UTA,-0.4225948509485095
2021-22,1610612763,MEM,0.07012195121951215
2021-22,1610612764,WAS,-0.19715447154471546
2021-22,1610612765,DET,0.061653116531165265
2021-22,1610612766,CHA,-0.018970189701897025
