group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,203085,Austin Rivers,Austin,1610612745,HOU,26.0,6,3,3,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.067,0.0,0.0,0.0,1.0,0.0,0.429,0.143,0.0,23,24,86,45,45,92,70,91,43,72,47,47,43,61,68,54,1,38,1,1,110,39,74
Players,101108,Chris Paul,Chris,1610612745,HOU,34.0,8,4,4,0.5,33.0,0.165,0.056,0.125,0.0,0.1,0.273,0.25,0.2,0.125,0.147,0.375,0.25,0.667,0.0,0.25,0.176,0.19,0.123,13,17,105,45,22,47,69,57,43,65,21,22,29,57,54,16,96,4,28,104,73,34,60
Players,203991,Clint Capela,Clint,1610612745,HOU,25.0,6,3,3,0.5,22.0,0.075,0.0,0.094,0.0,0.0,0.0,0.0,0.5,0.235,0.304,0.25,0.167,0.0,0.0,0.2,0.0,0.071,0.0,23,24,86,45,31,82,70,75,43,72,47,47,8,33,27,28,84,38,28,101,1,52,74
Players,1627863,Danuel House Jr.,Danuel,1610612745,HOU,26.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,94,20,94,110,92,70,91,43,72,47,47,43,66,72,54,1,38,28,1,1,56,74
Players,201569,Eric Gordon,Eric,1610612745,HOU,30.0,8,4,4,0.5,35.0,0.169,0.222,0.235,0.571,0.333,0.042,0.033,0.0,0.037,0.027,0.125,0.167,0.333,0.0,0.4,0.235,0.091,0.194,13,17,105,45,17,45,37,31,6,21,46,46,43,65,70,48,84,18,28,111,87,49,43
Players,101123,Gerald Green,Gerald,1610612745,HOU,33.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,94,20,94,120,92,70,91,43,72,47,47,43,66,72,54,1,38,28,1,1,56,74
Players,202697,Iman Shumpert,Iman,1610612745,HOU,29.0,2,0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,94,55,94,96,92,70,91,43,72,47,47,43,66,72,54,1,38,28,1,1,56,74
Players,201935,James Harden,James,1610612745,HOU,29.0,8,4,4,0.5,35.0,0.398,0.611,0.451,0.429,0.476,0.5,0.467,0.1,0.296,0.243,0.0,0.333,0.0,0.333,0.2,0.412,0.409,0.552,13,17,105,45,17,7,4,7,19,12,11,14,38,26,39,54,100,38,14,101,109,12,4
Players,2403,Nene,ene,1610612745,HOU,36.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,94,20,94,111,92,70,91,43,72,47,47,43,66,72,54,1,38,28,1,1,56,74
Players,200782,P.J. Tucker,P.J.,1610612745,HOU,34.0,8,4,4,0.5,34.0,0.148,0.111,0.14,0.0,0.1,0.208,0.267,0.444,0.37,0.389,0.375,0.091,0.0,0.333,0.0,0.0,0.227,0.134,13,17,105,45,20,51,60,55,43,65,28,21,15,15,10,16,79,38,14,1,1,27,57
