close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
203506,Victor Oladipo,1610612753,ORL,G,24.0,71,71,0.397,1.63,4.65,0.352,0.356,-0.004
203901,Elfrid Payton,1610612753,ORL,G,22.0,72,70,0.379,1.35,3.86,0.349,0.358,-0.009
203095,Evan Fournier,1610612753,ORL,G-F,23.0,78,74,0.383,1.36,3.6,0.377,0.36,0.017
201228,C.J. Watson,1610612753,ORL,G,32.0,32,29,0.437,1.06,2.72,0.391,0.349,0.042
203932,Aaron Gordon,1610612753,ORL,F,20.0,77,66,0.326,0.92,2.6,0.355,0.353,0.002
1626209,Mario Hezonja,1610612753,ORL,G-F,21.0,74,64,0.389,0.89,2.41,0.371,0.352,0.019
101141,Ersan Ilyasova,1610612753,ORL,F,29.0,74,59,0.221,0.77,2.04,0.377,0.362,0.015
201943,Brandon Jennings,1610612753,ORL,G,26.0,48,38,0.301,0.58,1.67,0.35,0.341,0.009
203894,Shabazz Napier,1610612753,ORL,G,24.0,46,30,0.412,0.61,1.67,0.364,0.355,0.008
203094,Andrew Nicholson,1610612753,ORL,F,26.0,52,28,0.213,0.37,1.27,0.288,0.37,-0.082
203906,Devyn Marble,1610612753,ORL,F,23.0,22,14,0.342,0.45,1.23,0.37,0.332,0.038
201160,Jason Smith,1610612753,ORL,F-C,30.0,75,41,0.177,0.45,1.15,0.395,0.364,0.032
202696,Nikola Vučević,1610612753,ORL,C,25.0,64,31,0.071,0.27,0.89,0.298,0.354,-0.056
203473,Dewayne Dedmon,1610612753,ORL,C,26.0,50,20,0.095,0.22,0.56,0.393,0.36,0.033
203951,Keith Appling,1610612753,ORL,G,24.0,3,1,0.25,0.0,0.33,0.0,0.313,-0.313
