close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201980,Danny Green,1610612759,SAS,G-F,29.0,10,10,0.512,2.1,6.6,0.318,0.381,-0.063
200746,LaMarcus Aldridge,1610612759,SAS,F,30.0,10,10,0.436,2.5,6.1,0.41,0.393,0.017
202695,Kawhi Leonard,1610612759,SAS,F,25.0,10,10,0.505,2.0,5.1,0.392,0.379,0.014
2225,Tony Parker,1610612759,SAS,G,34.0,10,10,0.581,1.4,3.6,0.389,0.373,0.016
201988,Patty Mills,1610612759,SAS,G,27.0,10,9,0.556,0.9,3.0,0.3,0.37,-0.07
2564,Boris Diaw,1610612759,SAS,C-F,34.0,9,9,0.531,1.33,2.89,0.462,0.379,0.082
1938,Manu Ginobili,1610612759,SAS,G,38.0,10,10,0.509,0.9,2.7,0.333,0.369,-0.036
203937,Kyle Anderson,1610612759,SAS,F,22.0,10,8,0.511,0.9,2.3,0.391,0.376,0.015
2561,David West,1610612759,SAS,F,35.0,9,8,0.295,0.67,2.0,0.333,0.369,-0.035
2755,Kevin Martin,1610612759,SAS,G,33.0,4,4,0.571,0.25,2.0,0.125,0.326,-0.201
203613,Jonathon Simmons,1610612759,SAS,G-F,26.0,2,2,0.8,1.5,2.0,0.75,0.388,0.362
1495,Tim Duncan,1610612759,SAS,C-F,40.0,10,7,0.253,0.8,1.9,0.421,0.388,0.033
1889,Andre Miller,1610612759,SAS,G,40.0,4,3,0.5,0.5,1.25,0.4,0.345,0.055
1626246,Boban Marjanović,1610612759,SAS,C,27.0,4,3,0.333,0.75,1.25,0.6,0.342,0.258
