TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,82,41,41,0.5,3971.0,16.9,14.2,13.2,53.8,15.5,13.9,15.2,54.2,1,17,17,17,8,16,10,18,8,8,20,25,29
1610612738,Boston Celtics,82,57,25,0.695,3996.0,15.7,12.5,13.7,45.7,15.1,12.5,13.0,48.2,1,2,2,2,1,23,22,16,25,5,5,9,8
1610612751,Brooklyn Nets,82,45,37,0.549,3946.0,16.4,11.0,14.7,43.9,16.8,14.6,13.3,49.9,1,9,9,9,29,17,28,8,29,15,26,12,15
1610612766,Charlotte Hornets,82,27,55,0.329,3966.0,17.2,14.1,15.2,52.6,16.8,14.2,12.1,52.4,1,27,27,27,12,13,12,6,11,17,21,3,23
1610612741,Chicago Bulls,82,40,42,0.488,3981.0,18.1,10.5,13.8,47.9,15.4,11.8,12.7,46.4,1,19,19,19,4,4,30,15,19,7,2,7,4
1610612739,Cleveland Cavaliers,82,51,31,0.622,3976.0,19.2,12.3,12.6,52.2,15.4,12.0,12.6,45.8,1,5,5,5,5,3,23,24,13,6,4,6,2
1610612742,Dallas Mavericks,82,38,44,0.463,3986.0,15.8,10.7,10.9,42.3,14.8,14.3,13.1,50.5,1,21,21,21,3,22,29,29,30,3,23,11,18
1610612743,Denver Nuggets,82,53,29,0.646,3951.0,15.9,13.0,16.2,54.8,17.4,13.4,13.6,52.3,1,4,4,4,25,21,20,5,3,19,14,14,22
1610612765,Detroit Pistons,82,17,65,0.207,3961.0,15.9,14.8,11.7,46.2,18.0,14.7,13.4,53.7,1,30,30,30,18,20,7,27,22,24,27,13,28
1610612744,Golden State Warriors,82,44,38,0.537,3966.0,17.4,13.5,14.3,44.5,19.3,13.2,14.0,49.4,1,11,11,11,12,10,16,13,28,29,10,18,14
1610612745,Houston Rockets,82,22,60,0.268,3951.0,15.5,16.6,12.9,54.6,20.5,13.0,17.4,48.8,1,28,28,28,25,25,1,20,5,30,8,30,11
1610612754,Indiana Pacers,82,35,47,0.427,3951.0,17.2,13.6,18.0,49.4,18.3,15.3,15.0,53.5,1,23,23,23,25,14,15,1,18,26,29,23,27
1610612746,LA Clippers,82,44,38,0.537,3966.0,15.9,11.7,12.8,45.2,18.0,13.2,14.5,50.8,1,11,11,11,12,19,26,21,27,23,11,21,19
1610612747,Los Angeles Lakers,82,43,39,0.524,3976.0,13.9,13.3,16.6,54.0,16.8,13.8,15.3,52.3,1,14,14,14,5,29,18,4,6,16,18,26,21
1610612763,Memphis Grizzlies,82,51,31,0.622,3956.0,17.6,15.2,17.9,58.1,15.5,14.4,13.7,47.2,1,5,5,5,22,8,6,2,1,9,24,16,5
1610612748,Miami Heat,82,44,38,0.537,3961.0,18.0,12.8,11.4,46.1,15.8,11.9,12.4,45.9,1,11,11,11,18,5,21,28,23,10,3,4,3
1610612749,Milwaukee Bucks,82,58,24,0.707,3966.0,13.6,14.2,13.0,45.6,16.4,13.3,13.0,49.2,1,1,1,1,12,30,9,19,26,14,13,8,13
1610612750,Minnesota Timberwolves,82,42,40,0.512,3966.0,17.8,12.2,14.6,53.9,17.5,13.6,14.3,50.4,1,15,15,15,12,7,24,9,7,20,17,19,17
1610612740,New Orleans Pelicans,82,42,40,0.512,3971.0,18.0,13.7,14.6,52.9,17.9,13.3,13.8,49.1,1,15,15,15,8,6,14,11,9,22,12,17,12
1610612752,New York Knicks,82,47,35,0.573,3991.0,15.4,15.9,12.6,51.4,15.1,13.1,12.6,45.2,1,8,8,8,2,26,3,23,15,4,9,5,1
1610612760,Oklahoma City Thunder,82,40,42,0.488,3971.0,20.4,13.8,14.5,54.7,14.7,15.4,11.7,50.2,1,19,19,19,8,2,13,12,4,2,30,2,16
1610612753,Orlando Magic,82,34,48,0.415,3956.0,17.4,14.2,12.7,49.8,18.2,13.4,14.3,47.4,1,25,25,25,22,12,11,22,17,25,15,20,6
1610612755,Philadelphia 76ers,82,54,28,0.659,3976.0,17.5,11.2,14.6,47.4,16.3,12.5,15.4,47.6,1,3,3,3,5,9,27,10,21,13,6,28,7
1610612756,Phoenix Suns,82,45,37,0.549,3956.0,17.0,14.7,10.5,45.8,16.0,13.8,13.1,48.4,1,9,9,9,22,15,8,30,24,11,19,10,9
1610612757,Portland Trail Blazers,82,33,49,0.402,3946.0,16.3,11.8,14.2,47.6,17.7,13.6,15.3,53.2,1,26,26,26,29,18,25,14,20,21,16,27,26
1610612758,Sacramento Kings,82,48,34,0.585,3966.0,17.4,13.2,14.8,51.9,16.2,12.6,11.4,53.1,1,7,7,7,12,11,19,7,14,12,7,1,25
1610612759,San Antonio Spurs,82,22,60,0.268,3971.0,15.6,15.6,13.3,55.1,18.8,14.5,15.2,56.2,1,28,28,28,8,24,5,17,2,28,25,24,30
1610612761,Toronto Raptors,82,41,41,0.5,3961.0,20.9,16.3,17.7,52.6,14.4,11.4,15.0,48.8,1,17,17,17,18,1,2,3,12,1,1,22,10
1610612762,Utah Jazz,82,37,45,0.451,3961.0,15.2,15.8,11.9,52.8,18.6,15.1,16.7,52.7,1,22,22,22,18,27,4,25,10,27,28,29,24
1610612764,Washington Wizards,82,35,47,0.427,3951.0,14.8,13.4,11.8,51.0,16.9,14.2,13.7,51.3,1,23,23,23,25,28,17,26,16,18,22,15,20
