group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,203110,Draymond Green,Draymond,1610612744,GSW,32.0,8,5,3,0.625,3.1,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.6,0.3,0.1,0.1,0.0,0.0,0.9,0.1,0.3,2.1,1.6,1,0,1.4,8,9,15,34,52,74,92,1,42,69,42,42,45,42,33,29,33,34,36,22,28,22,11,55,81,23,73,19,2,79,GSW
Players,1629308,Juan Toscano-Anderson,Juan,1610612744,GSW,29.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,106,63,117,1,126,75,93,75,42,69,42,42,45,42,38,84,88,55,40,28,28,22,78,57,83,52,104,37,2,104,GSW
Players,1627814,Damion Lee,Damion,1610612744,GSW,29.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,106,63,117,1,124,75,93,75,42,69,42,42,45,42,38,84,88,55,40,28,28,22,78,57,83,52,104,37,2,104,GSW
Players,201939,Stephen Curry,Stephen,1610612744,GSW,34.0,9,6,3,0.667,3.8,1.4,3.0,0.481,0.4,1.4,0.308,1.9,2.1,0.895,0.1,0.8,0.9,0.7,0.1,0.1,0.1,0.2,0.2,1.4,5.2,2.3,7.8,2,0,7.7,5,4,15,29,24,8,3,44,13,3,33,1,3,20,35,14,22,11,38,23,23,12,67,4,4,19,3,10,2,4,GSW
Players,203490,Otto Porter Jr.,Otto,1610612744,GSW,29.0,5,3,2,0.6,1.3,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-0.2,0,0,0.0,23,16,39,35,104,75,90,75,42,63,42,42,45,42,38,84,88,55,24,28,28,22,78,57,83,22,135,37,2,104,GSW
Players,1629673,Jordan Poole,Jordan,1610612744,GSW,23.0,8,6,2,0.75,3.2,0.5,0.6,0.8,0.1,0.1,1.0,0.4,0.4,1.0,0.3,0.3,0.5,0.8,0.1,0.0,0.0,0.0,0.3,0.5,1.5,1.1,3.1,0,0,2.9,8,4,39,21,47,26,65,17,39,67,1,32,39,1,20,65,39,7,36,28,28,22,58,25,30,36,35,37,2,36,GSW
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,26.0,5,2,3,0.4,1.6,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0,0,0.4,23,40,15,76,100,68,90,1,42,69,42,42,45,42,38,84,88,55,24,28,28,22,69,57,77,52,103,37,2,99,GSW
Players,2738,Andre Iguodala,Andre,1610612744,GSW,38.0,1,1,0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.0,3.0,0,0,2.0,106,63,117,1,106,75,93,75,42,69,42,42,45,42,38,84,88,55,40,28,1,22,78,57,83,130,39,37,2,59,GSW
Players,1627780,Gary Payton II,Gary,1610612744,GSW,29.0,3,3,0,1.0,2.9,1.0,1.0,1.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.3,2.7,2.9,0,0,3.3,57,16,117,1,59,10,40,1,16,48,1,42,45,42,38,53,64,26,10,28,28,22,78,57,18,13,42,37,2,27,GSW
Players,203952,Andrew Wiggins,Andrew,1610612744,GSW,27.0,9,6,3,0.667,3.3,0.4,1.1,0.4,0.1,0.6,0.2,0.3,0.3,1.0,0.6,0.7,1.2,0.1,0.0,0.0,0.1,0.0,0.2,0.2,1.3,2.6,3.3,3,0,3.0,5,4,15,29,37,39,37,50,40,32,37,33,40,1,7,17,10,53,40,28,23,22,67,49,40,14,32,6,2,29,GSW
Players,202691,Klay Thompson,Klay,1610612744,GSW,32.0,9,6,3,0.667,3.7,0.4,1.1,0.4,0.2,0.8,0.286,0.0,0.2,0.0,0.0,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.0,0.1,1.1,2.2,2.0,0,0,2.1,5,4,15,29,25,39,37,50,26,25,34,42,44,42,38,73,81,53,23,23,23,21,78,56,49,21,64,37,2,58,GSW
