group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,203110,Draymond Green,Draymond,1610612744,GSW,32.0,8,5,3,0.625,3.1,138.9,124.1,124.1,102.5,100.0,100.0,36.4,24.1,24.1,0.1,2.0,50.0,0.056,0.19,0.128,25.0,25.0,1.0,1.0,0.033,0.038,92.93,99.59,83.0,99.59,0.016,54,1,1,0.1,0.1,1.0,8,9,99,34,52,20,24,24,55,46,46,22,33,33,46,8,5,27,27,26,124,124,5,9,98,98,65,47,47,77,48,70,74,92,1,GSW
Players,1629308,Juan Toscano-Anderson,Juan,1610612744,GSW,29.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,333.33,400.0,0.0,0,0,0,0.0,0.0,0.0,106,63,1,1,126,115,115,115,1,1,1,64,61,61,55,25,55,38,84,88,1,1,75,83,100,100,7,12,12,82,75,93,75,93,75,GSW
Players,1627814,Damion Lee,Damion,1610612744,GSW,29.0,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.6,320.0,266.67,320.0,0.0,1,0,0,0.0,0.0,0.0,106,63,1,1,124,115,115,115,1,1,1,64,61,61,55,25,55,38,84,88,1,1,75,83,100,100,11,14,14,82,75,93,75,93,75,GSW
Players,201939,Stephen Curry,Stephen,1610612744,GSW,34.0,9,6,3,0.667,3.8,133.6,126.0,126.0,108.8,104.4,104.4,24.7,21.6,21.6,0.353,6.0,13.6,0.033,0.25,0.138,2.3,2.4,0.556,0.665,0.452,0.467,95.06,99.94,83.28,99.94,0.339,73,13,27,1.4,3.0,0.481,5,4,99,29,24,23,20,20,70,63,63,27,35,35,13,1,41,35,10,21,98,98,38,35,6,6,53,45,45,4,2,1,8,3,44,GSW
Players,203490,Otto Porter Jr.,Otto,1610612744,GSW,29.0,5,3,2,0.6,1.3,149.4,127.8,127.8,87.2,70.6,70.6,62.1,57.2,57.2,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.1,0.115,110.62,132.77,110.64,132.77,-0.087,18,0,1,0.0,0.2,0.0,23,16,62,35,104,14,18,18,28,22,22,9,12,12,55,25,55,38,84,88,132,132,75,83,78,76,17,18,18,125,75,70,75,90,75,GSW
Players,1629673,Jordan Poole,Jordan,1610612744,GSW,23.0,8,6,2,0.75,3.2,119.0,118.9,118.9,116.2,105.9,105.9,2.9,13.0,13.0,0.353,6.0,42.9,0.074,0.105,0.087,7.1,7.5,0.9,0.949,0.129,0.122,93.49,97.81,81.51,97.81,0.197,53,4,5,0.5,0.6,0.8,8,4,62,21,47,42,45,45,79,65,65,57,45,45,13,1,11,23,57,44,102,102,17,16,66,74,59,63,63,24,9,31,26,65,17,GSW
Players,1626172,Kevon Looney,Kevon,1610612744,GSW,26.0,5,2,3,0.4,1.6,135.1,120.0,120.0,116.6,120.0,120.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,1.0,1.0,0.118,0.131,87.84,91.62,76.35,91.62,0.0,15,1,1,0.2,0.2,1.0,23,40,99,76,100,22,40,40,82,90,90,32,61,61,55,25,55,38,84,88,132,132,5,9,68,68,101,91,91,82,48,70,68,90,1,GSW
Players,2738,Andre Iguodala,Andre,1610612744,GSW,38.0,1,1,0,1.0,1.2,0.0,0.0,0.0,144.9,133.3,133.3,-144.9,-133.3,-133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.68,103.3,86.08,103.3,0.2,2,0,0,0.0,0.0,0.0,106,63,1,1,106,115,115,115,116,113,113,126,128,128,55,25,55,38,84,88,1,1,75,83,100,100,119,36,36,23,75,93,75,93,75,GSW
Players,1627780,Gary Payton II,Gary,1610612744,GSW,29.0,3,3,0,1.0,2.9,151.1,120.0,120.0,89.5,84.2,84.2,61.6,35.8,35.8,0.143,1.0,20.0,0.0,0.1,0.059,20.0,20.0,1.167,1.167,0.174,0.212,92.16,106.46,88.72,106.46,0.225,20,3,3,1.0,1.0,1.0,57,16,1,1,59,12,40,40,32,32,32,10,19,19,34,12,26,38,58,61,116,116,3,3,47,33,68,26,26,17,18,46,10,40,1,GSW
Players,203952,Andrew Wiggins,Andrew,1610612744,GSW,27.0,9,6,3,0.667,3.3,137.7,125.4,125.4,102.3,100.0,100.0,35.4,25.4,25.4,0.045,0.0,7.7,0.179,0.207,0.193,0.0,0.0,0.45,0.53,0.154,0.162,96.93,102.88,85.73,102.88,0.121,67,4,10,0.4,1.1,0.4,5,4,99,29,37,21,22,22,54,46,46,23,32,32,53,25,52,13,17,10,1,1,56,53,56,56,47,37,37,45,9,10,39,37,50,GSW
Players,202691,Klay Thompson,Klay,1610612744,GSW,32.0,9,6,3,0.667,3.7,133.1,123.6,123.6,105.8,103.0,103.0,27.3,20.6,20.6,0.04,0.5,7.1,0.0,0.071,0.035,14.3,14.4,0.5,0.46,0.157,0.17,96.28,101.29,84.41,101.29,0.036,72,4,10,0.4,1.1,0.4,5,4,99,29,25,24,26,26,65,61,61,26,36,36,54,22,54,38,71,82,112,114,42,64,54,54,51,41,41,71,9,10,39,37,50,GSW
