season,team_id,game_id,game_date,away_team,home_team,opponent_id,game_no,pf,opp_pf,wl,differential
2023-24,1610612750,22300069,2023-10-25,MIN,TOR,1610612761,1,94,97,L,-3
2023-24,1610612750,22300093,2023-10-28,MIA,MIN,1610612748,2,106,90,W,16
2023-24,1610612750,22300104,2023-10-30,MIN,ATL,1610612737,3,113,127,L,-14
2023-24,1610612750,22300123,2023-11-01,DEN,MIN,1610612743,4,110,89,W,21
2023-24,1610612750,22300138,2023-11-04,UTA,MIN,1610612762,5,123,95,W,28
2023-24,1610612750,22300154,2023-11-06,BOS,MIN,1610612738,6,114,109,W,5
2023-24,1610612750,22300166,2023-11-08,NOP,MIN,1610612740,7,122,101,W,21
2023-24,1610612750,22300013,2023-11-10,MIN,SAS,1610612759,8,117,110,W,7
2023-24,1610612750,22300186,2023-11-12,MIN,GSW,1610612744,9,116,110,W,6
2023-24,1610612750,22300025,2023-11-14,MIN,GSW,1610612744,10,104,101,W,3
2023-24,1610612750,22300197,2023-11-15,MIN,PHX,1610612756,11,115,133,L,-18
2023-24,1610612750,22300203,2023-11-18,MIN,NOP,1610612740,12,121,120,W,1
2023-24,1610612750,22300221,2023-11-20,NYK,MIN,1610612752,13,117,100,W,17
2023-24,1610612750,22300232,2023-11-22,PHI,MIN,1610612755,14,112,99,W,13
2023-24,1610612750,22300050,2023-11-24,SAC,MIN,1610612758,15,111,124,L,-13
2023-24,1610612750,22300249,2023-11-26,MIN,MEM,1610612763,16,119,97,W,22
2023-24,1610612750,22300058,2023-11-28,OKC,MIN,1610612760,17,106,103,W,3
2023-24,1610612750,22300270,2023-11-30,UTA,MIN,1610612762,18,101,90,W,11
2023-24,1610612750,22300281,2023-12-02,MIN,CHA,1610612766,19,123,117,W,6
2023-24,1610612750,22301210,2023-12-06,SAS,MIN,1610612759,20,102,94,W,8
2023-24,1610612750,22301221,2023-12-08,MIN,MEM,1610612763,21,127,103,W,24
2023-24,1610612750,22300301,2023-12-11,MIN,NOP,1610612740,22,107,121,L,-14
2023-24,1610612750,22300321,2023-12-14,MIN,DAL,1610612742,23,119,101,W,18
2023-24,1610612750,22300338,2023-12-16,IND,MIN,1610612754,24,127,109,W,18
2023-24,1610612750,22300353,2023-12-18,MIN,MIA,1610612748,25,112,108,W,4
2023-24,1610612750,22300367,2023-12-20,MIN,PHI,1610612755,26,113,127,L,-14
2023-24,1610612750,22300380,2023-12-21,LAL,MIN,1610612747,27,118,111,W,7
2023-24,1610612750,22300400,2023-12-23,MIN,SAC,1610612758,28,110,98,W,12
2023-24,1610612750,22300411,2023-12-26,MIN,OKC,1610612760,29,106,129,L,-23
2023-24,1610612750,22300423,2023-12-28,DAL,MIN,1610612742,30,118,110,W,8
2023-24,1610612750,22300443,2023-12-30,LAL,MIN,1610612747,31,108,106,W,2
2023-24,1610612750,22300451,2024-01-01,MIN,NYK,1610612752,32,106,112,L,-6
2023-24,1610612750,22300471,2024-01-03,NOP,MIN,1610612740,33,106,117,L,-11
2023-24,1610612750,22300485,2024-01-05,MIN,HOU,1610612745,34,122,95,W,27
2023-24,1610612750,22300501,2024-01-07,MIN,DAL,1610612742,35,108,115,L,-7
2023-24,1610612750,22300513,2024-01-09,MIN,ORL,1610612753,36,113,92,W,21
2023-24,1610612750,22300517,2024-01-10,MIN,BOS,1610612738,37,120,127,L,-7
2023-24,1610612750,22300538,2024-01-12,POR,MIN,1610612757,38,116,93,W,23
2023-24,1610612750,22300553,2024-01-14,LAC,MIN,1610612746,39,109,105,W,4
2023-24,1610612750,22300569,2024-01-17,MIN,DET,1610612765,40,124,117,W,7
2023-24,1610612750,22300582,2024-01-18,MEM,MIN,1610612763,41,118,103,W,15
2023-24,1610612750,22300599,2024-01-20,OKC,MIN,1610612760,42,97,102,L,-5
2023-24,1610612750,22300610,2024-01-22,CHA,MIN,1610612766,43,125,128,L,-3
2023-24,1610612750,22300620,2024-01-24,MIN,WAS,1610612764,44,118,107,W,11
2023-24,1610612750,22300629,2024-01-25,MIN,BKN,1610612751,45,96,94,W,2
2023-24,1610612750,22300649,2024-01-27,MIN,SAS,1610612759,46,112,113,L,-1
2023-24,1610612750,22300664,2024-01-29,MIN,OKC,1610612760,47,107,101,W,6
2023-24,1610612750,22300680,2024-01-31,DAL,MIN,1610612742,48,121,87,W,34
2023-24,1610612750,22300694,2024-02-02,ORL,MIN,1610612753,49,106,108,L,-2
2023-24,1610612750,22300709,2024-02-04,HOU,MIN,1610612745,50,111,90,W,21
2023-24,1610612750,22300723,2024-02-06,MIN,CHI,1610612741,51,123,129,L,-6
2023-24,1610612750,22300738,2024-02-08,MIN,MIL,1610612749,52,129,105,W,24
2023-24,1610612750,22300770,2024-02-12,MIN,LAC,1610612746,53,121,100,W,21
2023-24,1610612750,22300775,2024-02-13,MIN,POR,1610612757,54,121,109,W,12
2023-24,1610612750,22300791,2024-02-15,MIN,POR,1610612757,55,128,91,W,37
2023-24,1610612750,22300808,2024-02-23,MIL,MIN,1610612749,56,107,112,L,-5
2023-24,1610612750,22300815,2024-02-24,BKN,MIN,1610612751,57,101,86,W,15
2023-24,1610612750,22300838,2024-02-27,SAS,MIN,1610612759,58,114,105,W,9
2023-24,1610612750,22300845,2024-02-28,MEM,MIN,1610612763,59,110,101,W,9
2023-24,1610612750,22300862,2024-03-01,SAC,MIN,1610612758,60,120,124,L,-4
2023-24,1610612750,22300873,2024-03-03,LAC,MIN,1610612746,61,88,89,L,-1
2023-24,1610612750,22300881,2024-03-04,POR,MIN,1610612757,62,119,114,W,5
2023-24,1610612750,22300903,2024-03-07,MIN,IND,1610612754,63,113,111,W,2
2023-24,1610612750,22300911,2024-03-08,MIN,CLE,1610612739,64,104,113,L,-9
2023-24,1610612750,22300932,2024-03-10,MIN,LAL,1610612747,65,109,120,L,-11
2023-24,1610612750,22300944,2024-03-12,MIN,LAC,1610612746,66,118,100,W,18
2023-24,1610612750,22300974,2024-03-16,MIN,UTA,1610612762,67,119,100,W,19
2023-24,1610612750,22300987,2024-03-18,MIN,UTA,1610612762,68,114,104,W,10
2023-24,1610612750,22300995,2024-03-19,DEN,MIN,1610612743,69,112,115,L,-3
2023-24,1610612750,22301014,2024-03-22,CLE,MIN,1610612739,70,104,91,W,13
2023-24,1610612750,22301031,2024-03-24,GSW,MIN,1610612744,71,114,110,W,4
2023-24,1610612750,22301056,2024-03-27,DET,MIN,1610612765,72,106,91,W,15
2023-24,1610612750,22301071,2024-03-29,MIN,DEN,1610612743,73,111,98,W,13
2023-24,1610612750,22301084,2024-03-31,CHI,MIN,1610612741,74,101,109,L,-8
2023-24,1610612750,22301098,2024-04-02,HOU,MIN,1610612745,75,113,106,W,7
2023-24,1610612750,22301108,2024-04-03,TOR,MIN,1610612761,76,133,85,W,48
2023-24,1610612750,22301125,2024-04-05,MIN,PHX,1610612756,77,87,97,L,-10
2023-24,1610612750,22301143,2024-04-07,MIN,LAL,1610612747,78,127,117,W,10
2023-24,1610612750,22301152,2024-04-09,WAS,MIN,1610612764,79,130,121,W,9
2023-24,1610612750,22301164,2024-04-10,MIN,DEN,1610612743,80,107,116,L,-9
2023-24,1610612750,22301178,2024-04-12,ATL,MIN,1610612737,81,109,106,W,3
2023-24,1610612750,22301194,2024-04-14,PHX,MIN,1610612756,82,106,125,L,-19
